9 0 9	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
17 11 6	..DPTU..DPTU..AATUB.YYY.BC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y96 O99 
17 11 6	.CDPT..CDPTU..AATU..YYYUB..OLLB..O.. B97 P99 T99 U98 A97 Y96 O99 D96 
17 11 6	BCDP.UBCDPTU..AATU.YYYT....OLL...O.. B99 P99 T98 U99 A97 Y95 O99 D96 
17 11 6	BCDP.UBCDPTU..AATUYYY.T....OLL...O.. B99 P99 T98 U99 A97 Y94 O99 D96 
17 8 9	BC.PTUBC.PTUAAD.TU..DYYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D98 
17 8 9	BC.PT.BC.PT.AA.OTUYYYO.U..DLLU..D... B99 P99 T99 U97 A99 O99 L99 
17 8 9	.C..TU.C.PTUAA.PTUB.YYY.B.DOLL..DO.. B98 P98 T99 U99 A99 Y98 O99 
17 11 6	BCDPT.BCDPTU..AATUYYY..U...OLL...O.. B99 P99 T99 U98 A97 Y94 O99 D96 
17 11 6	BCDP..BCDPTUAA..TUYYY.TU...OLL...O.. B99 P99 T98 U98 A99 Y94 O99 D96 
17 8 9	BC..TUBC.PTUAA.PTU...YYY..DOLL..DO.. B99 P98 T99 U99 A99 Y97 O99 
17 8 9	.C.PTU.CDPTUAAD.TUB..YYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D97 
17 11 6	.CDPT..CDPTU..AATUBYYY.UB..OLL...O.. B98 P99 T99 U98 A97 Y95 O99 D96 
17 11 6	BCDPT.BCDPTU.AA.TUYYY..U...OLL...O.. B99 P99 T99 U98 A98 Y94 O99 D96 
17 11 6	...PTU...PTU.AA.TUYYYO..BCDOLLBCD... C96 P99 T99 B97 U99 A98 Y96 O98 
17 11 6	.CDPTU.CDPTUB.AATUBYYY.....OLL...O.. B97 P99 T99 U99 A97 Y95 O99 D96 
17 11 6	BCDP.UBCDPTU.AA.TUYYY.T....OLL...O.. B99 P99 T98 U99 A98 Y94 O99 D96 
17 11 6	...P.U...PTU.AA.TUYYY.T.BCDOLLBCDO.. C96 P99 T98 B97 U99 A98 Y96 O99 
17 11 6	BCDPT.BCDPTUAA..TUYYYO.U...OLL...... B99 P99 T99 U98 A99 Y94 O98 D96 
17 8 9	BC..TUBC.PTU.AAPTU..DYYY..DOLL...O.. B99 P98 T99 U99 Y97 O99 D99 
17 11 6	B..P.UB..PTUAA..TU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y97 O99 
17 11 6	..DPTU..DPTU.AA.TUBC.YYYBC.OLL...O.. C97 D96 P99 T99 U99 A96 B98 Y97 O99 
17 11 6	..DPTU.CDPTU.CAATUB.YYY.B..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y96 O99 
17 11 6	BCDP.UBCDPTUAA..TUYYYOT....OLL...... B99 P99 T98 U99 A99 Y94 O98 D96 
17 8 9	BC.PTUBC.PTUAA.OTUYYYO....DLL...D... B99 P99 T99 U95 A99 O99 L99 
17 11 6	.CDPT..CDPTU.AA.TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A98 Y96 O99 D96 
17 8 9	BC..TUBC.PTUAA.PTU.YYY....DOLL..DO.. B99 P98 T99 U99 A99 Y99 O99 
17 11 6	B..PTUB..PTUAA..TUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A97 Y96 O98 
17 8 9	.C..TU.C.PTU.AAPTUB.DYYYB.DOLL...O.. B98 P98 T99 U99 Y97 O99 D99 
17 11 6	B.DPTUB.DPTU..AATU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	B.DPTUB.DPTU.CAATU.CYYY....OLL...O.. C98 B99 P99 T99 U99 A97 Y96 O99 D96 
17 8 9	.C..TU.C.PTUAA.PTU.YYY..B.DOLLB.DO.. B97 P98 T99 U99 A99 Y99 O99 
17 11 6	..DPTU..DPTU..AATUBCYYY.BC.OLL...O.. C97 D96 P99 T99 U99 A97 B98 Y96 O99 
17 11 6	..DPTU..DPTUAA..TU.CYYY.BC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y96 D96 O99 
17 11 6	B.DPTUBCDPTU.CAATU..YYY....OLL...O.. C99 B99 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	BCDPT.BCDPTU.AA.TU..YYYU...OLL...O.. B99 P99 T99 U98 A98 Y96 O99 D96 
17 11 6	...PTU...PTUAA..TUYYYO..BCDOLLBCD... C96 P99 T99 B97 U99 A97 Y96 O98 
17 11 6	...P.U...PTUAA..TUYYY.T.BCDOLLBCDO.. C96 P99 T98 B97 U99 A97 Y96 O99 
17 11 6	.CDPT..CDPTU..AATUB.YYYUB..OLL...O.. B98 P99 T99 U98 A97 Y96 O99 D96 
17 11 6	.CDPTU.CDPTU.AA.TUYYYO..B..OLLB..... B97 P99 T99 U99 A98 Y94 O98 D96 
17 11 6	.CDPTU.CDPTUB.AATUB.YYY....OLL...O.. B97 P99 T99 U99 A97 Y96 O99 D96 
17 8 9	BC.PT.BC.PTUAA.OTUYYYO.U..DLL...D... B99 P99 T99 U96 A99 O99 L99 
17 11 6	.CDP.U.CDPTUAA..TUYYYOT.B..OLLB..... B97 P99 T98 U99 A99 Y94 O98 D96 
17 11 6	.CDPT..CDPTUAA..TUYYYO.UB..OLLB..... B97 P99 T99 U98 A99 Y94 O98 D96 
17 11 6	B..P.UB..PTUAA..TUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y96 O99 
17 8 9	.C.PTU.C.PTUAAD.TU..DYYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D98 
17 11 6	..DPTU..DPTU.CAATUBCYYY.B..OLL...O.. C98 D96 P99 T99 U99 A97 B98 Y96 O99 
17 11 6	..DPTU.CDPTU.CAATUBYYY..B..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y95 O99 
17 8 9	.C.PTU.CDPTUAAD.TU...YYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D97 
17 11 6	.CDPTUBCDPTUB.AATUYYY......OLL...O.. B94 P99 T99 U99 A97 Y94 O99 D96 
17 11 6	...P.UB..PTUBAA.TUYYYOT..CDOLL.CD... C96 P99 T98 U99 A98 Y96 O98 
17 11 6	.CDPTUBCDPTUB.AATU.YYY.....OLL...O.. B94 P99 T99 U99 A97 Y95 O99 D96 
17 11 6	.CDPTUBCDPTUB.AATU..YYY....OLL...O.. B94 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	B..PTUB..PTU.AA.TUYYYO...CDOLL.CD... C96 P99 T99 B99 U99 A98 Y96 O98 
17 8 9	.C.....C.PTUAA.PTUYYYOTUB.DOLLB.D... B97 P98 A99 Y98 O98 
17 11 6	B..P.UB..PTU.AA.TUYYY.T..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y96 O99 
17 11 6	BCDP.UBCDPTU.AA.TU.YYYT....OLL...O.. B99 P99 T98 U99 A98 Y95 O99 D96 
17 11 6	B.DPTUB.DPTU..AATU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D96 
17 8 9	.C..TU.C.PTUAA.PTU...YYYB.DOLLB.DO.. B97 P98 T99 U99 A99 Y97 O99 
17 11 6	.CDPTU.CDPTUBAA.TUBYYY.....OLL...O.. B97 D96 P99 T99 U99 A98 Y95 O99 
17 8 9	.C.P...C.PTUAA.OTUYYYOTUB.DLL.B.D... B97 P99 A99 Y98 O97 L99 
17 11 6	..DPTU.CDPTUBCAATUB..YYY...OLL...O.. C99 D96 P99 T99 U99 A97 Y97 B95 O99 
17 11 6	..DPTU.CDPTU.CAATUYYY...B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y94 B97 O99 
17 11 6	..DPTU.CDPTU.CAATU.YYY..B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y95 B97 O99 
17 11 6	..DPTU.CDPTU.CAATU..YYY.B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y96 B97 O99 
17 11 6	..DPTU..DPTUBCAATUBC.YYY...OLL...O.. C98 D96 P99 T99 U99 A97 Y97 B95 O99 
17 11 6	..DPTU..DPTU.CAATU.CYYY.B..OLLB..O.. C98 D96 P99 T99 U99 A97 Y96 B97 O99 
17 11 6	.CDPTUBCDPTUBAA.TU.YYY.....OLL...O.. B94 P99 T99 U99 A98 Y95 O99 D96 
17 11 6	BCDPT.BCDPTU..AATU..YYYU...OLL...O.. B99 P99 T99 U98 A97 Y96 O99 D96 
17 11 6	..DPTU..DPTUAA..TUBCYYY.BC.OLL...O.. C97 P99 T99 U99 A97 B98 Y96 D96 O99 
17 11 6	.CDPTUBCDPTUBAA.TU..YYY....OLL...O.. B94 P99 T99 U99 A98 Y96 O99 D96 
17 11 6	..DPTU..DPTUB.AATUB..YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y97 B95 O99 
17 11 6	..DPTUB.DPTUB.AATU.C.YYY.C.OLL...O.. C97 D96 P99 T99 U99 A97 Y97 B94 O99 
17 11 6	..DPTU..DPTU..AATU.YYY..BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y95 B97 O99 
17 11 6	..DPTU..DPTU..AATUYYY...BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y94 B97 O99 
17 11 6	BCDPTUBCDPTU..AATUYYYO.....OLL...... B99 P99 T99 U99 A97 Y94 O98 D96 
17 11 6	..DPTU..DPTU.AA.TU...YYYBC.OLLBC.O.. C96 D96 P99 T99 U99 A96 Y97 B97 O99 
17 11 6	..DPTU..DPTU..AATU..YYY.BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y96 B97 O99 
17 11 6	..DPTU..DPTU..AATU.CYYY.BC.OLLB..O.. C97 D96 P99 T99 U99 A97 Y96 B97 O99 
17 11 6	..DPTU..DPTUB.AATUBC.YYY.C.OLL...O.. C97 D96 P99 T99 U99 A97 Y97 B95 O99 
17 11 6	B.DPTUBCDPTU.CAATU.YYY.....OLL...O.. C99 B99 P99 T99 U99 A97 Y95 O99 D96 
17 11 6	..DPTU..DPTU.AA.TU.C.YYYBC.OLLB..O.. C97 D96 P99 T99 U99 A96 Y97 B97 O99 
17 11 6	B.DPTUBCDPTU.CAATUYYY......OLL...O.. C99 B99 P99 T99 U99 A97 Y94 O99 D96 
17 8 9	.C.PT..C.PTUAA.OTUYYYO.UB.D.LLB.D... B97 P99 T99 A99 Y98 O97 
17 11 6	BCDPTUBCDPTU.AA.TUYYYO.....OLL...... B99 P99 T99 U99 A98 Y94 O98 D96 
17 11 6	..DPTU..DPTU..AATUBYYY..BC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y95 O99 
17 11 6	BCDPT.BCDPTU..AATU.YYY.U...OLL...O.. B99 P99 T99 U98 A97 Y95 O99 D96 
17 8 9	.C..TU.C.PTUBAAPTUB.DYYY..DOLL...O.. B99 P98 T99 U99 Y97 O99 D99 
17 8 9	.C.P.U.C.PTUAA.OTUYYYOT.B.D.LLB.D... B97 P99 U99 A99 Y98 O97 
17 11 6	..DPTU..DPTUAA..TUYYY...BC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y94 D96 O99 
17 11 6	..DPTU..DPTUAA..TUBYYY..BC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y95 D96 O99 
17 11 6	...P.U...PTU..AATUYYYOT.BCDOLLBCD... C96 P99 T98 B97 U99 A99 Y96 O98 
17 8 9	.C..TU.C.PTU.AAPTU..DYYYB.DOLLB..O.. B97 P98 T99 U99 Y97 O99 D99 
17 11 6	B.DPTUB.DPTU..AATU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D96 
17 11 6	.CDPT..CDPTU..AATUYYY..UB..OLLB..O.. B97 P99 T99 U98 A97 Y94 O99 D96 
18 9 9	.CD.TU.CDPTUAA.PTU...YYYB..OLLB..O.. B97 P98 T99 U99 A99 Y97 O99 D96 
18 12 6	..DPTUBCDPTUBCAATUYYY......OLL...O.. C99 D96 P99 T99 U99 A97 Y94 B94 O99 
18 9 9	....TUB..PTUBAAPTU.C.YYY.CDOLL..DO.. P98 T99 U99 A98 C97 Y97 O99 
18 12 6	..DPTU..DPTU.AA.TUBCYYY.BC.OLL...O.. C97 D96 P99 T99 U99 A96 B98 Y96 O99 
18 12 6	..DPT..CDPTU.CAATUB.YYYUB..OLL...O.. C99 D96 P99 T99 U98 A97 B98 Y96 O99 
18 12 6	..DPTU..DPTU.AA.TU.CYYY.BC.OLLB..O.. C97 P99 T99 U99 B97 A96 Y96 D96 O99 
18 12 6	..DPT...DPTU.CAATUBCYYYUB..OLL...O.. C98 D96 P99 T99 U98 A97 B98 Y96 O99 
18 12 6	B.DPT.B.DPTU..AATU.YYY.U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y95 O99 D96 
18 12 6	B.DP.UB.DPTU..AATU.YYYT..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y95 O99 D96 
18 12 6	B.DPT.BCDPTU.CAATU..YYYU...OLL...O.. C99 B99 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	..DPTU.CDPTUBCAATUB.YYY....OLL...O.. C99 D96 P99 T99 U99 A97 B97 Y96 O99 
18 12 6	B.DPT.B.DPTU.CAATU.CYYYU...OLL...O.. C98 B99 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	..DPTU..DPTUB.AATUBCYYY..C.OLL...O.. B97 D96 P99 T99 U99 A97 C97 Y96 O99 
18 12 6	..DPTU..DPTUAA..TUYYYO..BC.OLLBC.... C96 P99 T99 U99 B97 A97 Y94 D96 O98 
18 9 9	BCD.TUBCDPTUAA.PTU...YYY...OLL...O.. B99 P98 T99 U99 A99 Y97 O99 D96 
18 12 6	BCDP..BCDPTUAA..TUYYYOTU...OLL...... B99 P99 T98 U98 A99 Y94 O98 D96 
18 12 6	BCDP.UBCDPTU.AA.TUYYYOT....OLL...... B99 P99 T98 U99 A98 Y94 O98 D96 
18 12 6	..DPTUB.DPTUB.AATU.CYYY..C.OLL...O.. B98 D96 P99 T99 U99 A97 C97 Y96 O99 
18 12 6	..DPT...DPTUAA..TUYYY..UBC.OLLBC.O.. C96 P99 T99 U98 B97 A97 Y94 D96 O99 
18 12 6	..DP.U..DPTUAA..TUYYY.T.BC.OLLBC.O.. C96 P99 T98 U99 B97 A97 Y94 D96 O99 
18 12 6	..DP.U..DPTU..AATUBYYYT.BC.OLL.C.O.. C96 D96 P99 T98 U99 A97 B98 Y95 O99 
18 12 6	BCDPT.BCDPTU.AA.TUYYYO.U...OLL...... B99 P99 T99 U98 A98 Y94 O98 D96 
18 12 6	..DPTU.CDPTUBCAATUBYYY.....OLL...O.. C99 D96 P99 T99 U99 B97 A97 Y95 O99 
18 9 9	....T....PTUAA.PTU..YYYUBCDOLLBCDO.. P98 T99 A97 Y98 B97 C96 O99 
18 12 6	.CDPT.BCDPTUBAA.TU..YYYU...OLL...O.. B96 P99 T99 U98 A98 Y96 O99 D96 
18 12 6	BCDP..BCDPTU.AA.TUYYY.TU...OLL...O.. B99 P99 T98 U98 A98 Y94 O99 D96 
18 12 6	BCDP.UBCDPTU..AATUYYYOT....OLL...... B99 P99 T98 U99 A97 Y94 O98 D96 
18 12 6	.CDPT..CDPTUB.AATUB.YYYU...OLL...O.. B95 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	B.DP.UBCDPTU.CAATUYYY.T....OLL...O.. C99 B99 P99 T98 U99 A97 Y94 O99 D96 
18 12 6	B.DPT.BCDPTU.CAATUYYY..U...OLL...O.. C99 B99 P99 T99 U98 A97 Y94 O99 D96 
18 12 6	.CDPT.BCDPTUB.AATUYYY..U...OLL...O.. B98 D96 P99 T99 U98 A97 Y94 O99 
18 12 6	.CDPT.BCDPTUB.AATU..YYYU...OLL...O.. B94 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	.CDP.UBCDPTUB.AATUYYY.T....OLL...O.. B98 D96 P99 U99 T98 A97 Y94 O99 
18 9 9	....T.B..PTUBAAPTU.YYY.U.CDOLL.CDO.. P98 T99 A98 Y97 C96 O99 
18 9 9	....T.B...TUBAAPTUYYYP.U.CDOLL.CDO.. P97 T99 A98 Y96 C96 O99 
18 9 9	....TUB..PTUBAAPTU..YYY..CDOLL.CDO.. P98 T99 U99 A98 Y98 C96 O99 
18 12 6	..DPTU..DPTU.AA.TU..YYY.BC.OLLBC.O.. C96 P99 T99 U99 B97 A96 Y96 D96 O99 
18 12 6	..DPT...DPTU..AATU.CYYYUBC.OLLB..O.. C97 D96 P99 T99 U98 A97 Y96 B97 O99 
18 12 6	..DPT...DPTU..AATU..YYYUBC.OLLBC.O.. C96 D96 P99 T99 U98 A97 Y96 B97 O99 
18 12 6	..DPTU..DPTUB.AATUB.YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 A97 B97 Y96 O99 
18 12 6	..DPT...DPTU.CAATU.CYYYUB..OLLB..O.. C98 D96 P99 T99 U98 A97 Y96 B97 O99 
18 12 6	..DPT..CDPTU.CAATU..YYYUB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y96 B97 O99 
18 12 6	..DPTU..DPTU.AA.TU.YYY..BC.OLLBC.O.. C96 P99 T99 U99 B97 A96 Y95 D96 O99 
18 12 6	..DPT...DPTUAA..TU..YYYUBC.OLLBC.O.. C96 P99 T99 U98 B97 A97 Y96 D96 O99 
18 12 6	..DPT...DPTU..AATUB.YYYUBC.OLL.C.O.. C96 D96 P99 T99 U98 A97 B98 Y96 O99 
18 12 6	..DPTU..DPTU.AA.TUBYYY..BC.OLL.C.O.. C96 D96 P99 T99 U99 A96 B98 Y95 O99 
18 9 9	....T.B..PTUBAAPTUYYY..U.CDOLL.CDO.. P98 T99 A98 Y96 C96 O99 
18 12 6	B.DPTUB.DPTU.AA.TU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y95 O99 D96 
18 12 6	..DP.U..DPTUAA..TU.YYYT.BC.OLLBC.O.. C96 P99 T98 U99 B97 A97 Y95 D96 O99 
18 12 6	..DPT...DPTUAA..TU.YYY.UBC.OLLBC.O.. C96 P99 T99 U98 B97 A97 Y95 D96 O99 
18 12 6	..DPTU..DPTUBAA.TUB..YYY.C.OLL.C.O.. B97 D96 P99 T99 U99 A96 Y97 C96 O99 
18 12 6	B.DP.UB.DPTUAA..TU.YYYT..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y95 O99 D96 
18 12 6	B.DPT.B.DPTUAA..TU.YYY.U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y95 O99 D96 
18 12 6	..DPTUB.DPTUBAA.TU.C.YYY.C.OLL...O.. B98 D96 P99 T99 U99 A96 C97 Y97 O99 
18 9 9	B...T.B..PTUAA.PTU.CYYYU.CDOLL..DO.. C97 B99 P98 T99 A97 Y98 O99 
18 12 6	B.DPT.B.DPTUAA..TU..YYYU.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	B.DP.UB.DPTUAA..TUYYY.T..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y94 O99 D96 
18 12 6	B.DPT.B.DPTUAA..TUYYY..U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y94 O99 D96 
18 12 6	B.DPTUB.DPTUAA..TUYYYO...C.OLL.C.... C96 B99 P99 T99 U99 A97 Y94 O98 D96 
18 12 6	B.DPTUB.DPTU.AA.TU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y96 O99 D96 
18 12 6	.CDPT..CDPTU..AATUYYYO.UB..OLLB..... B97 P99 T99 U98 A97 Y94 O98 D96 
18 12 6	.CDP.UBCDPTUBAA.TU.YYYT....OLL...O.. B94 P99 T98 U99 A98 Y95 O99 D96 
18 12 6	B.DPT.B.DPTUAA..TU.CYYYU.C.OLL...O.. C97 B99 P99 T99 U98 A97 Y96 O99 D96 
18 12 6	..DPTUB.DPTUBCAATU.CYYY....OLL...O.. C98 D96 P99 T99 U99 A97 Y96 B94 O99 
18 9 9	....TUB..PTUBAAPTU...YYY.CDOLL.CDO.. P98 T99 U99 A98 Y97 C96 O99 
18 12 6	.CDP.U.CDPTUBAA.TUBYYYT....OLL...O.. B95 P99 T98 U99 A98 Y95 O99 D96 
18 12 6	.CDP...CDPTU.AA.TUBYYYTUB..OLL...O.. B98 P99 T98 U98 A98 Y95 O99 D96 
18 9 9	B...T.B..PTU.AAPTU.CYYYU.CDOLL..DO.. C97 P98 T99 B99 A98 Y98 O99 
18 9 9	....T....PTU.AAPTU..YYYUBCDOLLBCDO.. P98 T99 A98 Y98 B97 C96 O99 
18 12 6	...P.U...PTUAA..TUYYYOT.BCDOLLBCD... C96 P99 T98 B97 U99 A97 Y96 O98 
18 12 6	.CDP.U.CDPTUB.AATUBYYYT....OLL...O.. B95 P99 T98 U99 A97 Y95 O99 D96 
18 12 6	...P.U...PTU.AA.TUYYYOT.BCDOLLBCD... C96 P99 T98 B97 U99 A98 Y96 O98 
18 12 6	BCDP..BCDPTU..AATU.YYYTU...OLL...O.. B99 P99 T98 U98 A97 Y95 O99 D96 
18 12 6	.CDP.UBCDPTUB.AATU.YYYT....OLL...O.. B94 P99 T98 U99 A97 Y95 O99 D96 
18 9 9	....T....PTUAA.PTUB.YYYUBCDOLL.CDO.. P98 T99 A97 B98 Y98 C96 O99 
18 9 9	.C..T..C.PTUAA.PTUYYYO.UB.DOLLB.D... B97 P98 T99 A99 Y98 O98 
18 12 6	..DP.U.CDPTU.CAATU.YYYT.B..OLLB..O.. C99 D96 P99 U99 T98 A97 Y95 B97 O99 
18 12 6	.CDPT..CDPTU.AA.TUYYYO.UB..OLLB..... B97 P99 T99 U98 A98 Y94 O98 D96 
18 9 9	.CD.TU.CDPTUAA.PTUB..YYYB..OLL...O.. B98 P98 T99 U99 A99 Y97 O99 D96 
18 12 6	.CDPT.BCDPTUB.AATU.YYY.U...OLL...O.. B94 P99 T99 U98 A97 Y95 O99 D96 
18 12 6	.CDP...CDPTUAA..TUYYYOTUB..OLLB..... B97 P99 T98 U98 A99 Y94 O98 D96 
18 9 9	.C..TU.C..TUAA.PTUYYYP..B.DOLLB.DO.. B97 P97 T99 U99 A99 Y98 O99 
18 12 6	B..P.UB..PTUAA..TUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A97 Y96 O98 
18 12 6	.CDPT..CDPTUB.AATUBYYY.U...OLL...O.. B95 P99 T99 U98 A97 Y95 O99 D96 
18 12 6	.CDP...CDPTU..AATU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A97 Y95 O99 D96 
18 12 6	B..P.UB..PTU.AA.TUYYYOT..CDOLL.CD... C96 P99 T98 B99 U99 A98 Y96 O98 
18 12 6	..DPT..CDPTU.CAATU.YYY.UB..OLLB..O.. C99 D96 P99 T99 U98 A97 Y95 B97 O99 
18 9 9	.C..TU.C.PTU.AAPTUYYYO..B.DOLLB.D... B97 P98 T99 U99 Y98 O98 
18 12 6	BCDP..BCDPTU.AA.TU.YYYTU...OLL...O.. B99 P99 T98 U98 A98 Y95 O99 D96 
18 12 6	..DPTU.CDPTU.CAATUYYYO..B..OLLB..... C99 D96 P99 T99 U99 A97 Y94 O98 B97 
18 12 6	.CDP...CDPTU.AA.TUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A98 Y94 O99 D96 
18 12 6	.CDP.U.CDPTU.AA.TUYYYOT.B..OLLB..... B97 P99 T98 U99 A98 Y94 O98 D96 
18 9 9	....T....PTU.AAPTUB.YYYUBCDOLL.CDO.. P98 T99 A98 B98 Y98 C96 O99 
18 12 6	..DPT...DPTUAA..TUB.YYYUBC.OLL.C.O.. C96 P99 T99 U98 B98 A97 Y96 D96 O99 
18 12 6	..DPTU..DPTU.AA.TUB.YYY.BC.OLL.C.O.. C96 P99 T99 U99 B98 A96 Y96 D96 O99 
18 12 6	..DP.U.CDPTU.CAATUYYY.T.B..OLLB..O.. C99 D96 P99 U99 T98 A97 Y94 B97 O99 
18 12 6	B.DPTUB.DPTU.AA.TUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y94 O99 D96 
18 12 6	B.DP.UB.DPTU..AATUYYY.T..C.OLL.C.O.. C96 B99 P99 T98 U99 A97 Y94 O99 D96 
18 12 6	B.DPT.B.DPTU..AATUYYY..U.C.OLL.C.O.. C96 B99 P99 T99 U98 A97 Y94 O99 D96 
18 9 9	...PT.B..PTUBAAOTUYYYO.U.CD.LL.CD... C96 P99 T99 A98 Y96 O97 
18 12 6	.CDPT..CDPTUBAA.TUB.YYYU...OLL...O.. B97 P99 T99 U98 A98 Y96 O99 D96 
18 12 6	.CDP.U.CDPTU..AATUYYYOT.B..OLLB..... B97 P99 T98 U99 A97 Y94 O98 D96 
18 12 6	.CDPTUBCDPTUBAA.TUYYYO.....OLL...... B94 P99 T99 U99 A98 Y94 O98 D96 
18 12 6	.CDP.UBCDPTUBAA.TUYYY.T....OLL...O.. B94 P99 T98 U99 A98 Y94 O99 D96 
18 12 6	.CDPT.BCDPTUBAA.TUYYY..U...OLL...O.. B94 P99 T99 U98 A98 Y94 O99 D96 
18 12 6	..DPTUB.DPTUB.AATUYYY....C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y94 B94 O99 
18 12 6	..DPTUB.DPTUB.AATU.YYY...C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y95 B94 O99 
18 12 6	..DPTUB.DPTUB.AATU..YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y96 B94 O99 
18 12 6	.CDPT.BCDPTUBAA.TU.YYY.U...OLL...O.. B98 D96 P99 T99 U98 A98 Y95 O99 
18 12 6	B.DPTUB.DPTU..AATUYYYO...C.OLL.C.... C96 B99 P99 T99 U99 A97 Y94 O98 D96 
18 12 6	..DPTU..DPTUBAA.TUBC.YYY.C.OLL...O.. B97 D96 P99 T99 U99 A96 C97 Y97 O99 
18 12 6	..DPTUB.DPTUBAA.TU...YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 A96 Y97 B94 O99 
18 12 6	.CDPT..CDPTUBAA.TUBYYY.U...OLL...O.. B97 D96 P99 T99 U98 A98 Y95 O99 
18 12 6	..DPTUBCDPTUBCAATU.YYY.....OLL...O.. C99 D96 P99 T99 U99 A97 Y95 B94 O99 
18 12 6	..DPTUBCDPTUBCAATU..YYY....OLL...O.. C99 D96 P99 T99 U99 A97 Y96 B94 O99 
18 12 6	.CDP...CDPTU..AATUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A97 Y94 O99 D96 
18 9 9	....T....PTUBAAPTUBCYYYU.CDOLL..DO.. P98 T99 B99 A98 C97 Y98 O99 
18 12 6	.CDP...CDPTU.AA.TU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A98 Y95 O99 D96 
18 9 9	....T....PTU.AAPTUBCYYYUBCDOLL..DO.. P98 T99 A98 B98 C97 Y98 O99 
18 9 9	.C.PTU.C.PTUAA.OTUYYYO..B.D.LLB.D... B97 P99 T99 U99 A99 Y98 O97 
18 12 6	.CDP...CDPTU..AATUBYYYTUB..OLL...O.. B98 P99 T98 U98 A97 Y95 O99 D96 
18 12 6	B.DPTUB.DPTU.AA.TU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A96 Y96 O99 D96 
18 9 9	.C..TU.C.PTUAA.PTU..DYYYB.DOLLB..O.. B97 P98 T99 U99 A99 Y97 O99 D99 
18 9 9	....T....PTUBAAPTUB.YYYU.CDOLL.CDO.. P98 T99 B99 A98 Y98 C96 O99 
18 12 6	B.DP.UBCDPTU.CAATU.YYYT....OLL...O.. C99 B99 P99 T98 U99 A97 Y95 O99 D96 
