3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
16 15 1	II.CP.LLDCPO..DAAOJ.B..OJ.BFFFJ..... I97 L96 O99 A97 D95 C97 P97 B97 F98 
16 13 3	IID...LLD...AABCP.J.BCPOJ.FFFOJ....O I97 L96 O97 D96 C99 P99 B96 F97 
16 15 1	II.CPOLL.CPOJ.DAAOJ.D...J.BFFF..B... I97 O98 L96 A97 D94 C97 P97 J99 B98 F98 
16 16 0	IIDCP.LLDCP...BAA.J.B..OJFFF.OJ....O I97 O95 L96 A97 D96 C97 P97 B96 F96 
16 15 1	IIDCPOLLDCPOJ.BAAOJ.B...J..FFF...... I97 O98 L96 A97 D96 C97 P97 J99 B96 F98 
16 14 2	IID.POLLDCPOJAAC.OJ.....J.BFFF..B... I97 O98 L96 C98 A99 D96 P97 J99 B98 F98 
16 13 3	II.C..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P98 B97 F98 
16 12 4	..II.OLLD.POAADCPOJ.BC..J.BFFFJ..... I99 O98 L96 D97 P98 C99 B97 F98 
16 14 2	IIDC..LLDC..AAB.P.J.B.POJ.FFFOJ....O I97 L96 O97 D96 C97 P99 B96 F97 
16 13 3	IID...LLDC.O.AACPOJ.B.POJ.BFFFJ..... I97 L96 O99 A99 D96 C98 P99 B97 F98 
16 13 3	IID.POLLDCPOAABC.OJ.B...J..FFFJ..... I97 O98 L96 C98 D96 P97 B96 F98 
16 12 4	..DII.LLDC.OAABCPOJ.B.POJ.FFF.J..... D96 L96 O99 C98 P99 B96 F97 
16 12 4	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L97 D98 C98 P96 B98 F98 
16 13 3	II..POLLD.POAADC.OJ.BC..J.BFFFJ..... I97 O98 L96 D95 C99 P97 B97 F98 
16 13 3	..IIPOLLD.POAADC.OJ.BC..J.BFFFJ..... I99 O98 L96 D97 P97 C99 B97 F98 
16 14 2	IIDC.OLLDCPO..AAPOJ.B...J.BFFFJ..... I97 O98 L96 A98 D96 C97 P98 B97 F98 
16 14 2	..DCIILLDC.OJ.AAPOJ.B.POJ.BFFF...... D96 I99 L96 O99 A98 C97 P99 J99 B97 F98 
16 12 4	..DII.LLDC.OAABCPOJ.B.POJFFF..J..... D96 L96 O99 C98 P99 B96 F96 
16 13 3	...CII.LLC.OAAD.POJ.D.POJ.BFFFJ.B... D94 C97 I99 L95 O99 P99 B98 F98 
16 14 2	..DCIILLDC.OJAA.POJ.B.POJ.BFFF...... D96 I99 L96 O99 A99 C97 P99 J99 B97 F98 
16 12 4	..II.OLLD..OAADCPOJ.BCP.J.BFFFJ..... I97 O98 L96 D97 C99 P99 B97 F98 
16 13 3	..IIP.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I99 L96 O99 D97 C98 P97 B97 F98 
16 12 4	..DII.LLD...AABCPOJ.BCPOJFFF.OJ..... D96 L96 O98 C99 P99 B96 F96 
16 13 3	..DII.LLDC.OAABC.OJ.B..OJFFFP.J...P. D96 L96 O99 C98 P97 B96 F96 
16 13 3	..DIIOLLD..OAABC.OJ.BCP.JFFFP.J..... D96 L96 O98 C99 P98 B96 F96 
16 13 3	..DII.LLDC.OAABC.OJ.B.POJFFFP.J..... D96 L96 O99 C98 P98 B96 F96 
16 14 2	..DCIILLDCPOJ.AAPOJ....OJ.BFFF..B... D96 I99 L96 O99 A98 C97 P98 J99 B98 F98 
16 12 4	.II..OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I98 O98 L96 D97 C98 P99 B97 F98 
16 13 3	..D.IILLD..OAABC.OJ.BCPOJFFFP.J..... D96 I99 L96 O99 C99 P98 B96 F96 
16 12 4	...IIOLLDC.OAADCPOJ...P.J.BFFFJ.B... I96 O98 L96 D97 C98 P99 B98 F98 
16 12 4	..DIIOLLDC.OAABCPOJ.B.P.J..FFFJ..... D96 L96 O98 C98 P99 B96 F98 
16 13 3	..DII.LLD...AABC.OJ.BCPOJFFFPOJ..... D96 L96 O98 C99 P98 B96 F96 
16 14 2	..DCIILLDCPOJAA.POJ....OJ.BFFF..B... D96 I99 L96 O99 A99 C97 P98 J99 B98 F98 
16 12 4	..DIIOLLDCPOAABCPOJ.B...J..FFFJ..... D96 O98 L96 C98 P98 B96 F98 
16 13 3	..DII.LLD...AABC.OJ.BC.OJFFFPOJ...P. D96 L96 O98 C99 P97 B96 F96 
16 14 2	..DII.LLDC..AABC..J.B.POJFFFPOJ....O D96 L96 O97 C98 P98 B96 F96 
16 12 4	..II....LL.OAADCPOJ.DCPOJ.BFFFJ.B... I99 O97 L98 P97 D98 C99 B98 F98 
16 14 2	..DCIILLDC.OAAB..OJ.B.POJFFFP.J..... D96 I99 L96 O99 C97 P98 B96 F96 
16 13 3	..DIIOLLD..OAABC.OJ.BC..JFFFP.J...P. D96 L96 O98 C99 P97 B96 F96 
16 12 4	..DIIOLLD.POAABCPOJ.BC..JFFF..J..... D96 O98 L96 C99 P98 B96 F96 
16 12 4	..DIIOLLD.POAABCPOJ.BC..J.FFF.J..... D96 O98 L96 C99 P98 B96 F97 
16 14 2	IID.P.LLD.P.AABC..J.BC.OJFFF.OJ....O I97 L96 O97 D96 C99 P97 B96 F96 
16 13 3	..D.IILLD..OAABC.OJ.BC.OJFFFP.J...P. D96 I99 L96 O99 C99 P97 B96 F96 
16 14 2	..D.IILLD...AABC..J.BCPOJFFFPOJ....O D96 I99 L96 O97 C99 P98 B96 F96 
16 12 4	II...OLLD..OAADCPOJ.BCP.J.BFFFJ..... I97 O98 L96 D95 C99 P99 B97 F98 
16 14 2	..DII.LLDC..AABC..J.B..OJFFFPOJ...PO D96 L96 O97 C98 P97 B96 F96 
16 15 1	..DCIILLDC..AAB...J.B.POJFFFPOJ....O D96 I99 L96 O97 C97 P98 B96 F96 
16 13 3	IID..OLLDC.OAA.CPOJ.B.P.J.BFFFJ..... I97 O98 L96 D96 C96 P99 B97 F98 
16 14 2	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C96 P97 B98 F98 
16 14 2	..D.IILLD...AABC..J.BC.OJFFFPOJ...PO D96 I99 L96 O97 C99 P97 B96 F96 
16 15 1	II.CP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I97 O97 L96 A97 D95 C97 P97 B98 F98 
16 14 2	IIDC.OLLDCPO.AA.POJ.B...J.BFFFJ..... I97 O98 L96 A99 D96 C97 P98 B97 F98 
16 14 2	IID.P.LLDCPO.AAC.OJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C98 P97 B97 F98 
16 12 4	..DII.LLD...AABCPOJ.BCPOJ.FFFOJ..... D96 L96 O98 C99 P99 B96 F97 
16 13 3	..DCIILLDC.OAAB.POJ.B.POJFFF..J..... D96 I99 L96 O99 C97 P99 B96 F96 
16 12 4	II...OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I97 O98 L96 D97 C98 P99 B97 F98 
16 15 1	II.CP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I97 O97 L96 A97 D94 C97 P97 B98 F98 
16 13 3	IID.....DLL.AABCP.J.BCPOJFFF.OJ....O I97 L99 O97 D96 C99 P99 B96 F96 
16 13 3	..DII.LLD.P.AABCP.J.BC.OJ.FFFOJ....O D96 L96 O97 C99 P98 B96 F97 
16 14 2	..DCIILLDC..AAB.P.J.B.POJFFF.OJ....O D96 I99 L96 O97 C97 P99 B96 F96 
16 13 3	II..POLLDCPOAADC.OJ.B...J.BFFFJ..... I97 O98 L96 D97 C98 P97 B97 F98 
16 13 3	...CIILLDCPOAAD.POJ.B..OJ.BFFFJ..... D97 I99 L96 O99 C97 P98 B97 F98 
16 13 3	IID.....D.LLAABCP.J.BCPOJ.FFFOJ....O I97 L98 O97 D96 C99 P99 B96 F97 
16 13 3	..DCIILLDC.OAAB.POJ.B.POJ.FFF.J..... D96 I99 L96 O99 C97 P99 B96 F97 
16 13 3	..D.IILLD...AABCP.J.BCPOJ.FFFOJ....O D96 I99 L96 O97 C99 P99 B96 F97 
16 15 1	.IICPOLL.CPO..DAAOJ.D...J.BFFFJ.B... I96 O98 L96 A97 D94 C97 P97 B98 F98 
16 15 1	II.CPOLLDCPO..DAAOJ.....J.BFFFJ.B... I97 O98 L96 A97 D93 C97 P97 B98 F98 
16 15 1	II.CPO.LLCPO..DAAOJ.D...J.BFFFJ.B... I97 O98 L95 A97 D94 C97 P97 B98 F98 
16 14 2	IIDC....DCLLAAB.P.J.B.POJ.FFFOJ....O I97 L98 O97 D96 C97 P99 B96 F97 
16 12 4	..DIIOLLD..OAABCPOJ.BCP.JFFF..J..... D96 L96 O98 C99 P99 B96 F96 
16 14 2	..DCIILLDC.OAAB..OJ.B..OJFFFP.J...P. D96 I99 L96 O99 C97 P97 B96 F96 
16 14 2	IIDC..LLDCPO..AAPOJ.B..OJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P98 B97 F98 
16 13 3	II..POLLDCPOAADC.OJ.B...J.BFFFJ..... I97 O98 L96 D97 C98 P97 B97 F98 
16 14 2	..DCIILLDC..AAB.P.J.B.POJ.FFFOJ....O D96 I99 L96 O97 C97 P99 B96 F97 
16 14 2	..DCIILLDC..AAB.P.J.B.POJ.FFFOJ....O D96 I99 L96 O97 C97 P99 B96 F97 
16 14 2	..DCIILLDCPO..AAPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A98 C97 P98 B97 F98 
16 13 3	..D.IILLD..OJAACPOJ.BCPOJ.BFFF...... D96 I99 L96 O99 A99 C99 P99 J99 B97 F98 
16 15 1	..DCIILLDC..AAB...J.B..OJFFFPOJ...PO D96 I99 L96 O97 C97 P97 B96 F96 
17 15 2	IIDC.OLLDCPO.AA.POJ.B...J.BFFFJ..... I97 O98 L96 A99 D96 C97 P96 B97 F98 
17 15 2	IIDC..LLDCPOJAA.POJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C97 P98 J99 B97 F98 
17 13 4	..II.OLLDCPOAADCPOJ.B...J.BFFFJ..... I99 O98 L96 D97 C98 P98 B97 F98 
17 14 3	IID..OJ.DLLOJAACPOJ..CP...BFFF..B... I97 O98 D98 L99 A99 C99 P99 J96 B98 F98 
17 14 3	..DII.LLDCPOJAACPOJ.B..OJ.BFFF...... D96 L96 O99 A99 C98 P98 J99 B97 F98 
17 15 2	IIDC..LLDC..AAB..OJ.B..OJFFFPOJ...P. I97 L96 O98 D96 C97 P97 B96 F96 
17 13 4	IID..OLLDC.OAABCPOJ.B.P.JFFF..J..... I97 O98 L96 C98 D96 P99 B96 F96 
17 14 3	IID.P.LLDCPOAABC.OJ.B..OJFFF..J..... I97 L96 O99 D96 C98 P97 B96 F96 
17 14 3	..DIIOLLDCPOJAACPOJ.B...J.BFFF...... D96 O98 L96 A99 C98 P98 J99 B97 F98 
17 14 3	IID...LLDC.OJAACPOJ...POJ.BFFF..B... I97 L96 O99 A99 D96 C96 P99 J99 B98 F98 
17 13 4	IID...LLDC.OAABCPOJ.B.POJ.FFF.J..... I97 L96 O99 D96 C98 P99 B96 F97 
17 14 3	IID..OLLDC.OAABC.OJ.B.P.JFFFP.J..... I97 O98 L96 C98 D96 P98 B96 F96 
17 14 3	IID..OLLDC.OAABC.OJ.B...JFFFP.J...P. I97 O98 L96 C98 D96 P97 B96 F96 
17 13 4	IID...LLD.POAABCPOJ.BC.OJ.FFF.J..... I97 L96 O99 D96 C99 P98 B96 F97 
17 13 4	II....LLD.POAADCPOJ.BC.OJ.BFFFJ..... I97 L96 O99 D97 C99 P96 B97 F98 
17 15 2	IIDC..LLDCPOJ.AAPOJ.B..OJ.BFFF...... I97 L96 O99 A98 D96 C97 P98 J99 B97 F98 
17 14 3	IID..OLLDC.OJAACPOJ.B.P.J.BFFF...... I97 O98 L96 A99 D96 C98 P99 J99 B97 F98 
17 13 4	II...OLLDCPOAADCPOJ.B...J.BFFFJ..... I97 O98 L96 D97 C98 P98 B97 F98 
17 14 3	IID..OLLD.POJAACPOJ.BC..J.BFFF...... I97 O98 L96 A99 D96 C99 P98 J99 B97 F98 
17 15 2	IIDC.OLLDCPOJ.AAPOJ.....J.BFFF..B... I97 L96 O98 A98 D96 C97 P98 J99 B98 F98 
17 13 4	.II...LLDC.OAADCPOJ.B.POJ.BFFFJ..... I98 L96 O99 D97 C96 P99 B97 F98 
17 14 3	IID..OLLDCPOJAACPOJ.....J.BFFF..B... I97 O98 L96 A99 D96 C98 P98 J99 B98 F98 
17 14 3	.II.P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C96 P97 B97 F98 
17 15 2	IID.P.LLDCPOAA.C.OJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C96 P97 B98 F98 
17 13 4	IID...LLDC.OAABCPOJ.B.POJFFF..J..... I97 L96 O99 D96 C98 P99 B96 F96 
17 13 4	..D.IILLDCPOAABCPOJ.B..OJ..FFFJ..... D96 I99 L96 O99 C98 P98 B96 F98 
17 14 3	..D.IILLD.POJAACPOJ.BC.OJ.BFFF...... D96 I99 L96 O99 A99 C99 P98 J99 B97 F98 
17 14 3	IIDC..LLDC.OAAB.POJ.B.POJFFF..J..... I97 L96 O99 D96 C97 P99 B96 F96 
17 14 3	..D.IILLDCPO.AACPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A99 C98 P98 B97 F98 
17 15 2	IIDC..LLDCPO.AA.POJ....OJ.BFFFJ.B... I97 O97 L96 A99 D96 C97 P96 B98 F98 
17 14 3	IID.P.LLDCPOAABC.OJ.B..OJ.FFF.J..... I97 L96 O99 D96 C98 P97 B96 F97 
17 15 2	IIDC..LLDC.OAAB..OJ.B.POJFFFP.J..... I97 L96 O99 D96 C97 P98 B96 F96 
17 14 3	IID...LLDCPO.AACPOJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C98 P98 B97 F98 
17 15 2	IID.POLLDCPOJAAC.OJ.B...J.BFFF...... I97 O98 L96 C98 A99 D96 P97 J99 B97 F98 
17 13 4	IID..OLLDCPOAABCPOJ.B...J..FFFJ..... I97 O98 L96 D96 C98 P98 B96 F98 
17 14 3	IID...LLD..O.AACPOJ.BCPOJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P97 B97 F98 
17 13 4	.II...LLDCPOAADCPOJ.B..OJ.BFFFJ..... I98 L96 D97 C98 O99 P98 B97 F98 
17 16 1	IIDCP.LLDCPO..BAAOJ.B..OJFFF..J..... I97 L96 O99 A97 D96 C97 P97 B96 F96 
17 14 3	IIDC.OLLDCPOAAB.POJ.B...J..FFFJ..... I97 O98 L96 D96 C97 P98 B96 F98 
17 14 3	IID...LLD.POJAACPOJ.BC.OJ.BFFF...... I97 L96 O99 A99 D96 C99 P98 J99 B97 F98 
17 16 1	IIDCP.LLDCPO..BAAOJ.B..OJ.FFF.J..... I97 L96 O99 A97 D96 C97 P97 B96 F97 
17 14 3	IID..OLLDCPO.AACPOJ.B...J.BFFFJ..... I97 O98 L96 A99 D96 C98 P98 B97 F98 
17 13 4	..II..LLDCPOAADCPOJ.B..OJ.BFFFJ..... I99 L96 O99 D97 C98 P98 B97 F98 
17 13 4	...II.LLDC.OAADCPOJ.B.POJ.BFFFJ..... I96 L96 D97 C98 O99 P99 B97 F98 
17 13 4	II...OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I97 O98 L96 D95 C98 P99 B97 F98 
17 16 1	IIDCP.LLDCPOJ.BAAOJ.B..OJ..FFF...... I97 L96 O99 A97 D96 C97 P97 J99 B96 F98 
17 16 1	IIDCP.LLDCPOJ.AA.OJ.B..OJ.BFFF...... I97 O97 L96 A98 D96 C97 P97 J99 B97 F98 
17 14 3	..D.IILLDCPOJAACPOJ....OJ.BFFF..B... D96 I99 L96 O99 A99 C98 P98 J99 B98 F98 
17 16 1	IIDCP.LLDCP.AAB...J.B..OJFFF.OJ....O I97 L96 O97 D96 C97 P93 B96 F96 
17 15 2	IID.P.LLDCP.AABC..J.B..OJ.FFFOJ....O I97 L96 O97 D96 C98 P97 B96 F97 
17 15 2	IIDC.OLLDCPOJAA.POJ.B...J.BFFF...... I97 O98 L96 A99 D96 C97 P98 J99 B97 F98 
17 16 1	IIDC..LLDC..AAB...J.B.POJFFFPOJ....O I97 L96 O97 D96 C97 P96 B96 F96 
17 15 2	IID.....DCLLAABC..J.B.POJFFFPOJ....O I97 L98 O97 D96 C98 P98 B96 F96 
17 14 3	IID...LLDC.OJAACPOJ.B.POJ.BFFF...... I97 L96 O99 A99 D96 C98 P99 J99 B97 F98 
17 13 4	II...OLLDCPOAADCPOJ.....J.BFFFJ.B... I97 L96 O98 D97 C98 P98 B98 F98 
17 13 4	II....LLDCPOAADCPOJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C98 P98 B97 F98 
17 15 2	IID.P.LLDCPOJAAC.OJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C98 P97 J99 B97 F98 
17 15 2	IIDCP.LLDCP.AAB..OJ.B..OJ.FFFOJ..... I97 L96 O98 D96 C97 P97 B96 F97 
17 13 4	....IILLDCPOAADCPOJ.B..OJ.BFFFJ..... D97 I99 L96 O99 C98 P98 B97 F98 
17 14 3	IID..OLLD..OAABC.OJ.BC..JFFFP.J...P. I97 L96 O98 D96 C99 P97 B96 F96 
17 14 3	IID.P.LLD.P.AABC.OJ.BC.OJ.FFFOJ..... I97 L96 O98 D96 C99 P97 B96 F97 
17 13 4	IID.....D.LLAABCPOJ.BCPOJ.FFFOJ..... I97 L98 O98 D96 C99 P99 B96 F97 
17 14 3	II.C..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P96 B97 F98 
17 14 3	..D.IILLDC.OJAACPOJ.B.POJ.BFFF...... D96 I99 L96 O99 A99 C98 P99 J99 B97 F98 
17 14 3	IIDC....DCLLAAB.POJ.B.POJ.FFFOJ..... I97 L98 O98 D96 C97 P99 B96 F97 
17 13 4	..II...LL.POAADCPOJ.DC.OJ.BFFFJ.B... I95 L97 C97 P98 O99 D98 B98 F98 
17 14 3	IID.....D.LLAABC.OJ.BCPOJFFFPOJ..... I97 L98 O98 D96 C99 P98 B96 F96 
17 14 3	IID...LLDC.OAABC.OJ.B.POJFFFP.J..... I97 L96 O99 D96 C98 P98 B96 F96 
17 14 3	.IIC.OLLDCPOAAD.POJ.B...J.BFFFJ..... I98 O98 L96 D97 C97 P96 B97 F98 
17 15 2	IIDC....DCLLAAB..OJ.B.POJFFFPOJ..... I97 L98 O98 D96 C97 P98 B96 F96 
17 14 3	IID.....D.LLAABC.OJ.BC.OJFFFPOJ...P. I97 L98 O98 D96 C99 P97 B96 F96 
17 13 4	IID...LLDCPOAABCPOJ.B..OJ..FFFJ..... I97 L96 O99 D96 C98 P98 B96 F98 
17 15 2	IIDC.OLLDC.OJ.AAPOJ.B.P.J.BFFF...... I97 L96 O98 A98 D96 C97 P99 J99 B97 F98 
17 15 2	IIDC....DCLLAAB..OJ.B..OJFFFPOJ...P. I97 L98 O98 D96 C97 P97 B96 F96 
17 13 4	..DII.LLDCPOAABCPOJ.B..OJFFF..J..... D96 L96 O99 C98 P98 B96 F96 
17 14 3	.II.POLLDCPOAADC.OJ.B...J.BFFFJ..... I98 O98 L96 D97 C96 P97 B97 F98 
17 13 4	..DII.LLDCPOAABCPOJ.B..OJ.FFF.J..... D96 L96 O99 C98 P98 B96 F97 
17 15 2	IIDCP.LLDCP.AAB..OJ.B..OJFFF.OJ..... I97 L96 O98 D96 C97 P97 B96 F96 
17 14 3	IID...LLDCPOJAACPOJ....OJ.BFFF..B... I97 L96 O99 A99 D96 C98 P98 J99 B98 F98 
17 13 4	...II.LLDCPOAADCPOJ.B..OJ.BFFFJ..... D95 L96 C98 P98 O99 B97 F98 
17 16 1	IIDC....DCLLAAB...J.B..OJFFFPOJ...PO I97 L98 O97 D96 C97 P97 B96 F96 
17 15 2	IIDC.OLLDCPO..AAPOJ.B...J.BFFFJ..... I97 O98 L96 A98 D96 C97 P96 B97 F98 
17 15 2	IIDC..LLDC.O..AAPOJ.B.POJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P99 J98 B97 F98 
17 13 4	..DII.LLD.POAABCPOJ.BC.OJFFF..J..... D96 L96 O99 C99 P98 B96 F96 
17 13 4	..DII.LLD.P.AABCPOJ.BC.OJ.FFFOJ..... D96 L96 O98 C99 P98 B96 F97 
17 13 4	..D.IILLD.POAABCPOJ.BC.OJ.FFF.J..... D96 I99 L96 O99 C99 P98 B96 F97 
17 15 2	IID...LLDC..AABC..J.B..OJFFFPOJ...PO I97 L96 O97 D96 C98 P97 B96 F96 
17 13 4	IID...LLD...AABCPOJ.BCPOJFFF.OJ..... I97 L96 O98 D96 C99 P99 B96 F96 
17 14 3	IID...LLD...AABC.OJ.BCPOJFFFPOJ..... I97 L96 O98 D96 C99 P98 B96 F96 
17 14 3	IIDC..LLDCPOAAB.POJ.B..OJ.FFF.J..... I97 L96 O99 D96 C97 P98 B96 F97 
17 15 2	IIDC..LLDC..AAB..OJ.B.POJFFFPOJ..... I97 L96 O98 D96 C97 P98 B96 F96 
17 14 3	IID...LLDC..AABCP.J.B.POJFFF.OJ....O I97 L96 O97 D96 C98 P99 B96 F96 
17 14 3	IIDC..LLDC..AAB.POJ.B.POJFFF.OJ..... I97 O96 L96 D96 C97 P99 B96 F96 
17 16 1	.IICPOLLDCPO..DAAOJ.B...J.BFFFJ..... I96 O98 L96 A97 D95 C97 P97 B97 F98 
17 15 2	IIDC.OLLDCPOJ.AAPOJ.B...J.BFFF...... I97 O98 L96 A98 D96 C97 P98 J99 B97 F98 
17 15 2	..DCIILLDCPO.AA.POJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A97 C97 P98 B97 F98 
17 14 3	IID...LLD.P.AABCP.J.BC.OJFFF.OJ....O I97 L96 O97 D96 C99 P98 B96 F96 
17 16 1	II.CP.LLDCPOJ.DAAOJ.B..OJ.BFFF...... I97 L96 O99 A97 D95 C97 P97 J99 B97 F98 
17 15 2	IIDC..LLDCP.AAB.P.J.B..OJFFF.OJ....O I97 L96 O97 D96 C97 P98 B96 F96 
17 14 3	..DIIOLLDCPO.AACPOJ.....J.BFFFJ.B... D96 O98 L96 A99 C98 P98 J98 B98 F98 
17 14 3	IID.POLLDCPOAABC.OJ.B...JFFF..J..... I97 O98 L96 D96 C98 P97 B96 F96 
17 15 2	IID.P.LLDCP.AABC..J.B..OJFFF.OJ....O I97 O95 L96 D96 C98 P97 B96 F96 
17 15 2	IIDCPOLLDCPOAAB..OJ.B...JFFF..J..... I97 O98 L96 D96 C97 P97 B96 F96 
17 15 2	IIDC..LLDC..AAB.P.J.B.POJ.FFFOJ....O I97 L96 O97 D96 C97 P99 B96 F95 
17 13 4	....IILLDCPOAADCPOJ....OJ.BFFFJ.B... D95 I99 L96 C98 P98 O99 B98 F98 
17 14 3	IIDC.OLLDC.OAAB.POJ.B.P.J.FFF.J..... I97 O98 L96 D96 C97 P99 B96 F95 
17 15 2	IIDC..LLDCPO.AA.POJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P96 B97 F98 
17 15 2	IIDCPOLLDCPOAAB..OJ.B...J.FFF.J..... I97 O98 L96 D96 C97 P97 B96 F95 
17 14 3	IIDC.OLLDCPOAAB.POJ.B...JFFF..J..... I97 O98 L96 D96 C97 P98 B96 F96 
17 13 4	..II..LLDCPOAADCPOJ....OJ.BFFFJ.B... I99 L96 O99 D97 C98 P96 B98 F98 
17 13 4	IID..OLLD..OAABCPOJ.BCP.JFFF..J..... I97 O98 L96 D96 C99 P99 B96 F96 
17 15 2	IIDC..LLDCP.AAB.P.J.B..OJFFF.OJ....O I97 L96 O97 D96 C97 P98 B96 F96 
17 14 3	IID..OLLD..OAABC.OJ.BCP.JFFFP.J..... I97 O98 L96 D96 C99 P98 B96 F96 
17 15 2	IIDC..LLDC..AAB..OJ.B.POJFFFPOJ..... I97 O96 L96 D96 C97 P98 B96 F96 
17 13 4	IID..OLLD.POAABCPOJ.BC..J.FFF.J..... I97 O98 L96 D96 C99 P98 B96 F97 
17 14 3	IID...LLD.P.AABCP.J.BC.OJ.FFFOJ....O I97 O95 L96 D96 C99 P98 B96 F97 
17 13 4	..DIIOLLDC.OAABCPOJ.B.P.J.FFF.J..... D96 L96 O98 C98 P99 B96 F97 
17 16 1	IIDCPOLLDCPOJ.BAAOJ.B...J.FFF....... I97 O98 L96 A97 D96 C97 P97 J99 B96 F97 
17 14 3	..DII.LLDC..AABCP.J.B.POJ.FFFOJ....O D96 L96 O95 C98 P99 B96 F97 
17 17 0	IIDCP.LLDCP.J.BAA.J.B..OJ.FFFO.....O I97 O95 L96 A97 D96 C97 P97 J99 B96 F97 
17 15 2	IIDC.OLLDC.O..AAPOJ.B.P.J.BFFFJ..... I97 O98 L96 A98 D96 C97 P97 B97 F98 
17 13 4	IID...LLD...AABCPOJ.BCPOJ.FFFOJ..... I97 L96 O98 D96 C99 P99 B96 F97 
17 14 3	IIDC.OLLDCPOAAB.POJ.B...J.FFF.J..... I97 O98 L96 D96 C97 P98 B96 F97 
17 14 3	IIDC..LLDC..AAB.POJ.B.POJ.FFFOJ..... I97 L96 O98 D96 C97 P99 B96 F97 
17 16 1	IIDCP.LLDCP...BAAOJ.B..OJFFF.OJ..... I97 O96 L96 A97 D96 C97 P97 B96 F96 
17 16 1	IIDCPOLLDCPOJ.BAAOJ.B...JFFF........ I97 O98 L96 A97 D96 C97 P97 J99 B96 F96 
17 13 4	.II...LLD.POAADCPOJ..C.OJ.BFFFJ.B... I98 O97 L96 D97 C99 P96 B98 F98 
17 16 1	.IICP.LLDCPO..DAAOJ.B..OJ.BFFFJ..... I96 L96 O99 A97 D95 C97 P97 B97 F98 
17 17 0	IIDCP.LLDCP...BAA.J.B..OJ.FFFOJ....O I97 O95 L96 A97 D96 C97 P97 B96 F95 
17 13 4	....IILLD.POAADCPOJ.BC.OJ.BFFFJ..... D95 I99 L96 P98 O99 C99 B97 F98 
17 14 3	IID...LLDC..AABCP.J.B.POJ.FFFOJ....O I97 L96 O97 D96 C98 P99 B96 F97 
17 16 1	II.CPOLLDCPOJ.DAAOJ.....J.BFFF..B... I97 O98 L96 A97 D93 C97 P97 J99 B98 F98 
17 14 3	IID...LLD.P.AABCP.J.BC.OJ.FFFOJ....O I97 L96 O97 D96 C99 P98 B96 F97 
17 15 2	IID.P.LLDCPOJAAC.OJ....OJ.BFFF..B... I97 O97 L96 C98 A99 D96 P97 J99 B98 F98 
17 17 0	IIDCP.LLDCP.J.BAA.J.B..OJFFF.O.....O I97 O95 L96 A97 D96 C97 P97 J99 B96 F96 
17 15 2	IIDC..LLDCP.AAB.P.J.B..OJ.FFFOJ....O I97 L96 O97 D96 C97 P98 B96 F97 
17 16 1	.IICPOLL.CPOJ.DAAOJ.D...J.BFFF..B... I96 O98 L96 A97 D94 C97 P97 J99 B98 F98 
17 14 3	IID..OLLDCPO.AACPOJ.....J.BFFFJ.B... I97 O98 L96 C98 A99 D96 P96 B98 F98 
17 13 4	II....LLDC.OAADCPOJ.B.POJ.BFFFJ..... I97 L96 O99 D95 C98 P99 B97 F98 
17 13 4	II...OLLD.POAADCPOJ.BC..J.BFFFJ..... I97 O98 L96 D97 P98 C99 B97 F98 
17 14 3	II..POLLDCPOAADC.OJ.B...J.BFFFJ..... I97 O98 L96 D95 C98 P97 B97 F98 
17 14 3	IID..OLLDC.O.AACPOJ.B.P.J.BFFFJ..... I97 L96 O98 A99 D96 C98 P99 B97 F98 
17 14 3	..DCIILLDCPOAAB.POJ.B..OJ..FFFJ..... D96 I99 L96 O99 C97 P98 B96 F98 
17 14 3	IID.POLLDCPOAABC.OJ.B...J.FFF.J..... I97 O98 L96 C98 D96 P97 B96 F97 
