4 0 4	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
10 7 3	..VVD...BCD.AABCF.HJBCF.HJNNFE..KK.E V98 B99 C99 D99 E97 F99 K99 
10 6 4	.VV.....BCD.AABCDE.JBCFEHJNNF.H.KKF. V99 B99 C99 E99 H99 K99 
10 6 4	.VVCD...BCDEAABCFE.JB.F.HJNNF.H..KK. V99 B99 D99 H99 F99 K98 
10 7 3	.VVCDE..BCDEAABCF..JB.F.HJNNF.H.KK.. V99 B99 D99 E99 H99 F99 K99 
10 6 4	.VVCD...BCDEAABCFEH.B.F.HJNNF..J.KK. V99 B99 D99 J99 F99 K98 
10 6 4	.VV.....BCD.AABCDE.JBCFEHJNNF.HKK.F. V99 B99 C99 E97 H99 
10 7 3	...VVE..BCDEAABCD...BCF.HJNNF.HJKKF. V97 B99 C99 E99 H99 J99 K99 
10 8 2	.VV.DE..BCDEAABC....BCF.HJNNF.HJKKF. V99 B99 C99 D99 E99 H99 J99 K99 
10 6 4	...VV...BCD.AABCDE.JBCFEHJNNF.H.KKF. V97 B99 C99 E99 H99 K99 
10 6 4	..BVV...BCDEAABCDE.J.CF.HJNNF.H.KKF. V97 B98 C99 H99 K99 
10 7 3	..BVVE..BCDEAABCD..J.CF.HJNNF.H.KKF. V97 B98 C99 E99 H99 K99 
10 6 4	.VVC....BCD.AABCDE..B.FEHJNNF.HJKKF. V99 B99 E99 H99 J99 K99 
10 6 4	..VV....BCD.AABCDE.JBCFEHJNNF.HKK.F. V98 B99 C99 E97 H99 
10 6 4	VV.C....BCD.AABCDE..B.FEHJNNF.HJKKF. B99 E97 H99 J99 K99 
10 7 3	..VV.E..BCDEAABCD...BCF.HJNNF.HJKKF. V98 B99 C99 E99 H99 J99 K99 
10 6 4	.VV.....BCDEAABCDE..BCF.HJNNF.HJKKF. V99 B99 C99 H99 J99 K99 
10 6 4	VV.CD...BCD.AABCFEHJB.FEHJNNF.....KK B99 D99 E97 F99 K97 
10 6 4	VVBCD...BCDEAABCFE....F.HJNNF.HJ.KK. D99 H99 J99 F99 K98 
10 7 3	VVB.DE..BCDEAABCF....CF.HJNNF.HJ..KK C99 D99 E99 H99 J99 F99 K97 
10 6 4	...VV...BCD.AABCDEH.BCFEHJNNF..JKKF. V97 B99 C99 E99 J99 K99 
10 7 3	.VVCDE..BCDEAABCF.H.B.F.HJNNF..JKK.. V99 B99 D99 E99 J99 F99 K99 
10 6 4	..B.VV..BCDEAABCDEHJ.CF.HJNNF...KKF. V96 B98 C99 K99 
10 7 3	.VVCDE..BCDEAABCF..JB.F.HJNNF.H...KK V99 B99 D99 E99 H99 F99 K97 
10 6 4	...CVV..BCDEAABCDEHJB.F.HJNNF...KKF. V96 B99 C98 K99 
10 7 3	VV..DE..BCDEAABCF.H.BCF.HJNNF..J..KK B99 C99 D99 E99 J99 F99 K97 
10 7 3	.VVCDE..BCDEAABCF.H.B.F.HJNNF..J..KK V99 B99 D99 E99 J99 F99 K97 
10 7 3	.VVCD...BCD.AABC.EH.B.FEHJNNF..JKKF. V99 B99 D99 E97 J99 K99 
10 6 4	VVB.D...BCDEAABCFE...CF.HJNNF.HJKK.. C99 D99 H99 J99 F99 K99 
10 7 3	.VV.DE..BCDEAABCF.HJBCF.HJNNF.....KK V99 B99 C99 D99 E99 F99 K97 
10 6 4	.VVCD...BCD.AABCFEHJB.FEHJNNF....KK. V99 B99 D99 E99 F99 K98 
10 7 3	.VVCD...BCD.AABC.E..B.FEHJNNF.HJKKF. V99 B99 D99 E99 H99 J99 K99 
10 6 4	..BVV...BCDEAABCDEHJ.CF.HJNNF...KKF. V97 B98 C99 K99 
10 6 4	.VV.....BCD.AABCDEH.BCFEHJNNF..JKKF. V99 B99 C99 E99 J99 K99 
10 6 4	..VV....BCD.AABCDEH.BCFEHJNNF..JKKF. V98 B99 C99 E99 J99 K99 
10 7 3	.VV.D...BCDEAABC.E..BCF.HJNNF.HJKKF. V99 B99 C99 D99 H99 J99 K99 
10 6 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..JKK.. B99 D99 E99 J99 F99 K99 
10 7 3	VV.CDE..BCDEAABCF...B.F.HJNNF.HJ.KK. B99 D99 E99 H99 J99 F99 K98 
10 7 3	VVB.DE..BCDEAABCF....CF.HJNNF.HJ.KK. C99 D99 E99 H99 J99 F99 K98 
10 6 4	VVB.D...BCDEAABCFE...CF.HJNNF.HJ.KK. C99 D99 H99 J99 F99 K98 
10 8 2	.VV.D...BCD.AABC....BCFEHJNNFEHJKKF. V99 B99 C99 D99 E98 H99 J99 K99 
10 6 4	....VV..BCD.AABCDEH.BCFEHJNNF..JKKF. V96 B99 C99 E99 J99 K99 
10 6 4	...VV...BCD.AABCDEHJBCFEHJNNF...KKF. V97 B99 C99 E95 K99 
10 6 4	VV.CD...BCDEAABCFE..B.F.HJNNF.HJ.KK. B99 D99 H99 J99 F99 K98 
10 7 3	VV..DE..BCDEAABCF..JBCF.HJNNF.H...KK B99 C99 D99 E99 H99 F99 K97 
10 7 3	.VV.D...BCD.AABCF.HJBCF.HJNNFE..KK.E V99 B99 C99 D99 E97 F99 K99 
10 7 3	VV..D...BCD.AABCF.H.BCF.HJNNFE.J.KKE B99 C99 D99 E97 J99 F99 K98 
10 7 3	.VV.D...BCDEAABC.EHJBCF.HJNNF...KKF. V99 B99 C99 D99 H98 K99 
10 7 3	...VV...BCD.AABCD...BCFEHJNNFEHJKKF. V97 B99 C99 E98 H99 J99 K99 
10 7 3	..BVV...BCD.AABCD..J.CFEHJNNFEH.KKF. V97 B98 C99 E98 H99 K99 
10 6 4	.VVCD...BCD.AABCFEHJB.FEHJNNF...KK.. V99 B99 D99 E99 F99 K99 
10 6 4	VVBCD...BCD.AABCFEH...FEHJNNF..J.KK. D99 E97 J99 F99 K98 
10 6 4	..BVV...BCDEAABCDEHJ.CF.HJNNF.KK..F. V97 B98 C99 K99 
10 7 3	VVB.D...BCD.AABCF....CF.HJNNFEHJ.KKE C99 D99 E97 H99 J99 F99 K98 
10 7 3	.VV..E..BCDEAABCD...BCF.HJNNF.HJKKF. V99 B99 C99 E99 H99 J99 K99 
10 7 3	VV..D...BCD.AABCF.H.BCFEHJNNFE.J.KK. B99 C99 D99 E98 J99 F99 K98 
10 6 4	VVB.....BCDEAABCDEHJ.CF.HJNNF.KK..F. B98 C99 E96 K99 
10 6 4	VVB.D...BCDEAABCFE...CF.HJNNF.HJ..KK C99 D99 H99 J99 F99 K97 
10 7 3	VV..D...BCD.AABCF..JBCF.HJNNFEH..KKE B99 C99 D99 E97 H99 F99 K98 
10 6 4	VV.CD...BCD.AABCFEHJB.FEHJNNF....KK. B99 D99 E97 F99 K98 
10 6 4	VV..D...BCDEAABCFE.JBCF.HJNNF.H...KK B99 C99 D99 H99 F99 K97 
10 6 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J.KK. C99 D99 E99 J99 F99 K98 
10 7 3	..B.VV..BCD.AABCD..J.CF.HJNNFEH.KKFE V96 B98 C99 E97 H99 K99 
10 7 3	..BVV...BCD.AABCD..J.CFEHJNNFEHKK.F. V97 B98 C99 E98 H99 
10 7 3	VV.CD...BCD.AABCF...B.FEHJNNFEHJ.KK. B99 D99 E98 H99 J99 F99 K98 
10 7 3	VVB.D...BCD.AABCF....CFEHJNNFEHJ..KK C99 D99 E98 H99 J99 F99 K97 
10 7 3	..VVD...BCD.AABCF.HJBCF.HJNNFE...KKE V98 B99 C99 D99 E97 F99 K98 
10 6 4	VV......BCD.AABCDE..BCFEHJNNF.HJKKF. B99 C99 E99 H99 J99 K99 
10 7 3	VV..D...BCD.AABC.E..BCFEHJNNF.HJKKF. B99 C99 D99 E99 H99 J99 K99 
10 7 3	VV..D...BCD.AABCF..JBCFEHJNNFEH..KK. B99 C99 D99 E98 H99 F99 K98 
10 6 4	.VVCD...BCDEAABCFEH.B.F.HJNNF..J..KK V99 B99 D99 J99 F99 K97 
10 7 3	.VV.D...BCD.AABC.E.JBCFEHJNNF.H.KKF. V99 B99 C99 D99 E99 H99 K99 
10 7 3	..VVD...BCDEAABC.E..BCF.HJNNF.HJKKF. V98 B99 C99 D99 H99 J99 K99 
10 8 2	.VV.D...BCD.AABC....BCF.HJNNFEHJKKFE V99 B99 C99 D99 E97 H99 J99 K99 
10 6 4	..VVD...BCDEAABCFEHJBCF.HJNNF...KK.. V98 B99 C99 D99 F99 K99 
10 6 4	.VVCD...BCD.AABCFEHJB.FEHJNNF.....KK V99 B99 D99 E99 F99 K97 
10 7 3	.VV.....BCD.AABCD...BCF.HJNNFEHJKKFE V99 B99 C99 E97 H99 J99 K99 
10 6 4	VV.CD...BCDEAABCFE..B.F.HJNNF.HJ..KK B99 D99 H99 J99 F99 K97 
10 7 3	VV..DE..BCDEAABCF..JBCF.HJNNF.H.KK.. B99 C99 D99 E99 H99 F99 K99 
10 7 3	..BVV...BCD.AABCD.HJ.CFEHJNNFE..KKF. V97 B98 C99 E96 K99 
10 6 4	VV..D...BCDEAABCFEH.BCF.HJNNF..J.KK. B99 C99 D99 J99 F99 K98 
10 6 4	.VVCD...BCDEAABCFE.JB.F.HJNNF.H.KK.. V99 B99 D99 H99 F99 K99 
10 7 3	..BVV...BCD.AABCD..J.CF.HJNNFEH.KKFE V97 B98 C99 E97 H99 K99 
10 7 3	....VV..BCD.AABCD...BCFEHJNNFEHJKKF. V96 B99 C99 E98 H99 J99 K99 
10 6 4	VV..D...BCD.AABCFEHJBCFEHJNNF....KK. B99 C99 D99 E99 F99 K98 
10 6 4	VVBCD...BCD.AABCFE.J..FEHJNNF.H..KK. D99 E97 H99 F99 K98 
10 6 4	VVBCD...BCD.AABCFE....FEHJNNF.HJ..KK D99 E99 H99 J99 F99 K97 
10 6 4	VV..D...BCD.AABCFEHJBCFEHJNNF....KK. B99 C99 D99 E99 F99 K98 
10 7 3	.VVCDE..BCDEAABCF.H.B.F.HJNNF..J.KK. V99 B99 D99 E99 J99 F99 K98 
10 6 4	....VV..BCD.AABCDE.JBCFEHJNNF.HKK.F. V96 B99 C99 E95 H99 
10 7 3	VV.CD...BCD.AABCF...B.F.HJNNFEHJ.KKE B99 D99 E97 H99 J99 F99 K98 
10 6 4	..VVD...BCDEAABCFE.JBCF.HJNNF.HKK... V98 B99 C99 D99 H99 F99 
10 6 4	..VV....BCD.AABCDEHJBCFEHJNNF...KKF. V98 B99 C99 E95 K99 
10 7 3	VV.CD...BCD.AABC.EH.B.FEHJNNF..JKKF. B99 D99 E99 H98 J99 K99 
10 7 3	....VV..BCD.AABCD..JBCFEHJNNFEH.KKF. V96 B99 C99 E96 H99 K99 
10 6 4	...CVV..BCDEAABCDEH.B.F.HJNNF..JKKF. V96 B99 C98 J99 K99 
10 7 3	VV.CD...BCD.AABCF...B.FEHJNNFEHJ..KK B99 D99 E98 H99 J99 F99 K97 
10 7 3	.VV.DE..BCDEAABCF.HJBCF.HJNNF...KK.. V99 B99 C99 D99 E99 F99 K99 
10 6 4	VVBCD...BCD.AABCFE.J..FEHJNNF.H...KK D99 E97 H99 F99 K97 
10 6 4	VV.CD...BCDEAABCFE.JB.F.HJNNF.H.KK.. B99 D99 H99 F99 K97 
10 7 3	..B.VV..BCD.AABCD.HJ.CFEHJNNFE..KKF. V96 B98 C99 E96 K99 
10 7 3	..VVDE..BCDEAABCF..JBCF.HJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
10 6 4	VVBCD...BCD.AABCFEH...FEHJNNF..J..KK D99 E97 J99 F99 K97 
10 7 3	.VV.D...BCD.AABC.EHJBCFEHJNNF...KKF. V99 B99 C99 D99 E97 K99 
10 7 3	.VVCD...BCD.AABCF..JB.FEHJNNFEH...KK V99 B99 D99 E98 H99 F99 K97 
10 7 3	VV..DE..BCDEAABCF.H.BCF.HJNNF..J.KK. B99 C99 D99 E99 J99 F99 K98 
10 7 3	.VV.D...BCD.AABCF..JBCFEHJNNFEHKK... V99 B99 C99 D99 E98 H99 F99 
10 7 3	.VVCD...BCD.AABCF.H.B.FEHJNNFE.J..KK V99 B99 D99 E98 J99 F99 K97 
10 7 3	.VVCD...BCD.AABCF..JB.F.HJNNFEH.KK.E V99 B99 D99 E97 H99 F99 K99 
10 6 4	.VVCD...BCDEAABCFEH.B.F.HJNNF..JKK.. V99 B99 D99 J99 F99 K99 
10 6 4	.VV.D...BCDEAABCFEHJBCF.HJNNF...KK.. V99 B99 C99 D99 F99 K99 
10 6 4	.VV.D...BCD.AABCFEHJBCFEHJNNF..KK... V99 B99 C99 D99 E99 F99 
10 7 3	VV.CD...BCDEAABC.EH.B.F.HJNNF..JKKF. B99 D99 E94 J99 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCFEHJNNFE....KK V99 B99 C99 D99 E98 F99 K97 
10 6 4	....VV..BCDEAABCDEHJBCF.HJNNF.KK..F. V96 B99 C99 E96 K99 
10 6 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J..KK B99 D99 E99 J99 F99 K97 
10 6 4	..B.VV..BCDEAABCDEH..CF.HJNNF..JKKF. V96 B98 C99 J99 K99 
10 7 3	..VVD...BCD.AABC.EHJBCFEHJNNF...KKF. V98 B99 C99 D99 E97 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCFEHJNNFEKK.... V99 B99 C99 D99 E98 F99 K99 
10 6 4	...VV...BCDEAABCDE..BCF.HJNNF.HJKKF. V97 B99 C99 H99 J99 K99 
10 6 4	.VVCD...BCD.AABCFE.JB.FEHJNNF.HKK... V99 B99 D99 E99 H99 F99 
10 7 3	.VV.D...BCD.AABCF.HJBCF.HJNNFEKK...E V99 B99 C99 D99 E97 F99 K99 
10 6 4	VV.CD...BCDEAABCFE..B.F.HJNNF.HJKK.. B99 D99 H99 J99 F99 K99 
10 6 4	VV.CD...BCD.AABCFE.JB.FEHJNNF.H.KK.. B99 D99 E99 H99 F99 K99 
10 8 2	..VVD...BCD.AABC....BCF.HJNNFEHJKKFE V98 B99 C99 D99 E97 H99 J99 K99 
10 6 4	VV..D...BCD.AABCFEHJBCFEHJNNF...KK.. B99 C99 D99 E99 F99 K99 
10 6 4	VV..D...BCDEAABCFEH.BCF.HJNNF..J..KK B99 C99 D99 J99 F99 K97 
10 6 4	VV..D...BCD.AABCFEHJBCFEHJNNF.....KK B99 C99 D99 E99 F99 K97 
10 6 4	VVBCD...BCD.AABCFE....FEHJNNF.HJ.KK. D99 E99 H99 J99 F99 K98 
10 7 3	..BCVV..BCD.AABCD.HJ..F.HJNNFE..KKFE V96 B98 C98 E97 K99 
10 6 4	..VV....BCDEAABCDE..BCF.HJNNF.HJKKF. V98 B99 C99 H99 J99 K99 
10 6 4	....VV..BCDEAABCDE.JBCF.HJNNF.H.KKF. V96 B99 C99 H99 K99 
10 7 3	..VVD...BCD.AABC.E.JBCFEHJNNF.H.KKF. V98 B99 C99 D99 E99 H99 K99 
10 7 3	...CVV..BCD.AABCD.H.B.F.HJNNFE.JKKFE V96 B99 C98 E97 J99 K99 
10 6 4	....VV..BCD.AABCDE.JBCFEHJNNF.H.KKF. V96 B99 C99 E99 H99 K99 
10 6 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J..KK B99 D99 E99 J99 F99 K97 
10 7 3	..VVDE..BCDEAABCF.HJBCF.HJNNF....KK. V98 B99 C99 D99 E99 F99 K98 
10 6 4	..VV....BCD.AABCDE.JBCFEHJNNF.H.KKF. V98 B99 C99 E99 H99 K99 
10 7 3	..VVDE..BCDEAABCF..JBCF.HJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
10 7 3	..BCVV..BCD.AABCD.HJ..F.HJNNFEKK..FE V96 B98 C98 E97 K99 
10 7 3	.VV.D...BCD.AABC.E.JBCFEHJNNF.HKK.F. V99 B99 C99 D99 E97 H99 
10 7 3	VV..D...BCD.AABCF..JBCF.HJNNFEH.KK.E B99 C99 D99 E97 H99 F99 K99 
10 7 3	.VV.D...BCD.AABC.EH.BCFEHJNNF..JKKF. V99 B99 C99 D99 E99 J99 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCFEHJNNFE..KK.. V99 B99 C99 D99 E98 F99 K99 
10 7 3	.VVCD...BCD.AABCF..JB.FEHJNNFEH..KK. V99 B99 D99 E98 H99 F99 K98 
10 7 3	.VV.DE..BCDEAABCF..JBCF.HJNNF.HKK... V99 B99 C99 D99 E99 H99 F99 
10 7 3	.VVCD...BCD.AABCF.H.B.FEHJNNFE.JKK.. V99 B99 D99 E98 J99 F99 K99 
10 7 3	.VV.D...BCD.AABCF..JBCF.HJNNFEHKK..E V99 B99 C99 D99 E97 H99 F99 
10 6 4	..BVV...BCDEAABCDEH..CF.HJNNF..JKKF. V97 B98 C99 J99 K99 
10 6 4	..VV....BCDEAABCDEH.BCF.HJNNF..JKKF. V96 B99 C99 J99 K99 
10 6 4	VV..D...BCDEAABCFE.JBCF.HJNNF.H..KK. B99 C99 D99 H99 F99 K98 
10 7 3	..VVD...BCD.AABCF.HJBCFEHJNNFE..KK.. V98 B99 C99 D99 E98 F99 K99 
10 6 4	VV..D...BCD.AABCFEHJBCFEHJNNF.KK.... B99 C99 D99 E99 F99 K99 
10 7 3	..VVD...BCD.AABCF.HJBCFEHJNNFE....KK V98 B99 C99 D99 E98 F99 K97 
10 7 3	VV..D...BCD.AABCF..JBCF.HJNNFEHKK..E B99 C99 D99 E97 H99 F99 
10 6 4	..BCVV..BCDEAABCDEHJ..F.HJNNF..KK.F. V96 B98 C98 
10 7 3	..BVVE..BCDEAABCD.H..CF.HJNNF..JKKF. V97 B98 C99 E99 J99 K99 
10 7 3	....VV..BCD.AABCD.H.BCF.HJNNFE.JKKFE V96 B99 C99 E97 J99 K99 
10 7 3	..B.VV..BCD.AABCD.H..CFEHJNNFE.JKKF. V96 B98 C99 E98 J99 K99 
10 7 3	.VVCD...BCD.AABCF.H.B.F.HJNNFE.JKK.E V99 B99 D99 E97 J99 F99 K99 
10 7 3	...CVV..BCD.AABCD..JB.F.HJNNFEH.KKFE V96 B99 C98 E97 H99 K99 
10 7 3	VV..D...BCD.AABCF.H.BCF.HJNNFE.JKK.E B99 C99 D99 E97 J99 F99 K99 
10 6 4	....VV..BCD.AABCDEHJBCFEHJNNF.KK..F. V96 B99 C99 E97 K99 
10 6 4	VV.CD...BCD.AABCFE.JB.FEHJNNF.H...KK B99 D99 E99 H99 F99 K97 
10 6 4	..VV....BCDEAABCDEHJBCF.HJNNF.KK..F. V98 B99 C99 E96 K99 
10 7 3	VVB.D...BCD.AABCF....CFEHJNNFEHJ.KK. C99 D99 E98 H99 J99 F99 K98 
10 6 4	..VVD...BCD.AABCFEHJBCFEHJNNF..KK... V98 B99 C99 D99 E99 F99 
10 6 4	.VV.D...BCDEAABCFEHJBCF.HJNNF.....KK V99 B99 C99 D99 F99 K97 
10 6 4	VVBCD...BCD.AABCFE....FEHJNNF.HJ..KK D99 E99 H99 J99 F99 K97 
10 7 3	.VV.DE..BCDEAABCF.HJBCF.HJNNF..KK... V99 B99 C99 D99 E97 F99 
10 7 3	...VV...BCD.AABCD...BCF.HJNNFEHJKKFE V97 B99 C99 E97 H99 J99 K99 
10 6 4	...VV...BCD.AABCDEHJBCFEHJNNF.KK..F. V97 B99 C99 E97 K99 
10 7 3	.VVCD...BCD.AABCF.H.B.F.HJNNFE.J.KKE V99 B99 D99 E97 J99 F99 K98 
10 7 3	.VV.DE..BCDEAABCF.HJBCF.HJNNF....KK. V99 B99 C99 D99 E99 F99 K98 
10 6 4	..VV....BCD.AABCDEHJBCFEHJNNF.KK..F. V98 B99 C99 E97 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCFEHJNNFE...KK. V99 B99 C99 D99 E98 F99 K98 
10 7 3	.VV.....BCD.AABCD...BCFEHJNNFEHJKKF. V99 B99 C99 E98 H99 J99 K99 
10 6 4	..VVD...BCDEAABCFEHJBCF.HJNNF.....KK V98 B99 C99 D99 F99 K97 
10 6 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J..KK C99 D99 E99 J99 F99 K97 
10 7 3	.VVCD...BCD.AABC.E.JB.FEHJNNF.H.KKF. V99 B99 D99 E97 H99 K99 
10 6 4	....VV..BCDEAABCDE..BCF.HJNNF.HJKKF. V96 B99 C99 H99 J99 K99 
10 6 4	....VV..BCD.AABCDEHJBCFEHJNNF...KKF. V96 B99 C99 E95 K99 
10 6 4	.VV.D...BCDEAABCFE.JBCF.HJNNF.HKK... V99 B99 C99 D99 H99 F99 
10 7 3	..VV....BCD.AABCD...BCF.HJNNFEHJKKFE V98 B99 C99 E97 H99 J99 K99 
10 6 4	..BVV...BCD.AABCDEHJ.CFEHJNNF..KK.F. V97 B98 C99 E95 
10 6 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J..KK C99 D99 E99 J99 F99 K97 
10 6 4	...CVV..BCD.AABCDE.JB.FEHJNNF.HKK.F. V96 B99 C98 E99 H99 
10 7 3	..VVD...BCD.AABCF.HJBCF.HJNNFEKK...E V98 B99 C99 D99 E97 F99 K99 
10 6 4	VV.CD...BCDEAABCFEHJB.F.HJNNF...KK.. B99 D99 E96 F99 K99 
10 7 3	..VV....BCD.AABCD.HJBCFEHJNNFE..KKF. V98 B99 C99 D98 E98 K99 
10 6 4	..VVD...BCDEAABCFEHJBCF.HJNNF....KK. V98 B99 C99 D99 F99 K98 
10 7 3	..B.VV..BCD.AABCD..J.CFEHJNNFEHKK.F. V96 B98 C99 E98 H99 
10 7 3	...CVV..BCD.AABCD.HJB.FEHJNNFE..KKF. V96 B99 C98 E96 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCF.HJNNFE...KKE V99 B99 C99 D99 E97 F99 K98 
10 6 4	VV..D...BCDEAABCFE.JBCF.HJNNF.H.KK.. B99 C99 D99 H99 F99 K99 
10 6 4	..B.VV..BCD.AABCDEHJ.CFEHJNNF.KK..F. V96 B98 C99 E99 K99 
10 7 3	VVBCD...BCD.AABCF.....F.HJNNFEHJKK.E D99 E97 H99 J99 F99 K99 
10 8 2	.VV.D...BCD.AABC...JBCF.HJNNFEH.KKFE V99 B99 C99 D99 E95 H99 K99 
10 7 3	..VVD...BCD.AABCF.HJBCFEHJNNFE...KK. V98 B99 C99 D99 E98 F99 K98 
10 7 3	..BVV...BCD.AABCD.H..CF.HJNNFE.JKKFE V97 B98 C99 E97 J99 K99 
10 6 4	...CVV..BCDEAABCDEHJB.F.HJNNF.KK..F. V96 B99 C98 K99 
10 6 4	..B.VV..BCDEAABCDEHJ.CF.HJNNF.KK..F. V96 B98 C99 K99 
10 6 4	VV..D...BCD.AABCFE.JBCFEHJNNF.HKK... B99 C99 D99 E99 H99 F99 
10 7 3	VV..D...BCD.AABCF.H.BCFEHJNNFE.JKK.. B99 C99 D99 E98 J99 F99 K99 
10 6 4	VV.CD...BCD.AABCFEH.B.FEHJNNF..J.KK. B99 D99 E99 J99 F99 K98 
10 7 3	..VV....BCD.AABCD...BCFEHJNNFEHJKKF. V98 B99 C99 E98 H99 J99 K99 
10 7 3	..BCVV..BCD.AABCD..J..F.HJNNFEHKK.FE V96 B98 C98 E97 H99 
10 6 4	..B.VV..BCD.AABCDEHJ.CFEHJNNF..KK.F. V96 B98 C99 E99 
10 7 3	..VVD...BCDEAABC.E.JBCF.HJNNF.H.KKF. V98 B99 C99 D99 H99 K99 
10 6 4	VV.CD...BCD.AABCFEHJB.FEHJNNF...KK.. B99 D99 E99 F99 K95 
10 7 3	.VVCD...BCD.AABCF.H.B.FEHJNNFE.J.KK. V99 B99 D99 E98 J99 F99 K98 
10 7 3	..BCVV..BCD.AABCD.HJ..FEHJNNFE.KK.F. V96 B98 C98 E98 
10 7 3	...CVV..BCD.AABCD.H.B.FEHJNNFE.JKKF. V96 B99 C98 E98 J99 K99 
10 7 3	..BVV...BCD.AABCD.H..CFEHJNNFE.JKKF. V97 B98 C99 E98 J99 K99 
10 7 3	.VVCDE..BCDEAABCF..JB.F.HJNNF.H..KK. V99 B99 D99 E99 H99 F99 K98 
10 7 3	.VVCD...BCD.AABCF..JB.FEHJNNFEH.KK.. V99 B99 D99 E98 H99 F99 K99 
10 6 4	.VVCD...BCD.AABCFEHJB.FEHJNNF.KK.... V99 B99 D99 E99 F99 K99 
10 7 3	..B.VV..BCD.AABCD.HJ.CF.HJNNFEKK..FE V96 B98 C99 E97 K97 
10 7 3	..B.VV..BCD.AABCD.H..CF.HJNNFE.JKKFE V96 B98 C99 E97 J99 K99 
10 6 4	VVB.D...BCD.AABCFEHJ.CFEHJNNF.....KK C99 D99 E97 F99 K97 
10 7 3	..BCVV..BCD.AABCD.HJ..FEHJNNFEKK..F. V96 B98 C98 E98 K99 
10 7 3	VV..D...BCD.AABCF.H.BCFEHJNNFE.JKK.. B99 C99 D99 E98 J99 F99 K99 
10 7 3	VV..DE..BCDEAABCF..JBCF.HJNNF.H..KK. B99 C99 D99 E99 H99 F99 K98 
10 7 3	..VVD...BCD.AABCF..JBCFEHJNNFEHKK... V98 B99 C99 D99 E98 H99 F99 
10 7 3	VV..DE..BCDEAABCF.H.BCF.HJNNF..JKK.. B99 C99 D99 E99 J99 F99 K99 
10 8 2	..VVD...BCD.AABC....BCFEHJNNFEHJKKF. V98 B99 C99 D99 E98 H99 J99 K99 
10 6 4	VV.CD...BCDEAABCFE.JB.F.HJNNF.H...KK B99 D99 H99 F99 K97 
10 6 4	VVB.D...BCD.AABCFEHJ.CFEHJNNF..KK... C99 D99 E99 H98 F99 
10 6 4	..VVD...BCDEAABCFEHJBCF.HJNNF..KK... V98 B99 C99 D99 F99 
10 7 3	...CVV..BCD.AABCD..JB.FEHJNNFEH.KKF. V96 B99 C98 E98 H99 K99 
10 7 3	.VV.D...BCD.AABCF.HJBCF.HJNNFE.KK..E V97 D99 B99 C99 F99 E97 
10 7 3	.VV.DE..BCDEAABCF.HJBCF.HJNNF.KK.... V99 B99 C99 D99 E99 F99 K99 
10 7 3	..VVDE..BCDEAABCF.HJBCF.HJNNF.KK.... V98 B99 C99 D99 E99 F99 K99 
10 7 3	..B.VV..BCD.AABCD..J.CF.HJNNFEHKK.FE V96 B98 C99 E97 H99 
10 6 4	.VVC....BCD.AABCDE.JB.FEHJNNF.H.KKF. V99 B99 E97 H99 K99 
10 7 3	..VVD...BCD.AABCF.HJBCFEHJNNFEKK.... V98 B99 C99 D99 E98 F99 K99 
10 6 4	VVB.D...BCD.AABCFEHJ.CFEHJNNF....KK. C99 D99 E97 F99 K98 
10 6 4	VVB.D...BCD.AABCFEH..CFEHJNNF..J.KK. C99 D99 E99 J99 F99 K98 
10 7 3	VVB.D...BCD.AABCF....CF.HJNNFEHJKK.E C99 D99 E97 H99 J99 F99 K99 
10 6 4	..BCVV..BCDEAABCDE.J..F.HJNNF.HKK.F. V96 B98 C98 H99 
10 6 4	VVBCD...BCD.AABCFE....FEHJNNF.HJKK.. D99 E99 H99 J99 F99 K99 
10 7 3	..BCVV..BCD.AABCD..J..FEHJNNFEHKK.F. V96 B98 C98 E98 H99 
10 6 4	...CVV..BCDEAABCDEHJB.F.HJNNF..KK.F. V96 B99 C98 H98 
10 6 4	...CVV..BCD.AABCDEHJB.FEHJNNF.KK..F. V96 B99 C98 E99 K99 
10 6 4	..VV....BCD.AABCDE.JBCFEHJNNF.H.KKF. V98 B99 C99 E99 H99 K99 
10 7 3	..VVD...BCD.AABCF..JBCF.HJNNFEHKK..E V98 B99 C99 D99 E97 H99 F99 
10 7 3	VV.CD...BCD.AABCF...B.FEHJNNFEHJKK.. B99 D99 E98 H99 J99 F99 K99 
10 8 2	..VVDE..BCDEAABC....BCF.HJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 K99 
10 7 3	VV..D...BCD.AABCF.H.BCFEHJNNFE.J..KK B99 C99 D99 E98 J99 F99 K97 
