0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
6 6 0	VV.CD...BCDEAABCFE..B.F.HJNNF.HJ..KK B99 D99 H99 J99 F99 K97 
6 6 0	VVB.D...BCD.AABCFE.J.CFEHJNNF.H.KK.. C99 D99 E99 H99 F99 K99 
6 6 0	VVB.D...BCD.AABCFE.J.CFEHJNNF.H..KK. C99 D99 E99 H99 F99 K98 
6 6 0	VVB.D...BCD.AABCFE.J.CFEHJNNF.H...KK C99 D99 E99 H99 F99 K97 
6 6 0	VVB.D...BCD.AABC.E...CFEHJNNF.HJKKF. C99 D99 E99 H99 J99 K99 
6 6 0	VVB.D...BCD.AABCFEH..CFEHJNNF..JKK.. C99 D99 E99 J99 F99 K99 
6 6 0	VVB.D...BCD.AABCFEH..CFEHJNNF..J.KK. C99 D99 E99 J99 F99 K98 
6 6 0	VVB.D...BCD.AABCFEH..CFEHJNNF..J..KK C99 D99 E99 J99 F99 K97 
6 6 0	VVB.D...BCD.AABCF..J.CFEHJNNFEH.KK.. C99 D99 E98 H99 F99 K99 
6 6 0	VVB.D...BCD.AABCF..J.CFEHJNNFEH..KK. C99 D99 E98 H99 F99 K98 
6 6 0	VVB.D...BCD.AABCF..J.CFEHJNNFEH...KK C99 D99 E98 H99 F99 K97 
6 6 0	VVB.D...BCD.AABC.....CFEHJNNFEHJKKF. C99 D99 E98 H99 J99 K99 
6 6 0	VVB.D...BCD.AABCF.H..CFEHJNNFE.JKK.. C99 D99 E98 J99 F99 K99 
6 6 0	VVB.D...BCD.AABCF.H..CFEHJNNFE.J.KK. C99 D99 E98 J99 F99 K98 
6 6 0	VVB.D...BCD.AABCF.H..CFEHJNNFE.J..KK C99 D99 E98 J99 F99 K97 
6 6 0	VVB.D...BCD.AABCF..J.CF.HJNNFEH.KK.E C99 D99 E97 H99 F99 K99 
6 6 0	VVB.D...BCD.AABCF..J.CF.HJNNFEH..KKE C99 D99 E97 H99 F99 K98 
6 6 0	VVB.D...BCD.AABC.....CF.HJNNFEHJKKFE C99 D99 E97 H99 J99 K99 
6 6 0	VVB.D...BCD.AABCF.H..CF.HJNNFE.JKK.E C99 D99 E97 J99 F99 K99 
6 6 0	VVB.D...BCD.AABCF.H..CF.HJNNFE.J.KKE C99 D99 E97 J99 F99 K98 
6 6 0	VVB.DE..BCDEAABCF..J.CF.HJNNF.H.KK.. C99 D99 E99 H99 F99 K99 
6 6 0	VVB.DE..BCDEAABCF..J.CF.HJNNF.H..KK. C99 D99 E99 H99 F99 K98 
6 6 0	VVB.DE..BCDEAABCF..J.CF.HJNNF.H...KK C99 D99 E99 H99 F99 K97 
6 6 0	VVB.DE..BCDEAABC.....CF.HJNNF.HJKKF. C99 D99 E99 H99 J99 K99 
6 6 0	VVB.DE..BCDEAABCF.H..CF.HJNNF..JKK.. C99 D99 E99 J99 F99 K99 
6 6 0	VVB.DE..BCDEAABCF.H..CF.HJNNF..J.KK. C99 D99 E99 J99 F99 K98 
6 6 0	VVB.DE..BCDEAABCF.H..CF.HJNNF..J..KK C99 D99 E99 J99 F99 K97 
6 6 0	VVB.D...BCDEAABCFE...CF.HJNNF.HJKK.. C99 D99 H99 J99 F99 K99 
6 6 0	VVB.D...BCDEAABCFE...CF.HJNNF.HJ.KK. C99 D99 H99 J99 F99 K98 
6 6 0	VVB.D...BCDEAABCFE...CF.HJNNF.HJ..KK C99 D99 H99 J99 F99 K97 
6 6 0	VVBCD...BCD.AABCFE....FEHJNNF.HJKK.. D99 E99 H99 J99 F99 K99 
6 6 0	VVBCD...BCD.AABCFE....FEHJNNF.HJ.KK. D99 E99 H99 J99 F99 K98 
6 6 0	VVBCD...BCD.AABCFE....FEHJNNF.HJ..KK D99 E99 H99 J99 F99 K97 
6 6 0	VVBCD...BCD.AABCF.....FEHJNNFEHJKK.. D99 E98 H99 J99 F99 K99 
6 6 0	VVBCD...BCD.AABCF.....FEHJNNFEHJ.KK. D99 E98 H99 J99 F99 K98 
6 6 0	VVBCD...BCD.AABCF.....FEHJNNFEHJ..KK D99 E98 H99 J99 F99 K97 
6 6 0	VVBCD...BCD.AABCF.....F.HJNNFEHJKK.E D99 E97 H99 J99 F99 K99 
6 6 0	VVBCD...BCD.AABCF.....F.HJNNFEHJ.KKE D99 E97 H99 J99 F99 K98 
6 6 0	VVBCDE..BCDEAABCF.....F.HJNNF.HJKK.. D99 E99 H99 J99 F99 K99 
6 6 0	VVBCDE..BCDEAABCF.....F.HJNNF.HJ.KK. D99 E99 H99 J99 F99 K98 
6 6 0	VVBCDE..BCDEAABCF.....F.HJNNF.HJ..KK D99 E99 H99 J99 F99 K97 
7 7 0	.VV.D...BCD.AABCFE.JBCFEHJNNF.HKK... V99 B99 C99 D99 E99 H99 F99 
7 7 0	.VV.D...BCD.AABC.E.JBCFEHJNNF.H.KKF. V99 B99 C99 D99 E99 H99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNF.KK.... V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNF...KK.. V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNF....KK. V99 B99 C99 D99 E99 F99 K98 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNF.....KK V99 B99 C99 D99 E99 F99 K97 
7 7 0	.VV.D...BCD.AABC.EH.BCFEHJNNF..JKKF. V99 B99 C99 D99 E99 J99 K99 
7 7 0	.VV.D...BCD.AABCF..JBCFEHJNNFEHKK... V99 B99 C99 D99 E98 H99 F99 
7 7 0	.VV.D...BCD.AABC...JBCFEHJNNFEH.KKF. V99 B99 C99 D99 E98 H99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCFEHJNNFEKK.... V99 B99 C99 D99 E98 F99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCFEHJNNFE..KK.. V99 B99 C99 D99 E98 F99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCFEHJNNFE...KK. V99 B99 C99 D99 E98 F99 K98 
7 7 0	.VV.D...BCD.AABCF.HJBCFEHJNNFE....KK V99 B99 C99 D99 E98 F99 K97 
7 7 0	.VV.D...BCD.AABC..H.BCFEHJNNFE.JKKF. V99 B99 C99 D99 E98 J99 K99 
7 7 0	.VV.D...BCD.AABCF..JBCF.HJNNFEHKK..E V99 B99 C99 D99 E97 H99 F99 
7 7 0	.VV.D...BCD.AABC...JBCF.HJNNFEH.KKFE V99 B99 C99 D99 E97 H99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCF.HJNNFEKK...E V99 B99 C99 D99 E97 F99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCF.HJNNFE..KK.E V99 B99 C99 D99 E97 F99 K99 
7 7 0	.VV.D...BCD.AABCF.HJBCF.HJNNFE...KKE V99 B99 C99 D99 E97 F99 K98 
7 7 0	.VV.D...BCD.AABC..H.BCF.HJNNFE.JKKFE V99 B99 C99 D99 E97 J99 K99 
7 7 0	.VV.DE..BCDEAABCF..JBCF.HJNNF.HKK... V99 B99 C99 D99 E99 H99 F99 
7 7 0	.VV.DE..BCDEAABC...JBCF.HJNNF.H.KKF. V99 B99 C99 D99 E99 H99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNF.KK.... V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNF...KK.. V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNF....KK. V99 B99 C99 D99 E99 F99 K98 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNF.....KK V99 B99 C99 D99 E99 F99 K97 
7 7 0	.VV.DE..BCDEAABC..H.BCF.HJNNF..JKKF. V99 B99 C99 D99 E99 J99 K99 
7 7 0	.VV.D...BCDEAABCFE.JBCF.HJNNF.H.KK.. V99 B99 C99 D99 H99 F99 K99 
7 7 0	.VV.D...BCDEAABCFE.JBCF.HJNNF.H..KK. V99 B99 C99 D99 H99 F99 K98 
7 7 0	.VV.D...BCDEAABCFE.JBCF.HJNNF.H...KK V99 B99 C99 D99 H99 F99 K97 
7 7 0	.VV.D...BCDEAABC.E..BCF.HJNNF.HJKKF. V99 B99 C99 D99 H99 J99 K99 
7 7 0	.VV.D...BCDEAABCFEH.BCF.HJNNF..JKK.. V99 B99 C99 D99 J99 F99 K99 
7 7 0	.VV.D...BCDEAABCFEH.BCF.HJNNF..J.KK. V99 B99 C99 D99 J99 F99 K98 
7 7 0	.VV.D...BCDEAABCFEH.BCF.HJNNF..J..KK V99 B99 C99 D99 J99 F99 K97 
7 7 0	.VV.....BCD.AABCDE..BCFEHJNNF.HJKKF. V99 B99 C99 E99 H99 J99 K99 
7 7 0	.VV.....BCD.AABCD...BCFEHJNNFEHJKKF. V99 B99 C99 E98 H99 J99 K99 
7 7 0	.VV.....BCD.AABCD...BCF.HJNNFEHJKKFE V99 B99 C99 E97 H99 J99 K99 
7 7 0	.VV..E..BCDEAABCD...BCF.HJNNF.HJKKF. V99 B99 C99 E99 H99 J99 K99 
7 7 0	.VVCD...BCD.AABCFE.JB.FEHJNNF.H.KK.. V99 B99 D99 E99 H99 F99 K99 
7 7 0	.VVCD...BCD.AABCFE.JB.FEHJNNF.H..KK. V99 B99 D99 E99 H99 F99 K98 
7 7 0	.VVCD...BCD.AABCFE.JB.FEHJNNF.H...KK V99 B99 D99 E99 H99 F99 K97 
7 7 0	.VVCD...BCD.AABC.E..B.FEHJNNF.HJKKF. V99 B99 D99 E99 H99 J99 K99 
7 7 0	.VVCD...BCD.AABCFEH.B.FEHJNNF..JKK.. V99 B99 D99 E99 J99 F99 K99 
7 7 0	.VVCD...BCD.AABCFEH.B.FEHJNNF..J.KK. V99 B99 D99 E99 J99 F99 K98 
7 7 0	.VVCD...BCD.AABCFEH.B.FEHJNNF..J..KK V99 B99 D99 E99 J99 F99 K97 
7 7 0	.VVCD...BCD.AABCF..JB.FEHJNNFEH.KK.. V99 B99 D99 E98 H99 F99 K99 
7 7 0	.VVCD...BCD.AABCF..JB.FEHJNNFEH..KK. V99 B99 D99 E98 H99 F99 K98 
7 7 0	.VVCD...BCD.AABCF..JB.FEHJNNFEH...KK V99 B99 D99 E98 H99 F99 K97 
7 7 0	.VVCD...BCD.AABC....B.FEHJNNFEHJKKF. V99 B99 D99 E98 H99 J99 K99 
7 7 0	.VVCD...BCD.AABCF.H.B.FEHJNNFE.JKK.. V99 B99 D99 E98 J99 F99 K99 
7 7 0	.VVCD...BCD.AABCF.H.B.FEHJNNFE.J.KK. V99 B99 D99 E98 J99 F99 K98 
7 7 0	.VVCD...BCD.AABCF.H.B.FEHJNNFE.J..KK V99 B99 D99 E98 J99 F99 K97 
7 7 0	.VVCD...BCD.AABCF..JB.F.HJNNFEH.KK.E V99 B99 D99 E97 H99 F99 K99 
7 7 0	.VVCD...BCD.AABCF..JB.F.HJNNFEH..KKE V99 B99 D99 E97 H99 F99 K98 
7 7 0	.VVCD...BCD.AABC....B.F.HJNNFEHJKKFE V99 B99 D99 E97 H99 J99 K99 
7 7 0	.VVCD...BCD.AABCF.H.B.F.HJNNFE.JKK.E V99 B99 D99 E97 J99 F99 K99 
7 7 0	.VVCD...BCD.AABCF.H.B.F.HJNNFE.J.KKE V99 B99 D99 E97 J99 F99 K98 
7 7 0	.VVCDE..BCDEAABCF..JB.F.HJNNF.H.KK.. V99 B99 D99 E99 H99 F99 K99 
7 7 0	.VVCDE..BCDEAABCF..JB.F.HJNNF.H..KK. V99 B99 D99 E99 H99 F99 K98 
7 7 0	.VVCDE..BCDEAABCF..JB.F.HJNNF.H...KK V99 B99 D99 E99 H99 F99 K97 
7 7 0	.VVCDE..BCDEAABC....B.F.HJNNF.HJKKF. V99 B99 D99 E99 H99 J99 K99 
7 7 0	.VVCDE..BCDEAABCF.H.B.F.HJNNF..JKK.. V99 B99 D99 E99 J99 F99 K99 
7 7 0	.VVCDE..BCDEAABCF.H.B.F.HJNNF..J.KK. V99 B99 D99 E99 J99 F99 K98 
7 7 0	.VVCDE..BCDEAABCF.H.B.F.HJNNF..J..KK V99 B99 D99 E99 J99 F99 K97 
7 7 0	.VVCD...BCDEAABCFE..B.F.HJNNF.HJKK.. V99 B99 D99 H99 J99 F99 K99 
7 7 0	.VVCD...BCDEAABCFE..B.F.HJNNF.HJ.KK. V99 B99 D99 H99 J99 F99 K98 
7 7 0	.VVCD...BCDEAABCFE..B.F.HJNNF.HJ..KK V99 B99 D99 H99 J99 F99 K97 
7 7 0	..VVD...BCD.AABCFE.JBCFEHJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
7 7 0	..VVD...BCD.AABC.E.JBCFEHJNNF.H.KKF. V98 B99 C99 D99 E99 H99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNF.KK.... V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNF...KK.. V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNF....KK. V98 B99 C99 D99 E99 F99 K98 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNF.....KK V98 B99 C99 D99 E99 F99 K97 
7 7 0	..VVD...BCD.AABC.EH.BCFEHJNNF..JKKF. V98 B99 C99 D99 E99 J99 K99 
7 7 0	..VVD...BCD.AABCF..JBCFEHJNNFEHKK... V98 B99 C99 D99 E98 H99 F99 
7 7 0	..VVD...BCD.AABC...JBCFEHJNNFEH.KKF. V98 B99 C99 D99 E98 H99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCFEHJNNFEKK.... V98 B99 C99 D99 E98 F99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCFEHJNNFE..KK.. V98 B99 C99 D99 E98 F99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCFEHJNNFE...KK. V98 B99 C99 D99 E98 F99 K98 
7 7 0	..VVD...BCD.AABCF.HJBCFEHJNNFE....KK V98 B99 C99 D99 E98 F99 K97 
7 7 0	..VVD...BCD.AABC..H.BCFEHJNNFE.JKKF. V98 B99 C99 D99 E98 J99 K99 
7 7 0	..VVD...BCD.AABCF..JBCF.HJNNFEHKK..E V98 B99 C99 D99 E97 H99 F99 
7 7 0	..VVD...BCD.AABC...JBCF.HJNNFEH.KKFE V98 B99 C99 D99 E97 H99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCF.HJNNFEKK...E V98 B99 C99 D99 E97 F99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCF.HJNNFE..KK.E V98 B99 C99 D99 E97 F99 K99 
7 7 0	..VVD...BCD.AABCF.HJBCF.HJNNFE...KKE V98 B99 C99 D99 E97 F99 K98 
7 7 0	..VVD...BCD.AABC..H.BCF.HJNNFE.JKKFE V98 B99 C99 D99 E97 J99 K99 
7 7 0	..VVDE..BCDEAABCF..JBCF.HJNNF.HKK... V98 B99 C99 D99 E99 H99 F99 
7 7 0	..VVDE..BCDEAABC...JBCF.HJNNF.H.KKF. V98 B99 C99 D99 E99 H99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNF.KK.... V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNF...KK.. V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNF....KK. V98 B99 C99 D99 E99 F99 K98 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNF.....KK V98 B99 C99 D99 E99 F99 K97 
7 7 0	..VVDE..BCDEAABC..H.BCF.HJNNF..JKKF. V98 B99 C99 D99 E99 J99 K99 
7 7 0	..VVD...BCDEAABCFE.JBCF.HJNNF.H.KK.. V98 B99 C99 D99 H99 F99 K99 
7 7 0	..VVD...BCDEAABCFE.JBCF.HJNNF.H..KK. V98 B99 C99 D99 H99 F99 K98 
7 7 0	..VVD...BCDEAABCFE.JBCF.HJNNF.H...KK V98 B99 C99 D99 H99 F99 K97 
7 7 0	..VVD...BCDEAABC.E..BCF.HJNNF.HJKKF. V98 B99 C99 D99 H99 J99 K99 
7 7 0	..VVD...BCDEAABCFEH.BCF.HJNNF..JKK.. V98 B99 C99 D99 J99 F99 K99 
7 7 0	..VVD...BCDEAABCFEH.BCF.HJNNF..J.KK. V98 B99 C99 D99 J99 F99 K98 
7 7 0	..VVD...BCDEAABCFEH.BCF.HJNNF..J..KK V98 B99 C99 D99 J99 F99 K97 
7 7 0	..VV....BCD.AABCDE..BCFEHJNNF.HJKKF. V98 B99 C99 E99 H99 J99 K99 
7 7 0	..VV....BCD.AABCD...BCFEHJNNFEHJKKF. V98 B99 C99 E98 H99 J99 K99 
7 7 0	..VV....BCD.AABCD...BCF.HJNNFEHJKKFE V98 B99 C99 E97 H99 J99 K99 
7 7 0	..VV.E..BCDEAABCD...BCF.HJNNF.HJKKF. V98 B99 C99 E99 H99 J99 K99 
7 7 0	..BVV...BCD.AABCDE.J.CFEHJNNF.H.KKF. V97 B98 C99 E99 H99 K99 
7 7 0	..BVV...BCD.AABCDEH..CFEHJNNF..JKKF. V97 B98 C99 E99 J99 K99 
7 7 0	..BVV...BCD.AABCD..J.CFEHJNNFEH.KKF. V97 B98 C99 E98 H99 K99 
7 7 0	..BVV...BCD.AABCD.H..CFEHJNNFE.JKKF. V97 B98 C99 E98 J99 K99 
7 7 0	..BVV...BCD.AABCD..J.CF.HJNNFEH.KKFE V97 B98 C99 E97 H99 K99 
7 7 0	..BVV...BCD.AABCD.H..CF.HJNNFE.JKKFE V97 B98 C99 E97 J99 K99 
7 7 0	..BVVE..BCDEAABCD..J.CF.HJNNF.H.KKF. V97 B98 C99 E99 H99 K99 
7 7 0	..BVVE..BCDEAABCD.H..CF.HJNNF..JKKF. V97 B98 C99 E99 J99 K99 
7 7 0	..BVV...BCDEAABCDE...CF.HJNNF.HJKKF. V97 B98 C99 H99 J99 K99 
7 7 0	...VV...BCD.AABCDE..BCFEHJNNF.HJKKF. V97 B99 C99 E99 H99 J99 K99 
7 7 0	...VV...BCD.AABCD...BCFEHJNNFEHJKKF. V97 B99 C99 E98 H99 J99 K99 
7 7 0	...VV...BCD.AABCD...BCF.HJNNFEHJKKFE V97 B99 C99 E97 H99 J99 K99 
7 7 0	...VVE..BCDEAABCD...BCF.HJNNF.HJKKF. V97 B99 C99 E99 H99 J99 K99 
7 7 0	..BCVV..BCD.AABCDE.J..FEHJNNF.HKK.F. V96 B98 C98 E99 H99 
7 7 0	..BCVV..BCD.AABCDEHJ..FEHJNNF.KK..F. V96 B98 C98 E99 K99 
7 7 0	..BCVV..BCD.AABCDEHJ..FEHJNNF...KKF. V96 B98 C98 E99 K99 
7 7 0	..BCVV..BCD.AABCD..J..FEHJNNFEHKK.F. V96 B98 C98 E98 H99 
7 7 0	..BCVV..BCD.AABCD.HJ..FEHJNNFEKK..F. V96 B98 C98 E98 K99 
7 7 0	..BCVV..BCD.AABCD.HJ..FEHJNNFE..KKF. V96 B98 C98 E98 K99 
7 7 0	..BCVV..BCD.AABCD..J..F.HJNNFEHKK.FE V96 B98 C98 E97 H99 
7 7 0	..BCVV..BCD.AABCD.HJ..F.HJNNFEKK..FE V96 B98 C98 E97 K99 
7 7 0	..BCVV..BCD.AABCD.HJ..F.HJNNFE..KKFE V96 B98 C98 E97 K99 
7 7 0	..BCVV..BCDEAABCDE.J..F.HJNNF.H.KKF. V96 B98 C98 H99 K99 
7 7 0	..BCVV..BCDEAABCDEH...F.HJNNF..JKKF. V96 B98 C98 J99 K99 
7 7 0	..B.VV..BCD.AABCDE.J.CFEHJNNF.H.KKF. V96 B98 C99 E99 H99 K99 
7 7 0	..B.VV..BCD.AABCDEH..CFEHJNNF..JKKF. V96 B98 C99 E99 J99 K99 
7 7 0	..B.VV..BCD.AABCD..J.CFEHJNNFEH.KKF. V96 B98 C99 E98 H99 K99 
7 7 0	..B.VV..BCD.AABCD.H..CFEHJNNFE.JKKF. V96 B98 C99 E98 J99 K99 
7 7 0	..B.VV..BCD.AABCD..J.CF.HJNNFEH.KKFE V96 B98 C99 E97 H99 K99 
7 7 0	..B.VV..BCD.AABCD.H..CF.HJNNFE.JKKFE V96 B98 C99 E97 J99 K99 
7 7 0	..B.VV..BCDEAABCDE...CF.HJNNF.HJKKF. V96 B98 C99 H99 J99 K99 
7 7 0	...CVV..BCD.AABCDE.JB.FEHJNNF.H.KKF. V96 B99 C98 E99 H99 K99 
7 7 0	...CVV..BCD.AABCDEH.B.FEHJNNF..JKKF. V96 B99 C98 E99 J99 K99 
7 7 0	...CVV..BCD.AABCD..JB.FEHJNNFEH.KKF. V96 B99 C98 E98 H99 K99 
7 7 0	...CVV..BCD.AABCD.H.B.FEHJNNFE.JKKF. V96 B99 C98 E98 J99 K99 
7 7 0	...CVV..BCD.AABCD..JB.F.HJNNFEH.KKFE V96 B99 C98 E97 H99 K99 
7 7 0	...CVV..BCD.AABCD.H.B.F.HJNNFE.JKKFE V96 B99 C98 E97 J99 K99 
7 7 0	...CVV..BCDEAABCDE..B.F.HJNNF.HJKKF. V96 B99 C98 H99 J99 K99 
7 7 0	....VV..BCD.AABCDE..BCFEHJNNF.HJKKF. V96 B99 C99 E99 H99 J99 K99 
7 7 0	....VV..BCD.AABCD...BCFEHJNNFEHJKKF. V96 B99 C99 E98 H99 J99 K99 
7 7 0	....VV..BCD.AABCD...BCF.HJNNFEHJKKFE V96 B99 C99 E97 H99 J99 K99 
7 7 0	VV..D...BCD.AABCFE.JBCFEHJNNF.H.KK.. B99 C99 D99 E99 H99 F99 K99 
7 7 0	VV..D...BCD.AABCFE.JBCFEHJNNF.H..KK. B99 C99 D99 E99 H99 F99 K98 
7 7 0	VV..D...BCD.AABCFE.JBCFEHJNNF.H...KK B99 C99 D99 E99 H99 F99 K97 
7 7 0	VV..D...BCD.AABC.E..BCFEHJNNF.HJKKF. B99 C99 D99 E99 H99 J99 K99 
7 7 0	VV..D...BCD.AABCFEH.BCFEHJNNF..JKK.. B99 C99 D99 E99 J99 F99 K99 
7 7 0	VV..D...BCD.AABCFEH.BCFEHJNNF..J.KK. B99 C99 D99 E99 J99 F99 K98 
7 7 0	VV..D...BCD.AABCFEH.BCFEHJNNF..J..KK B99 C99 D99 E99 J99 F99 K97 
7 7 0	VV..D...BCD.AABCF..JBCFEHJNNFEH.KK.. B99 C99 D99 E98 H99 F99 K99 
7 7 0	VV..D...BCD.AABCF..JBCFEHJNNFEH..KK. B99 C99 D99 E98 H99 F99 K98 
7 7 0	VV..D...BCD.AABCF..JBCFEHJNNFEH...KK B99 C99 D99 E98 H99 F99 K97 
7 7 0	VV..D...BCD.AABC....BCFEHJNNFEHJKKF. B99 C99 D99 E98 H99 J99 K99 
7 7 0	VV..D...BCD.AABCF.H.BCFEHJNNFE.JKK.. B99 C99 D99 E98 J99 F99 K99 
7 7 0	VV..D...BCD.AABCF.H.BCFEHJNNFE.J.KK. B99 C99 D99 E98 J99 F99 K98 
7 7 0	VV..D...BCD.AABCF.H.BCFEHJNNFE.J..KK B99 C99 D99 E98 J99 F99 K97 
7 7 0	VV..D...BCD.AABCF..JBCF.HJNNFEH.KK.E B99 C99 D99 E97 H99 F99 K99 
7 7 0	VV..D...BCD.AABCF..JBCF.HJNNFEH..KKE B99 C99 D99 E97 H99 F99 K98 
7 7 0	VV..D...BCD.AABC....BCF.HJNNFEHJKKFE B99 C99 D99 E97 H99 J99 K99 
7 7 0	VV..D...BCD.AABCF.H.BCF.HJNNFE.JKK.E B99 C99 D99 E97 J99 F99 K99 
7 7 0	VV..D...BCD.AABCF.H.BCF.HJNNFE.J.KKE B99 C99 D99 E97 J99 F99 K98 
7 7 0	VV..DE..BCDEAABCF..JBCF.HJNNF.H.KK.. B99 C99 D99 E99 H99 F99 K99 
7 7 0	VV..DE..BCDEAABCF..JBCF.HJNNF.H..KK. B99 C99 D99 E99 H99 F99 K98 
7 7 0	VV..DE..BCDEAABCF..JBCF.HJNNF.H...KK B99 C99 D99 E99 H99 F99 K97 
7 7 0	VV..DE..BCDEAABC....BCF.HJNNF.HJKKF. B99 C99 D99 E99 H99 J99 K99 
7 7 0	VV..DE..BCDEAABCF.H.BCF.HJNNF..JKK.. B99 C99 D99 E99 J99 F99 K99 
7 7 0	VV..DE..BCDEAABCF.H.BCF.HJNNF..J.KK. B99 C99 D99 E99 J99 F99 K98 
7 7 0	VV..DE..BCDEAABCF.H.BCF.HJNNF..J..KK B99 C99 D99 E99 J99 F99 K97 
7 7 0	VV..D...BCDEAABCFE..BCF.HJNNF.HJKK.. B99 C99 D99 H99 J99 F99 K99 
7 7 0	VV..D...BCDEAABCFE..BCF.HJNNF.HJ.KK. B99 C99 D99 H99 J99 F99 K98 
7 7 0	VV..D...BCDEAABCFE..BCF.HJNNF.HJ..KK B99 C99 D99 H99 J99 F99 K97 
7 7 0	VV.CD...BCD.AABCFE..B.FEHJNNF.HJKK.. B99 D99 E99 H99 J99 F99 K99 
7 7 0	VV.CD...BCD.AABCFE..B.FEHJNNF.HJ.KK. B99 D99 E99 H99 J99 F99 K98 
7 7 0	VV.CD...BCD.AABCFE..B.FEHJNNF.HJ..KK B99 D99 E99 H99 J99 F99 K97 
7 7 0	VV.CD...BCD.AABCF...B.FEHJNNFEHJKK.. B99 D99 E98 H99 J99 F99 K99 
7 7 0	VV.CD...BCD.AABCF...B.FEHJNNFEHJ.KK. B99 D99 E98 H99 J99 F99 K98 
7 7 0	VV.CD...BCD.AABCF...B.FEHJNNFEHJ..KK B99 D99 E98 H99 J99 F99 K97 
7 7 0	VV.CD...BCD.AABCF...B.F.HJNNFEHJKK.E B99 D99 E97 H99 J99 F99 K99 
7 7 0	VV.CD...BCD.AABCF...B.F.HJNNFEHJ.KKE B99 D99 E97 H99 J99 F99 K98 
7 7 0	VV.CDE..BCDEAABCF...B.F.HJNNF.HJKK.. B99 D99 E99 H99 J99 F99 K99 
7 7 0	VV.CDE..BCDEAABCF...B.F.HJNNF.HJ.KK. B99 D99 E99 H99 J99 F99 K98 
7 7 0	VV.CDE..BCDEAABCF...B.F.HJNNF.HJ..KK B99 D99 E99 H99 J99 F99 K97 
7 7 0	VVB.D...BCD.AABCFE...CFEHJNNF.HJKK.. C99 D99 E99 H99 J99 F99 K99 
7 7 0	VVB.D...BCD.AABCFE...CFEHJNNF.HJ.KK. C99 D99 E99 H99 J99 F99 K98 
7 7 0	VVB.D...BCD.AABCFE...CFEHJNNF.HJ..KK C99 D99 E99 H99 J99 F99 K97 
7 7 0	VVB.D...BCD.AABCF....CFEHJNNFEHJKK.. C99 D99 E98 H99 J99 F99 K99 
7 7 0	VVB.D...BCD.AABCF....CFEHJNNFEHJ.KK. C99 D99 E98 H99 J99 F99 K98 
7 7 0	VVB.D...BCD.AABCF....CFEHJNNFEHJ..KK C99 D99 E98 H99 J99 F99 K97 
7 7 0	VVB.D...BCD.AABCF....CF.HJNNFEHJKK.E C99 D99 E97 H99 J99 F99 K99 
7 7 0	VVB.D...BCD.AABCF....CF.HJNNFEHJ.KKE C99 D99 E97 H99 J99 F99 K98 
7 7 0	VVB.DE..BCDEAABCF....CF.HJNNF.HJKK.. C99 D99 E99 H99 J99 F99 K99 
7 7 0	VVB.DE..BCDEAABCF....CF.HJNNF.HJ.KK. C99 D99 E99 H99 J99 F99 K98 
7 7 0	VVB.DE..BCDEAABCF....CF.HJNNF.HJ..KK C99 D99 E99 H99 J99 F99 K97 
8 8 0	.VV.D...BCD.AABCFE.JBCFEHJNNF.H.KK.. V99 B99 C99 D99 E99 H99 F99 K99 
8 8 0	.VV.D...BCD.AABCFE.JBCFEHJNNF.H..KK. V99 B99 C99 D99 E99 H99 F99 K98 
