3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. C99 
8 6 2	CC.BBBHH..L.GAA.LYG.DFLY..DFUU...FEE C99 G98 D99 F98 U99 E99 
8 6 2	CC.BBB.HHFL.AA.FL.G.DFLYG.DUUY...EE. C99 H99 A99 G99 D99 Y99 
8 5 3	.CCBBBHH..L.GAAFLYG.DFLY..DFUU.EE... F99 G98 D99 U99 E98 
8 5 3	.CCBBB.HHFL.AADFL...DFL.G.UU.YG..EEY H99 A99 Y98 D98 U99 
8 5 3	.CCBBB.HHFL.GAAFLYG.DFLY..D.UU.EE... H99 G98 D99 U99 E98 
8 5 3	CC.BBBHH.FL.GAAFLYG.DFLY..D.UU.EE... C99 G98 D99 U99 E98 
8 5 3	GCCBBBGHH.L..AAFLY..DFLY..DFUU...EE. H99 F99 G96 D99 U99 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..DUU..EE... C99 H99 D99 G97 E98 
8 5 3	.CCBBBHHD.L.AADFL....FL.GUUF.YG..EEY F99 A99 Y98 D97 U98 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..DUU.....EE C99 H99 D99 G97 E99 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU.....EE C99 H99 D99 G98 E99 
8 5 3	.CCBBBHHDFL.AADFL....FL.GUU..YGEE..Y A99 Y98 D97 U98 E98 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.DUU.....EE C99 H99 D99 G99 E99 
8 5 3	CC.BBB.HHFLY.AAFLY..DFL.G.DUU.G...EE C99 H99 Y99 D99 E99 
8 5 3	GCCBBBG.HHL.AA.FLY...FLY..DFUU..DEE. H98 F99 A99 G96 U99 
8 5 3	.CCBBBHHDF..AADFL....FL.GUU.LYG..EEY L99 A99 Y98 D97 U98 
8 5 3	CC.BBB.HHFL.AA.FLY..DFLYG.DUU.G...EE C99 H99 A99 D99 E99 
8 5 3	CCBBB..HHFL..AAFLY..DFLYG.DUU.G...EE C99 B99 H99 D99 E99 
8 5 3	.CCBBBHHDFL.AADFL....FL.GUU..YG.EE.Y A99 Y98 D97 U98 E99 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G...UUG..EE. A99 Y99 D98 U99 
8 6 2	CCBBB.GHHFL.GAAFL....FLY..DUUY..D.EE C99 B99 G97 H99 Y99 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FL.GUU..YGEE..Y C99 A99 D96 U98 Y98 E98 
8 6 2	.CCBBBHH..L...AALYG.DFLYG.DFUUEE.F.. F98 A99 G99 D99 U99 E97 
8 6 2	.CCBBBGHH.L.GAA.LY..DFLY..DFUU.EEF.. H99 F98 G97 D99 U99 E98 
8 6 2	CCBBB.HH.FL..AAFL.G.DFL.G.DUUY.EE..Y C99 B99 G99 D99 Y98 E98 
8 6 2	CCBBB.HH.FL..AAFL.G.DFL.G.DUUY..EE.Y C99 B99 G99 D99 Y98 E99 
8 6 2	CC.BBBHH.FL..AAFL.G..FLYG.DUUYEED... C99 G99 Y99 D98 E97 
8 7 1	CCDBBBHHDF..AA.F.....FL.G.UULYG.EELY C99 L98 A99 D96 U99 Y98 E99 
8 6 2	CCBBB.HH.FL.AA.FL.G.DFL.G.DUUY...EEY C99 B99 A99 G99 D99 Y98 
8 6 2	CCDBBBHHDFL.AA.FL....FL.G.UU.YGEE..Y C99 A99 D96 U99 Y98 E98 
8 6 2	CCBBB..HHFL..AAFL.G.DFL.G.DUUY...EEY C99 B99 H99 G99 D99 Y98 
8 5 3	.CCBBB.HHFLY.AAFLYG..FL.G.D.UU..D.EE H99 Y99 G99 U99 E99 
8 6 2	CCDBBBHHDFL..AAFL....FL.G..UUYGEE..Y C99 A98 D96 Y98 E98 
8 5 3	.CCBBB.HHFL.AA.FLYG..FLYG.D.UU..D.EE H99 A99 G99 U99 E99 
8 5 3	.CCBBB.HH.L..AAFLYG..FLYG.DFUU..D.EE H99 F99 G99 U99 E99 
8 5 3	CC.BBB.HHFL..AAFLYG..FLYG.D.UU..D.EE C99 H99 G99 U99 E99 
8 5 3	.CCBBBHHDFL.AADFL....FL.G.UU.YG.EE.Y A99 Y98 D97 U99 E99 
8 6 2	GCCBBBGHH.L..AA.LY..DFLY..DFUU.EEF.. H99 F98 G96 D99 U99 E98 
8 5 3	.CCBBBHHDFL.AADFL....FL.G.UU.YGEE..Y A99 Y98 D97 U99 E98 
8 4 4	CC.BBBHH.FL.AADFLY..DFLYG...UUG..EE. C99 A99 D98 U99 
8 4 4	.CCBBBHH..L.AADFLY..DFLYG..FUUG..EE. F99 A99 D98 U99 
8 6 2	.CCBBB..HHL..AA.LYG.DFLYG.DFUUEE.F.. H98 F98 G99 D99 U99 E97 
8 5 3	CC.BBBHH.FLYAA.FLY..DFL.G.D.UUG..EE. C99 A99 Y99 D99 U99 
8 5 3	.CCBBBHHDF..AADFL....FL.G.UULYG..EEY L99 A99 Y98 D97 U99 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYG...UU...EE. A99 G99 D98 U99 
8 6 2	CC.BBBHH..L..AA.LYG.DFLYG.DFUUEE.F.. C99 G99 D99 F98 U99 E97 
8 4 4	.CCBBBHHD.L.AADFLY...FLYG..FUUG..EE. F99 A99 D97 U99 
8 5 3	CC.BBB.HHFL.AADFL...DFLYG..UUYG..EE. C99 H99 A99 Y99 D98 
8 5 3	.CCBBB..HHL.AA.FLYG..FLYG.DFUU..DEE. H98 F99 A99 G99 U99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG.UU.Y...EE. C99 A99 Y99 G99 D96 U99 
8 6 2	.CCBBBHH..L.G.AALYG.DFLY..DFUU.EEF.. F98 A99 G98 D99 U99 E98 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G...UUG..EE. A99 Y99 D97 U99 
8 5 3	GCCBBBGHHFL..AAFLY...FLY..DUU.EED... H99 G96 D98 E97 
8 4 4	.CCBBB.HHFL.AADFLY..DFLYG...UUG..EE. H99 A99 D98 U99 
8 6 2	CC.BBBHH..LY.AA.LY..DFL.G.DFUUGEEF.. C99 Y99 D99 F98 U99 E98 
8 6 2	.CCBBBHH..L...AALYG.DFLYG.DFUU.EEF.. F98 A99 G99 D99 U99 E98 
8 6 2	.CCBBBHH.F..AADF....DFL.G.UULYGEE.LY L98 A99 Y98 D98 U99 E98 
8 6 2	CC.BBBHH..L..AA.LYG.DFLYG.DFUU.EEF.. C99 D99 F98 G99 U99 E98 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYGUU..Y...EE. C99 A99 Y99 G99 D96 U98 
8 6 2	.CCBBBHH..LY.AA.LYG.DFL.G.DFUU.EEF.. F98 Y99 G99 D99 U99 E98 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG...UUG..EE. C99 A99 D97 U99 
8 6 2	CCDBBBHHDFL..AAFL.G..FLYG..UUY...EE. C99 A98 Y99 G99 D96 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUYEE.... C99 A99 Y99 G99 D96 E97 
8 6 2	.CCBBBHH..LYGAA.LYG.DFL...DFUU.EEF.. F98 Y99 G98 D99 U99 E98 
8 5 3	CCDBBBHHDFLYAA.FLY...FL.G..UU.G..EE. C99 A99 D96 Y95 
8 5 3	CCDBBBHHDFL.GAAFLYG..FLY...UU....EE. C99 A98 G98 D96 
8 6 2	CCDBBBHHDFL.GAAFL.G..FLY...UUY...EE. C99 A98 Y99 G98 D96 
8 6 2	CCDBBBHHDFL..AAFL....FLYG.UU.YG..EE. C99 A98 Y99 D96 U99 
8 6 2	.CCBBBHH..L.AA..LYG.DFLYG.DFUU.EEF.. F98 A99 G99 D99 U99 E98 
8 6 2	CCDBBBHHDFL.AA.FL....FL.GUU..YG.EE.Y C99 A99 D96 U98 Y98 E99 
8 6 2	CCDBBBHHDF..AA.FL....FLYG.UULYG..EE. C99 L99 A99 Y99 D96 U99 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG..UU.G...EE C99 A99 D97 E99 
8 6 2	.CCBBB..HHL..AA.LYG.DFLYG.DFUU.EEF.. H98 F98 G99 D99 U99 E98 
8 4 4	CC.BBBHH.FL.AADFLY..DFLYG..UU.G...EE C99 A99 D98 E99 
8 5 3	CCBBBYHH.FLYAADFL...DFL.G..UU.G..EE. C99 B99 A99 Y98 D98 
8 6 2	CCDBBBHHDF..AA.FL....FL.GUU.LYG..EEY C99 L99 A99 D96 U98 Y98 
8 6 2	CCDBBBHHDFL.GAAFL.G..FL....UUY...EEY C99 A98 G98 D96 Y98 
8 6 2	.CCBBB..HHLY.AA.LY..DFL.G.DFUUGEEF.. H98 F98 Y99 D99 U99 E98 
8 6 2	CCBBBYHH..LY.AAFL.G..FL.G.DFUU..DEE. C99 B99 F99 Y98 G99 U99 
8 6 2	CCDBBBHHDFL..AAFL....FL.GUU..YG..EEY C99 A98 D96 U98 Y98 
8 6 2	CCDBBBHHD.L.AA.FL....FL.GUUF.YG..EEY C99 F99 A99 D96 U98 Y98 
8 6 2	CCDBBBHHDFL..AAFL....FL.G.UU.YG..EEY C99 A98 D96 U99 Y98 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G..UU.G...EE A99 Y99 D98 E99 
8 6 2	CCBBBYGHHFLYGAAFL....FL...D.UU..DEE. C99 B99 H99 Y98 G97 U99 
8 6 2	CCBBBY.HHFLYAA.FL....FL.G.D.UUG.DEE. C99 B99 H99 A99 Y98 U99 
8 6 2	.CCBBBHH..LYAA..LY..DFL.G.DFUUGEEF.. F98 A99 Y99 D99 U99 E98 
8 6 2	CCBBBYGHHFLYGAAFL...DFL...DUU....EE. C99 B99 H99 Y98 G97 D99 
8 6 2	.CCBBBHH..LY..AALY..DFL.G.DFUUGEEF.. F98 A99 Y99 D99 U99 E98 
8 6 2	.CCBBB..HHL...AALY..DFLYG.DFUUGEEF.. H98 F98 A99 D99 U99 E98 
8 5 3	CC.BBBGHHFLYGAAFLY...FL...DUU...DEE. C99 G97 H99 Y97 
8 6 2	CCBBBY.HHFLY.AAFL.G..FL.G.D.UU..DEE. C99 B99 H99 Y98 G99 U99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU...EE.. C99 B99 Y98 G98 D99 E99 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU.EE.... C99 B99 Y98 G99 D99 E97 
8 6 2	.CCBBBG.HHL.GAA.LY..DFLY..DFUU.EEF.. H98 F98 G97 D99 U99 E98 
8 6 2	CCBBBY.HHFLY.AAFL.G.DFL.G.DUU....EE. C99 B99 H99 Y98 G99 D99 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU...EE.. C99 B99 Y98 G99 D99 E99 
8 6 2	CCBBBYHH.FLYAA.FL...DFL.G.DUU.G.EE.. C99 B99 A99 Y98 D99 E99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU.EE.... C99 B99 Y98 G98 D99 E97 
8 6 2	CCBBBY.HHFLY.AAFL...DFL.G.DUU.G.EE.. C99 B99 H99 Y98 D99 E99 
8 6 2	CCBBBYHH..LYGAAFL.G..FL...DFUU..DEE. C99 B99 F99 Y98 G98 U99 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYG..UU.....EE A99 G99 D98 E99 
8 6 2	GCCBBBG.HHL..AA.LY..DFLY..DFUU.EEF.. H98 F98 G96 D99 U99 E98 
8 5 3	.CCBBBHH.FL.AADFL.G.DFLYG..UUY....EE A99 Y99 G99 D98 E99 
9 6 3	GCCBBBGHHFLY.AAFLY..DFL...D.UU.EE... H99 Y99 G96 D99 U99 E98 
9 7 2	CCBBB..HHFL.GAAFL.G.DFLY..DUUY.EE... C99 B99 H99 D99 Y99 G98 E98 
9 6 3	CC.BBB.HHFLY.AAFLY..DFL.G.D.UUG...EE C99 H99 Y99 D99 U99 E99 
9 6 3	CC.BBB.HHFL..AAFLYG.DFLYG.D.UU....EE C99 H99 D99 G99 U99 E99 
9 7 2	CC.BBB..HHLY..AALY...FL.G.DFUUG.DFEE C99 H98 A99 Y99 F98 U99 E99 
9 7 2	CCDBBBHHDF..AA.F.YG..FLYGUU.L...EEL. C99 L98 A99 G99 D96 U98 E99 
9 5 4	.CCBBBHH.FL.AADFLYG.DFLYGUU....EE... A99 G99 D98 U98 E98 
9 6 3	.CCBBBHHDF..AADF.YG..FLYG.UUL...EEL. L98 A99 G99 D97 U99 E99 
9 7 2	GCCBBBG.HHL.AA..LY..DFLY..DFUU.EEF.. H98 F98 A99 G96 D99 U99 E98 
9 7 2	CCBBBY..HHLYGAAFL.G..FL...DFUU..DEE. C99 B99 H98 F99 Y98 G98 U99 
9 6 3	CC.BBB.HHFL.AA.FLY..DFLYG.D.UUG...EE C99 H99 A99 D99 U99 E99 
9 6 3	CC.BBBGHHFL.GAAFLY..DFLY..D.UU....EE C99 H99 D99 G97 U99 E99 
9 6 3	.CCBBBHH..LYGAAFLYG.DFL...DFUU....EE F99 Y99 G98 D99 U99 E99 
9 6 3	CC.BBB.HH.L..AAFLY..DFLYG.DFUUG...EE C99 H99 F99 D99 U99 E99 
9 6 3	CCBBB..HHFL..AAFLY..DFLYG.D.UUG...EE C99 B99 H99 D99 U99 E99 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYG..UUY.EE... C99 A99 Y99 G99 D98 E98 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYG..UUY..EE.. C99 A99 Y99 G99 D98 E99 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYGUU..Y...EE. C99 A99 Y99 G99 D98 U98 
9 7 2	CCBBBY.HH.LY.AAFL....FL.G.DFUUG.D.EE C99 B99 H99 F99 Y98 U99 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UU..EE.. C99 A99 G99 D96 U99 E99 
9 6 3	CC.BBBHH.FL.AADFL.G.DFLYG.UU.Y...EE. C99 A99 Y99 G99 D98 U99 
9 6 3	CC.BBB.HHFL..AAFLYG.DFLYG.D.UUEE.... C99 H99 G99 D99 U99 E97 
9 5 4	.CCBBB.HHFL.AADFLYG.DFLYG..UU.EE.... H99 A99 G99 D98 E97 
9 6 3	.CCBBB.HHFLY.AAFLYG.DFL.G.D.UU....EE H99 Y99 G99 D99 U99 E99 
9 6 3	CC.BBBGHH.L.GAAFLY...FLY..DFUU..D.EE C99 H99 F99 G97 U99 E99 
9 6 3	.CCBBBHH..LYGAAFLYG.DFL...DFUU.EE... F99 Y99 G98 D99 U99 E98 
9 6 3	CCDBBBHHD.L.AA.FLY...FLYG..FUUG...EE C99 A99 F99 D96 U99 E99 
9 7 2	.CCBBB..HHL.AA..LYG.DFLYG.DFUU.EEF.. H98 F98 A99 G99 D99 U99 E98 
9 7 2	CCBBBY.HHFLYAA.FL...DFL.G.DUU.G...EE C99 B99 H99 A99 Y98 D99 E99 
9 7 2	.CCBBB..HHLYGAA.LYG.DFL...DFUU.EEF.. H98 F98 Y99 G98 D99 U99 E98 
9 7 2	CCDBBBHHDFL..AAFL....FLYGUU..YG...EE C99 A98 Y99 D96 U98 E99 
9 6 3	CC.BBBHH..L.GAAFLYG.DFLY..DFUU....EE C99 F99 G98 D99 U99 E99 
9 6 3	CC.BBB..HHL..AAFLY..DFLYG.DFUUG...EE C99 H98 F99 D99 U99 E99 
9 7 2	CCDBBBHHDF..AA.FL....FL.G.UULYGEE..Y C99 L99 A99 D96 U99 Y98 E98 
9 5 4	.CCBBBHH..L.AADFLYG.DFLYG..FUU...EE. F99 A99 G99 D98 U99 
9 6 3	CCBBB..HHFL..AAFLYG..FLYG.D.UU..D.EE C99 B99 H99 G99 U99 E99 
9 7 2	CCDBBBHHDF..AA.FL....FLYGUU.LYG...EE C99 L99 A99 Y99 D96 U98 E99 
9 6 3	.CCBBB.HHFLYAA.FLYG.DFL.G.DUU.....EE H99 A99 Y99 G99 D99 E99 
9 7 2	CC.BBBHH..L.AA..LYG.DFLYG.DFUU.EEF.. C99 A99 D99 F98 G99 U99 E98 
9 7 2	CCDBBBHHDF..AA.FL....FLYGUU.LYGEE... C99 L99 A99 Y99 D96 U98 E98 
9 7 2	CCDBBBHHD.L.AA.FL....FLYGUUF.YG...EE C99 F99 A99 Y99 D96 U98 E99 
9 7 2	CC.BBBHH..L.G.AALYG.DFLY..DFUU.EEF.. C99 A99 D99 F98 G98 U99 E98 
9 7 2	CCBBB.GHHFL.GAAFL...DFL...DUUY..EE.Y C99 B99 H99 D99 G97 Y98 E99 
9 6 3	.CCBBB.HHFLYAA.FLYG..FL.G.D.UU..D.EE H99 A99 Y99 G99 U99 E99 
9 7 2	CC.BBBG.HHL.GAA.LY..DFLY..DFUU.EEF.. C99 H98 D99 F98 G97 U99 E98 
9 7 2	CCBBB.HH..L.GAA.LYG.DFLY..DFUU.EEF.. C99 B99 D99 F98 G98 U99 E98 
9 7 2	GCCBBBGHH.LY.AA.LY..DFL...DFUU.EEF.. H99 F98 Y99 G96 D99 U99 E98 
9 6 3	.CCBBBHHDFL.AADFL.G..FLYG.UU.Y....EE A99 Y99 G99 D97 U99 E99 
9 6 3	.CCBBB.HHFL.AA.FLYG.DFLYG.D.UUEE.... H99 A99 G99 D99 U99 E97 
9 6 3	GCCBBBGHHFL.AA.FLY..DFLY..D.UU....EE H99 A99 G96 D99 U99 E99 
9 7 2	GCCBBBGHH.L...AALY..DFLY..DFUU.EEF.. H99 F98 A99 G96 D99 U99 E98 
9 7 2	CCBBBYHH..LY.AAFL.G..FL.G.DFUU..D.EE C99 B99 F99 Y98 G99 U99 E99 
9 7 2	CC.BBBGHH.L.GAA.LY..DFLY..DFUU.EEF.. C99 H99 D99 F98 G97 U99 E98 
9 5 4	CC.BBB.HHFL.AADFLY..DFLYG..UU.GEE... C99 H99 A99 D98 E98 
9 6 3	.CCBBB.HH.L..AAFLYG.DFLYG.DFUU..EE.. H99 F99 G99 D99 U99 E99 
9 6 3	GCCBBBGHHFL.AA.FLY..DFLY..D.UUEE.... H99 A99 G96 D99 U99 E97 
9 6 3	CC.BBBGHHFL.GAAFLY..DFLY..D.UU..EE.. C99 H99 D99 G97 U99 E99 
9 5 4	.CCBBBHHDFL.AADFLYG..FLYG...UU.EE... A99 G99 D97 U99 E98 
9 6 3	CC.BBB.HHFLY.AAFLY..DFL.G.D.UUGEE... C99 H99 Y99 D99 U99 E98 
9 7 2	CCBBBY.HHFLY.AAFL...DFL.G.D.UUG...EE C99 B99 H99 Y98 D99 U99 E99 
9 6 3	CC.BBBHH..L.GAAFLYG.DFLY..DFUU..EE.. C99 F99 D99 G98 U99 E99 
9 6 3	GCCBBBGHHFL.AA.FLY..DFLY..D.UU..EE.. H99 A99 G96 D99 U99 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYGUU.....EE.. C99 A99 G99 D96 U98 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYGUU.......EE C99 A99 G99 D96 U98 E99 
9 6 3	CCDBBBHHD.L.AA.FLY...FLYGUUF..G...EE C99 F99 A99 D96 U98 E99 
9 6 3	.CCBBBHH.FLYAA.FLYG.DFL.G.DUU...EE.. A99 Y95 G99 D99 E99 
9 6 3	GCCBBBGHHFLYAA.FLY...FL...D.UU..D.EE H99 A99 Y99 G96 U99 E99 
9 6 3	GCCBBBGHH.L.AA.FLY...FLY..DFUU..D.EE H99 F99 A99 G96 U99 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.GUU...G...EE C99 A99 Y99 D96 U98 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.GUU...GEE... C99 A99 Y99 D96 U98 E98 
9 6 3	CCDBBBHHDFL..AAFLY...FLYGUU...GEE... C99 A98 D96 U98 E98 
9 6 3	GCCBBBGHHFLY.AAFLY..DFL...DUU.....EE H99 Y97 G96 D99 E99 
9 6 3	CC.BBBHH.FLY.AAFLYG.DFL.G.D.UU....EE C99 Y99 G99 D99 U99 E99 
9 6 3	CCDBBBHHDFL..AAFLY...FLYGUU...G...EE C99 A98 D96 U98 E99 
9 6 3	CCDBBBHHDF..AA.FLY...FLYGUU.L.G...EE C99 L99 A99 D96 U98 E99 
9 7 2	CCDBBBHHDF.YAA.F.Y...FL.GUU.L.GEE.L. C99 L98 A99 Y99 D96 U98 E98 
9 7 2	CCDBBBHHDF...AAF.Y...FLYGUU.L.GEE.L. C99 L98 A98 D96 U98 E98 
9 6 3	CC.BBBHH.FLYAA.FLYG.DFL.G.DUU.....EE C99 A99 Y99 G99 D99 E99 
9 6 3	.CCBBBHH.F..AADFL...DFL.GUU.LYGEE..Y L99 A99 Y98 D98 U98 E98 
9 7 2	CCDBBBHHD.L..AA.LY...FLYGUUF..G..FEE C99 F98 A98 D96 U98 E99 
9 7 2	CCDBBBHHD...AA..LY...FLYGUUFL.G..FEE C99 F98 L99 A99 D96 U98 E99 
9 6 3	CCBBB.HH.FLY.AAFLY..DFL.G.D.UUG...EE C99 B99 Y99 D99 U99 E99 
9 8 1	CCDBBBHHDF...AAF.....FLYGUU.LYGEE.L. C99 L98 A98 Y99 D96 U98 E98 
9 8 1	CCDBBBHHDF...AAF.....FL.GUU.LYGEE.LY C99 L98 A98 Y98 D96 U98 E98 
9 7 2	CCBBBYHH.FLYGAAFL.G.DFL...D.UU....EE C99 B99 Y98 G98 D99 U99 E99 
9 7 2	CCBBBYHH..LYGAAFL.G..FL...DFUU..D.EE C99 B99 F99 Y98 G98 U99 E99 
9 6 3	CC.BBBHHDFL.AADFL....FLYG..UUYGEE... C99 A99 D97 Y99 E98 
9 6 3	CC.BBBHH.FL.AADFL...DFLYG..UUYGEE... C99 A99 D98 Y99 E98 
9 6 3	.CCBBBHH.FL.AADFL.G.DFL.GUU..YEE...Y A99 Y98 G99 D98 U98 E97 
9 6 3	.CCBBB.HHFLYGAAFLYG.DFL...DUU.EE.... H99 Y95 G98 D99 E97 
9 7 2	CCDBBBHHD.L.AA..LYG..FLYGUUF.....FEE C99 F98 A99 G99 D96 U98 E99 
9 6 3	.CCBBBHH..L.AADFL...DFL.GUUF.YGEE..Y F99 A99 Y98 D98 U98 E98 
9 6 3	CC.BBBHH.FLYAA.FLYG..FL.G.D.UU..D.EE C99 A99 Y99 G99 U99 E99 
9 7 2	.CCBBBHH..L.AAD.L.G.DFL.GUUF.YEE.F.Y F98 A99 Y98 G99 D98 U98 E97 
9 7 2	.CCBBBHH.F..AADF..G.DFL.GUU.LYEE..LY L98 A99 Y98 G99 D98 U98 E97 
9 6 3	CCDBBBHHDFL..AAFLY...FLYG...UUG...EE C99 A98 D96 U99 E99 
9 6 3	.CCBBB.HHFL.AADFL...DFL.GUU..YGEE..Y H99 A99 Y98 D98 U98 E98 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UU....EE C99 A99 G99 D96 U99 E99 
9 8 1	.CCBBBHH....AAD...G.DFL.GUUFLYEE.FLY F98 L98 A99 Y98 G99 D98 U98 E97 
9 6 3	.CCBBB.HHFL.AADFL...DFLYG..UUYGEE... H99 A99 Y99 D98 E98 
9 6 3	.CCBBBHH.FLY.AAFLYG..FL.G.D.UUEED... Y99 G99 D98 U99 E97 
9 7 2	CCBBBYHH.FLYAA.FL...DFL.G.D.UUGEE... C99 B99 A99 Y98 D99 U99 E98 
9 7 2	CCBBBYHH.FLYAA.FL.G.DFL.G.DUU.EE.... C99 B99 A99 Y98 G99 D99 E97 
9 6 3	CCBBBYHHDFLYAADFL.G..FL.G..UU....EE. C99 B99 A99 Y98 G99 D97 
9 6 3	CCBBBYHH.FLYAADFL.G.DFL.G..UU....EE. C99 B99 A99 Y98 G99 D98 
9 7 2	CCBBBYHH.FLY.AAFL.G.DFL.G.D.UUEE.... C99 B99 Y98 G99 D99 U99 E97 
9 7 2	CCBBBYHH.FLY.AAFL.G.DFL.G.D.UU....EE C99 B99 Y98 G99 D99 U99 E99 
9 7 2	CCBBBYHH..LY.AAFL...DFL.G.DFUUGEE... C99 B99 F99 Y98 D99 U99 E98 
9 7 2	CCBBBY.HHFLY.AAFL...DFL.G.D.UUGEE... C99 B99 H99 Y98 D99 U99 E98 
9 6 3	.CCBBBHH..LY.AAFLYG.DFL.G.DFUU.EE... F99 Y99 G99 D99 U99 E98 
9 6 3	CC.BBBHH..LY.AAFLY..DFL.G.DFUUG...EE C99 F99 Y99 D99 U99 E99 
9 6 3	CC.BBBHHDFL.AADFL....FL.G..UUYG.EE.Y C99 A99 D97 Y98 E99 
9 6 3	CC.BBBHH.FL.AA.FLYG.DFLYG.D.UU.EE... C99 A99 D99 G99 U99 E98 
9 6 3	CC.BBBHH.FL.AADFL...DFLYGUU..YG...EE C99 A99 D98 Y99 U98 E99 
9 7 2	CCBBB..HHFL.GAAFL.G.DFLY..DUUY....EE C99 B99 H99 Y99 G98 D99 E99 
9 7 2	CC.BBB.HHFL.AA.FL.G.DFLYG.DUUY....EE C99 H99 A99 G99 D99 Y99 E99 
9 7 2	GCCBBBGHH.L.AA..LY..DFLY..DFUUEE.F.. H99 F98 A99 G96 D99 U99 E97 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.G...UUG...EE C99 Y99 A99 D96 U99 E99 
9 7 2	CCBBBY.HHFLY.AAFL.G.DFL.G.DUU..EE... C99 B99 H99 Y98 G99 D99 E98 
9 6 3	CC.BBBHH.FLY.AAFLYG.DFL.G.D.UU.EE... C99 Y99 D99 G99 U99 E98 
9 6 3	.CCBBBHH.FLYGAAFLYG..FL...D.UUEED... Y99 G98 D98 U99 E97 
9 6 3	CC.BBB.HHFLYGAAFLYG.DFL...DUU.....EE C99 H99 Y99 G98 D99 E99 
9 6 3	.CCBBB.HHFL.AADFL...DFLYGUU..YG...EE H99 A99 Y99 D98 U98 E99 
9 6 3	.CCBBBHH..L.AADFL...DFLYGUUF.YG...EE F99 A99 Y99 D98 U98 E99 
9 7 2	.CCBBBHH..LYGAA.LYG..FL...DFUUEEDF.. F98 Y99 G98 D98 U99 E97 
9 7 2	CCBBBYGHHFLYGAAFL...DFL...DUU..EE... C99 B99 H99 Y98 G97 D99 E98 
9 7 2	CCBBB.HH.FL.AA.FL.G.DFLYG.DUUY....EE C99 B99 A99 Y99 G99 D99 E99 
9 7 2	.CCBBB..HHL.G.AALYG.DFLY..DFUUEE.F.. H98 F98 A99 G98 D99 U99 E97 
9 7 2	.CCBBB.HH.L.G.AALYG.DFLY..DFUUEE.F.. H99 F98 A99 G98 D99 U99 E97 
9 6 3	.CCBBBHH..LYGAAFLYG.DFL...DFUU..EE.. F99 Y99 G98 D99 U99 E99 
9 6 3	.CCBBBGHHFLYGAAFLY..DFL...D.UU..EE.. H99 Y99 G97 D99 U99 E99 
9 6 3	CC.BBBHH..LY.AAFLYG..FL.G.DFUU..D.EE C99 F99 Y99 G99 U99 E99 
9 6 3	CC.BBBHH.FLY.AAFLYG.DFL.G.D.UU..EE.. C99 Y99 D99 G99 U99 E99 
9 6 3	CC.BBBHH..LYGAAFLYG..FL...DFUU..D.EE C99 F99 Y99 G98 U99 E99 
9 6 3	CCBBB.HH.FL.GAAFLYG.DFLY..D.UU..EE.. C99 B99 D99 G98 U99 E99 
9 6 3	CC.BBBHH.FLY.AAFLYG.DFL.G.DUU.EE.... C99 G99 D99 Y95 E97 
9 6 3	CCBBB.HH.FL.GAAFLYG.DFLY..D.UUEE.... C99 B99 G98 D99 U99 E97 
9 6 3	.CCBBBG.HHLYGAAFLY...FL...DFUU..D.EE H98 F99 Y99 G97 U99 E99 
9 6 3	.CCBBBHHDFL.AADFL.G..FLYGUU..Y....EE A99 Y99 G99 D97 U98 E99 
9 6 3	GCCBBBGHHFLY.AAFLY..DFL...DUU..EE... H99 Y97 G96 D99 E98 
9 6 3	CCBBB.HH.FLY.AAFLYG.DFL.G.DUU...EE.. C99 B99 Y99 D99 G99 E99 
