9 0 9	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
15 9 6	...CDE.B.CDESBAADES.HHH...VG....VGWW B99 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	.B.CDE.B.CDEAA..DES.VHHHS.VG.....GWW S98 C99 D99 E99 A99 H97 G99 V99 W99 
15 9 6	.BVCDE.BVCDEAA..DES..HHHS..G.....GWW S98 C99 D99 E99 A99 H97 G99 V96 W99 
15 9 6	...CD....CDE.AA.DESBHHHESBVG....VGWW B97 C99 D99 S98 A98 H98 G99 W99 
15 9 6	...CD....CD.SBAADESBHHHE..VG.E..VGWW B98 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	...CD....CD..BAADESBHHHES.VG.E..VGWW B98 C99 D99 A99 E99 S98 H98 G99 W99 
15 9 6	...CD....CD.S.AADESBHHHE.BVG.E..VGWW B97 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	...CD..B.CD.SBAADES.HHHE..VG.E..VGWW B99 C99 D99 E99 S99 A99 H98 G99 W99 
15 6 9	SB.C.ESB.CDEAA.GDEHHHGD...V.....V.WW S99 C99 E99 A99 G99 W99 
15 9 6	...CD..B.CD..BAADES.HHHES.VG.E..VGWW B99 C99 D99 A99 E99 S98 H98 G99 W99 
15 9 6	...CD.S..CD.SAA.DE.BHHHE.BVG.E..VGWW B97 C99 D99 A98 E99 H98 G99 W99 
15 6 9	.B.....B.CDE.AACDE.HHHDES.VG..S.VGWW S97 C98 H99 G99 W99 
15 9 6	...CD....CD...AADESBHHHESBVG.E..VGWW B97 C99 D99 S98 E99 A99 H98 G99 W99 
15 9 6	...CD....CDE.AA.DE..HHHESBVG..SBVGWW B96 C99 D99 S97 A98 H98 G99 W99 
15 6 9	SB.C.ESB.C.E.AAGDEHHHGD...V.D...VWW. S99 C99 D99 E95 G99 
15 9 6	...CD....CDESAA.DES.HHHE.BVG...BVGWW B96 C99 D99 S99 A98 H98 G99 W99 
15 9 6	...CD.S..CD.S.AADEHHH..E.BVG.E.BVGWW B96 C99 D99 E99 A99 H96 G99 W99 
15 9 6	...CD....CDEAA..DE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A97 H98 G99 W99 
15 9 6	...CD....CDE.AA.DE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A98 H98 G99 W99 
15 9 6	...C..S..C.ES.AADEHHH.DE.BVGD..BVGWW B96 C99 D97 A99 H96 G99 W99 
15 9 6	...CD.S..CD.S.AADE.HHH.E.BVG.E.BVGWW B96 C99 D99 E99 A99 H97 G99 W99 
15 9 6	...CD....CDE..AADE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A99 H97 G99 W99 
15 9 6	...CD....CDE..AADESHHH.ESBVG...BVGWW B96 C99 D99 S98 A99 H97 G99 W99 
15 6 9	SB.CDESB.CDE.AAGDEHHHG....V.....V.WW S99 C99 D99 E99 G99 W99 
15 9 6	...CD....CDES.AADESHHH.E.BVG...BVGWW B96 C99 D99 S99 A99 H97 G99 W99 
15 6 9	SB.CDESB.CDE.AAGDEHHHG....V.....VWW. S99 C99 D99 E95 G99 
15 6 9	.B.....B.CDESAACDESHHHDE..VG....VGWW S99 C98 H99 G99 W99 
15 6 9	SB.CD.SB.CD..AAGDEHHHG.E..V..E..VWW. S99 C99 D99 E97 G99 
15 6 9	SB....SB.CD.AA.CDEHHHGDE..VG.E..VWW. S99 C98 E97 A99 
15 9 6	...C..S..C.ES.AADE.HHHDE.BVGD..BVGWW B96 C99 D97 A99 H97 G99 W99 
15 9 6	...C..S..CDES.AADE.HHHDE.BVG...BVGWW B96 C99 D98 A99 H97 G99 W99 
16 7 9	SB....SB.CDEAA.CDE.HHHDE..VG....VGWW S99 C98 A99 H99 G99 W99 
16 7 9	.B..D..B.CDE.AACDES.HHHES.VG....VGWW S98 C98 D99 H98 G99 W99 
16 7 9	.B..DESB.CDESAACDE.HHH....VG....VGWW C98 D99 E99 H99 G99 W99 
16 10 6	...CDE...CDESAA.DESBHHH..BVG....VGWW B97 C99 D99 E99 S99 A98 H98 G99 W99 
16 10 6	...CD.S..CD.SAA.DE.HHH.E.BVG.E.BVGWW B96 C99 D99 E99 A98 H97 G99 W99 
16 10 6	...C..S..C.ESAA.DE.HHHDE.BVGD..BVGWW B96 C99 D97 A98 H97 G99 W99 
16 10 6	...C..S..CDESAA.DE.HHHDE.BVG...BVGWW B96 C99 D98 A98 H97 G99 W99 
16 7 9	SB...ESB.CDE.AACDE.HHHD...VG....VGWW S99 C98 E99 H99 G99 W99 
16 7 9	SB..DESB..DE.AACDEHHHC....VG....VGWW S99 C97 D99 E99 G99 W99 
16 7 9	.B....SB.C..SAACDE.HHHDE..VGDE..VGWW C98 D99 E99 H99 G99 W99 
16 7 9	SB....SB.CD..AACDE.HHHDE..VG.E..VGWW S99 C98 E99 H99 G99 W99 
16 10 6	S..CDESB.CDE.BAADE..VHHH..VG.....GWW B99 C99 D99 E99 S99 A99 H97 G99 V99 W99 
16 10 6	...CDE...CDE.AA.DE.BHHH.SBVG..S.VGWW B97 C99 D99 E99 S97 A98 H98 G99 W99 
16 7 9	.B..D.SB.CD.SAACDE.HHH.E..VG.E..VGWW C98 D99 E99 H99 G99 W99 
16 10 6	...CDE.B.CDE.BAADE..VHHHS.VG..S..GWW B99 C99 D99 E99 S97 A99 H97 G99 V99 W99 
16 10 6	...CDE...CDEAA..DESBHHH.SBVG....VGWW B97 C99 D99 E99 S98 A97 H98 G99 W99 
16 10 6	S..CDES..CDE.AA.DE.BHHH..BVG....VGWW B97 C99 D99 E99 S99 A98 H98 G99 W99 
16 7 9	SB..D.SB..D..AACDEHHHC.E..VG.E..VGWW S99 C97 D99 E99 G99 W99 
16 10 6	...CDE...CDE.AA.DESBHHH.SBVG....VGWW B97 C99 D99 E99 S98 A98 H98 G99 W99 
16 7 9	SB..D.SB.CD..AACDEHHH..E..VG.E..VGWW S99 C98 D99 E99 G99 W99 
16 7 9	.B.....B.CDE.AACDEHHH.DES.VG..S.VGWW S97 C98 H98 G99 W99 
16 10 6	S..CDES..CDEAA..DE.BHHH..BVG....VGWW B97 C99 D99 E99 S99 A97 H98 G99 W99 
16 10 6	S..CDES..CDE..AADE..VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A99 H97 V99 G99 W99 
16 10 6	...CD.S..CD.SAA.DEHHH..E.BVG.E.BVGWW B96 C99 D99 E99 A98 H96 G99 W99 
16 10 6	...CDES..CDESAA.DE..VHHH.BVG...B.GWW B96 C99 D99 E99 A98 H97 V99 G99 W99 
16 7 9	.B.....B.C.ESAACDESHHHDE..VGD...VGWW S99 C98 D99 H99 G99 W99 
16 10 6	.B.C...B.C..AA..DEHHHGDES.VGDES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	...CDE...CDE..AADE..VHHHSBVG..SB.GWW B96 C99 D99 E99 S97 A99 H97 V99 G99 W99 
16 10 6	...C...B.C...BAADEHHH.DES.VGDES.VGWW B99 C99 A99 D99 E99 H98 S97 G99 W99 
16 10 6	.B.C...B.C....AADEHHHGDES.VGDES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	...CDE...CDE..AADES.VHHHSBVG...B.GWW B96 C99 D99 E99 S98 A99 H97 V99 G99 W99 
16 10 6	...C...B.CD..BAADEHHHGDES.VG.ES.V.WW B99 C99 A99 E99 H98 S97 G98 W99 
16 10 6	...CDE.B.CDESBAADES.VHHH..VG.....GWW B99 C99 D99 E99 S99 A99 H97 G99 V99 W99 
16 10 6	S..CDES..CDE..AADE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A99 H97 G99 W99 
16 7 9	.B.....B.CD.SAACDESHHHDE..VG.E..VGWW S99 C98 E99 H99 G99 W99 
16 10 6	...CD..B.CD..BAADEHHH..ES.VG.ES.VGWW B99 C99 D99 A99 E99 H98 S97 G99 W99 
16 10 6	...CDE.B.CDE.BAADES.VHHHS.VG.....GWW B99 C99 D99 E99 S98 A99 H97 G99 V99 W99 
16 10 6	...CDE...CDES.AADES.VHHH.BVG...B.GWW B96 C99 D99 E99 S99 A99 H97 V99 G99 W99 
16 7 9	SB.CDESB.CDEAA.GDEHHHG....V.....VWW. S99 C99 D99 E95 A99 G99 
16 10 6	S..CDES..CDE.BAADE.BVHHH..VG.....GWW B98 S99 C99 D99 E99 A99 H97 G99 V99 W99 
16 10 6	S..CDES..CDE..AADEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A99 H96 G99 W99 
16 10 6	.B.CD..B.CD...AADEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	S..CDES..CDE..AADE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A99 H97 G99 V99 W99 
16 10 6	S..CDES..CDEAA..DE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A97 H97 G99 W99 
16 10 6	...CD.S..CDESAA.DEHHHG.E.BVG...BV.WW B96 C99 D99 A98 H96 G98 W99 
16 10 6	...CD....CDE.AA.DESHHH.ESBVG...BVGWW B96 C99 D99 S98 A98 H97 G99 W99 
16 10 6	...C...B.C.E.BAADEHHHGDES.VGD.S.V.WW B99 C99 A99 D99 H98 S97 G98 W99 
16 10 6	S..CD.S..CDE.AA.DEHHH..E.BVG...BVGWW B96 C99 D99 S99 A98 H96 G99 W99 
16 10 6	...CDES..CDESAA.DEHHH....BVG...BVGWW B96 C99 D99 E99 A98 H96 G99 W99 
16 10 6	...CDE...CDE.AA.DES.HHH.SBVG...BVGWW B96 C99 D99 S98 E99 A98 H98 G99 W99 
16 10 6	S..CD.S..CDEAA..DEHHH..E.BVG...BVGWW B96 S99 C99 D99 A97 H96 G99 W99 
16 10 6	SBVCDESBVCDEAA..DEHHH......G.....GWW S99 C99 D99 E99 A99 H94 G99 V96 W99 
16 10 6	...C.E.B.C.E.BAADEHHH.D.S.VGD.S.VGWW B99 C99 E99 A99 D99 H98 S97 G99 W99 
16 10 6	S..CD.S..CD..AA.DE..HHHE.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H98 G99 W99 
16 10 6	...CDES..CDESAA.DE.HHH...BVG...BVGWW B96 C99 D99 E99 A98 H95 G99 W99 
16 10 6	SBVCDESBVCDE..AADE...HHH...G.....GWW S99 C99 D99 E99 A97 H97 G99 V96 W99 
16 10 6	SBVCDESBVCDE.AA.DE...HHH...G.....GWW S99 C99 D99 E99 A98 H97 G99 V96 W99 
16 10 6	...CDE...CDE..AADE.HHH..SBVG..SBVGWW B96 C99 D99 E99 S97 A99 H95 G99 W99 
16 10 6	...CDE...CDE..AADEHHH...SBVG..SBVGWW B96 C99 D99 E99 S97 A99 H94 G99 W99 
16 10 6	...CDE...CDEAA..DE.BHHH.SBVG..S.VGWW B97 C99 D99 E99 S97 A97 H98 G99 W99 
16 10 6	...CDE...CDES.AADESHHH...BVG...BVGWW B96 C99 D99 E99 S99 A99 H95 G99 W99 
16 10 6	...C.ES..C.ES.AADE.HHHD..BVGD..BVGWW B96 C99 D97 E99 A99 H95 G99 W99 
16 10 6	...C.ES..CDES.AADE.HHHD..BVG...BVGWW B96 C99 D98 E99 A99 H95 G99 W99 
16 10 6	...CD....CD..AA.DE..HHHESBVG.ESBVGWW B96 C99 D99 S97 E99 A98 H98 G99 W99 
16 10 6	...C.ES..CDES.AADEHHH.D..BVG...BVGWW B96 C99 D98 E99 A99 H96 G99 W99 
16 10 6	...CD....CD..AA.DES.HHHESBVG.E.BVGWW B96 C99 D99 S98 E99 A98 H98 G99 W99 
16 10 6	...C..S..CDES.AADEHHHGDE.BVG...BV.WW B96 C99 D98 A99 H96 G98 W99 
16 10 6	...CD....CD.SAA.DES.HHHE.BVG.E.BVGWW B96 C99 D99 S99 E99 A98 H98 G99 W99 
16 10 6	S..CDES..CDEAA..DE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A97 H98 G99 W99 
16 10 6	...CDES..CDES.AADEHHHG...BVG...BV.WW B96 C99 D99 E99 A99 H94 G98 W99 
16 10 6	S..C..S..CDE..AADEHHH.DE.BVG...BVGWW B96 C99 D98 S99 A99 H96 G99 W99 
16 10 6	...CDE...CDE.AA.DES..HHHSBVG...BVGWW B96 C99 D99 E99 S98 A98 H97 G99 W99 
16 10 6	...CDE...CDE.AA.DE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A98 H97 S97 G99 W99 
16 10 6	S..CDES..CDE.AA.DE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A98 H98 G99 W99 
16 10 6	...C.ES..C.ES.AADEHHH.D..BVGD..BVGWW B96 C99 D97 E99 A99 H94 G99 W99 
16 10 6	S..CDES..CDE.AA.DE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A98 H97 G99 W99 
16 10 6	.B.C.E.B.C.E..AADEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	.B.C.E.B.C.EAA..DEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	S..CDES..CDE.AA.DE...HHH.BVG...BVGWW B96 C99 D99 E99 S99 A98 H97 G99 W99 
16 10 6	S..CDES..CDEAA..DE...HHH.BVG...BVGWW B96 C99 D99 E99 S99 A97 H97 G99 W99 
16 10 6	.B.CDE.B.CDE..AADEHHHG..S.VG..S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	...CDE...CDEAA..DE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A97 H97 S97 G99 W99 
16 10 6	...CDE...CDESAA.DES..HHH.BVG...BVGWW B96 C99 D99 E99 S99 A98 H97 G99 W99 
16 10 6	...CDE...CDE..AADE.BVHHHSBVG..S..GWW B97 C99 D99 E99 A99 H97 S97 V99 G99 W99 
16 7 9	SB.CD.SB.CD.AA.GDEHHHG.E..V..E..VWW. S99 C99 D99 E97 A99 G99 
16 10 6	.B.CDE.B.CDEAA..DEHHHG..S.VG..S.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	...CDE...CDE.BAADESBVHHHS.VG.....GWW B98 C99 D99 E99 A99 S98 H97 V99 G99 W99 
16 7 9	SB...ESB.CDEAA.CDEHHH.D...VG....VGWW S99 C98 E99 A99 G99 W99 
16 10 6	...C..S..C.ESAA.DEHHH.DE.BVGD..BVGWW B96 C99 D97 A98 H96 G99 W99 
16 10 6	...CDE.B.CDE.BAADEHHH...S.VG..S.VGWW B99 C99 D99 E99 A99 H96 S97 G99 W99 
16 10 6	...C..S..CDESAA.DEHHH.DE.BVG...BVGWW B96 C99 D98 A98 H96 G99 W99 
16 10 6	...CDES..CDESAA.DE.BVHHH.BVG.....GWW B97 C99 D99 E99 A98 V99 H97 G99 W99 
16 7 9	SB...ESB..DEAA.CDEHHHCD...VG....VGWW S99 C97 E99 A99 G99 W99 
16 10 6	...CDE...CDEAA..DE...HHHSBVG..SBVGWW B96 C99 D99 E99 S97 A97 H97 G99 W99 
16 10 6	...CDE...CDEAA..DE..HHH.SBVG..SBVGWW B96 C99 D99 E99 A97 H98 S97 G99 W99 
16 10 6	...CDE...CDE.AA.DE...HHHSBVG..SBVGWW B96 C99 D99 E99 S97 A98 H97 G99 W99 
16 10 6	...CDE...CDESBAADESBVHHH..VG.....GWW B98 C99 D99 E99 S99 A99 H97 V99 G99 W99 
16 10 6	.B.CD..B.CD.AA..DEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 A99 H98 G98 W99 
16 10 6	S..CD.S..CD.AA..DE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A97 H98 G99 W99 
16 10 6	S..CD.S..CD..AA.DE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A98 H98 G99 W99 
16 7 9	SB...ESB.C.EAA.CDEHHHGD...VGD...V.WW S99 C98 D99 E99 A99 W99 
16 10 6	...CDE...CDEAA..DES..HHHSBVG...BVGWW B96 C99 D99 E99 S98 A97 H97 G99 W99 
16 7 9	SB.C..SB.C..AA.GDEHHHGDE..V.DE..V.WW S99 C99 D99 E99 A99 G99 W99 
16 7 9	SB....SB..D.AA.CDEHHHCDE..VG.E..VGWW S99 C97 E99 A99 G99 W99 
16 7 9	SB....SB.CD.AA.CDEHHH.DE..VG.E..VGWW S99 C98 E99 A99 G99 W99 
16 10 6	...CDE...CDE..AADESHHH..SBVG...BVGWW B96 C99 D99 E99 S98 A99 H95 G99 W99 
16 7 9	SB.CD.SB.CD.AA.GDEHHHG.E..V..E..V.WW S99 C99 D99 E99 A99 G99 W99 
16 10 6	...CDE...CDE..AADESBVHHHSBVG.....GWW B97 C99 D99 E99 S98 A99 V99 H97 G99 W99 
16 10 6	...CD....CD.AA..DE.BHHHESBVG.ES.VGWW B97 C99 D99 A97 E99 H98 S97 G99 W99 
16 10 6	...C..S..CD.S.AADEHHH.DE.BVG.E.BVGWW B96 C99 D98 E99 A99 H96 G99 W99 
16 10 6	...CDE...CDES.AADESBVHHH.BVG.....GWW B97 C99 D99 E99 S99 A99 V99 H97 G99 W99 
16 10 6	...CDE...CDE.BAADE.BVHHHS.VG..S..GWW B98 C99 D99 E99 S97 A99 V99 H97 G99 W99 
16 10 6	...CD....CD...AADEHHH..ESBVG.ESBVGWW B96 C99 D99 A99 E99 H96 S97 G99 W99 
16 10 6	...CDE...CDE.AA.DE..HHH.SBVG..SBVGWW B96 C99 D99 E99 A98 H98 S97 G99 W99 
16 10 6	...CD....CD...AADE.HHH.ESBVG.ESBVGWW B96 C99 D99 A99 E99 H97 S97 G99 W99 
16 10 6	...CD....CD..AA.DE.BHHHESBVG.ES.VGWW B97 C99 D99 A98 E99 H98 S97 G99 W99 
16 10 6	...CD....CD.AA..DE..HHHESBVG.ESBVGWW B96 C99 D99 A97 E99 H98 S97 G99 W99 
16 7 9	.B..DESB.CDESAACDE..HHH...VG....VGWW C98 D99 E99 H98 G99 W99 
16 7 9	SB..DESB.CDE.AACDEHHH.....VG....VGWW S99 C98 D99 E99 G99 W99 
16 10 6	...CD....CD.AA..DES.HHHESBVG.E.BVGWW B96 C99 D99 S98 E99 A97 H98 G99 W99 
16 10 6	...C..S..C.ES.AADEHHHGDE.BVGD..BV.WW B96 C99 D97 A99 H96 G98 W99 
16 10 6	.B.C...B.CD..AAGD.HHHGDES.V..ES.VWWE S97 C99 E98 H98 G97 W98 
16 10 6	...CD....CD...AADESHHH.ESBVG.E.BVGWW B96 C99 D99 S98 E99 A99 H97 G99 W99 
16 10 6	.B.....B.CD..AACD.HHHGDES.VG.ES.VWWE S97 C98 E98 H98 G98 W98 
16 7 9	SB.C.ESB.C.EAA.GDEHHHGD...V.D...VWW. S99 C99 D99 E95 A99 G99 
16 10 6	S..C..S..C.E..AADEHHH.DE.BVGD..BVGWW B96 S99 C99 D97 A99 H96 G99 W99 
16 10 6	S..CD.S..CD.AA..DE..HHHE.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H98 G99 W99 
16 10 6	S..CD.S..CDE..AADEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A99 H96 G98 W99 
16 10 6	S..CD.S..CD...AADEHHH..E.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H96 G99 W99 
16 10 6	...CDE...CDEAA..DES.HHH.SBVG...BVGWW B96 C99 D99 E99 A97 S98 H98 G99 W99 
16 10 6	SBVCDESBVCDEAA..DE.HHH.....G.....GWW S99 C99 D99 E99 A99 H95 G99 V96 W99 
16 10 6	SBVCDESBVCDEAA..DE..HHH....G.....GWW S99 C99 D99 E99 A99 H96 G99 V96 W99 
16 7 9	SB.C.ESB.C.EAA.GDEHHHGD...V.D...V.WW S99 C99 D99 E99 A99 G99 W99 
16 10 6	S..CD.S..CDEAA..DE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A97 H97 G99 W99 
16 7 9	SB.CDESB.CDEAA.GDEHHHG....V.....V.WW S99 C99 D99 E99 A99 G99 W99 
16 10 6	...CDE...CDESAA.DESB.HHH.BVG....VGWW B97 C99 D99 E99 S99 A98 H97 G99 W99 
16 7 9	.B...E.B.CDE.AACDESHHHD.S.VG....VGWW S98 C98 E99 H99 G99 W99 
16 7 9	.B.....B.CD..AACDE.HHHDES.VG.ES.VGWW S97 C98 E99 H99 G99 W99 
16 10 6	S..C..S..C.E..AADE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A99 H97 G99 W99 
16 10 6	.BVCDE.BVCDE..AADE...HHHS..G..S..GWW S97 C99 D99 E99 A97 H97 G99 V96 W99 
16 10 6	S..CD.S..CDE.AA.DE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A98 H97 G99 W99 
16 10 6	S..CD.S..CD...AADE.HHH.E.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H97 G99 W99 
16 7 9	.B..D..B.CDE.AACDE.HHH.ES.VG..S.VGWW S97 C98 D99 H99 G99 W99 
16 10 6	.BVCDE.BVCDEAA..DEHHH...S..G..S..GWW S97 C99 D99 E99 A99 H94 G99 V96 W99 
16 10 6	.BVCDE.BVCDEAA..DE..HHH.S..G..S..GWW S97 C99 D99 E99 A99 H96 G99 V96 W99 
16 7 9	.B.....B.C.E.AACDE.HHHDES.VGD.S.VGWW S97 C98 D99 H99 G99 W99 
16 10 6	.BVCDE.BVCDEAA..DE.HHH..S..G..S..GWW S97 C99 D99 E99 A99 H95 G99 V96 W99 
16 10 6	...CDE...CDEAA..DESB.HHHSBVG....VGWW B97 C99 D99 E99 A97 S98 H97 G99 W99 
16 10 6	...CDE...CDE.AA.DESB.HHHSBVG....VGWW B97 C99 D99 E99 A98 S98 H97 G99 W99 
16 7 9	.B.....B.C.E.AACDESHHHDES.VGD...VGWW S98 C98 D99 H99 G99 W99 
16 10 6	...CD..B.CDE.BAADEHHHG.ES.VG..S.V.WW B99 C99 D99 A99 H98 G98 S97 W99 
16 10 6	...CDE...CDESAA.DES.HHH..BVG...BVGWW B96 C99 D99 S99 E99 A98 H98 G99 W99 
16 10 6	.BVCDE.BVCDE.AA.DE...HHHS..G..S..GWW S97 C99 D99 E99 A98 H97 G99 V96 W99 
16 10 6	S..C..S..CDE..AADE.HHHDE.BVG...BVGWW B96 S99 C99 D98 A99 H97 G99 W99 
16 7 9	.B.....B.CDEAA.CDESHHHDES.VG....VGWW S98 C98 A99 H99 G99 W99 
16 10 6	...CD.S..CD.S.AADEHHHG.E.BVG.E.BV.WW B96 C99 D99 E99 A99 H96 G98 W99 
16 10 6	...CD....CDE.AA.DE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A98 H97 G99 W99 
16 10 6	...C.E.B.CDE.BAADEHHHGD.S.VG..S.V.WW B99 C99 E99 A99 H98 S97 G98 W99 
16 10 6	...CD....CDESAA.DESHHH.E.BVG...BVGWW B96 C99 D99 S99 A98 H97 G99 W99 
16 10 6	...CD.S..CDES.AADEHHHG.E.BVG...BVWW. B96 C99 D99 A99 H96 G98 W98 
14 11 3	...CD.S..CD.S.AAD.HHHG.E.BVG.E.BVWWE B96 C99 D99 E98 A99 H96 G98 W98 
15 12 3	...C..S..CD.S.AAD.HHHGDE.BVG.E.BVWWE B96 C99 D98 E98 A99 H96 G98 W98 
15 12 3	...C..S..C..S.AAD.HHHGDE.BVGDE.BVWWE B96 C99 D97 E98 A99 H96 G98 W98 
15 12 3	S..CD.S..CD...AAD.HHHG.E.BVG.E.BVWWE B96 C99 D99 S99 E98 A99 H96 G98 W98 
15 12 3	...CD.S..CD.SAA.D.HHHG.E.BVG.E.BVWWE B96 C99 D99 E98 A98 H96 G98 W98 
16 10 6	...CD....CDEAA..DE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A97 H97 G99 W99 
16 10 6	.BVCDE.BVCDE.AA.DES..HHHS..G.....GWW S98 C99 D99 E99 A98 H97 G99 V96 W99 
16 10 6	...C..S..CD.S.AADE.HHHDE.BVG.E.BVGWW B96 C99 D98 E99 A99 H97 G99 W99 
16 10 6	...CD....CDEAA..DESHHH.ESBVG...BVGWW B96 C99 D99 S98 A97 H97 G99 W99 
16 10 6	...CD....CDE..AADEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A99 H96 G98 W99 
16 10 6	...C.....CDE..AADEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A99 H96 G99 W99 
16 10 6	...CD....CD.S.AADESHHH.E.BVG.E.BVGWW B96 C99 D99 E99 S99 A99 H97 G99 W99 
16 10 6	...CD....CD.AA..DESBHHHESBVG.E..VGWW B97 C99 D99 S98 E99 A97 H98 G99 W99 
16 10 6	...CD....CD.SAA.DESBHHHE.BVG.E..VGWW B97 C99 D99 E99 S99 A98 H98 G99 W99 
16 10 6	.BVCDE.BVCDE..AADES..HHHS..G.....GWW S98 C99 D99 E99 A97 H97 G99 V96 W99 
16 10 6	.BVCDE.BVCDEAA..DESHHH..S..G.....GWW S98 C99 D99 E99 A99 H95 G99 V96 W99 
16 10 6	.BVCDE.BVCDEAA..DES.HHH.S..G.....GWW S98 C99 D99 E99 A99 H96 G99 V96 W99 
16 10 6	...CD....CD..AA.DESBHHHESBVG.E..VGWW B97 C99 D99 S98 E99 A98 H98 G99 W99 
16 7 9	.B...E.B.CDESAACDESHHHD...VG....VGWW S99 C98 E99 H99 G99 W99 
16 7 9	.B..D..B.CDESAACDESHHH.E..VG....VGWW S99 C98 D99 H99 G99 W99 
16 10 6	...C.....C.E..AADEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A99 H96 G99 W99 
16 7 9	.B.C...B.CDE.AAGDEHHHGDES.V...S.V.WW S97 C99 H98 G97 W99 
16 7 9	.B..D..B.CDE.AACDESHHH.ES.VG....VGWW S98 C98 D99 H99 G99 W99 
16 10 6	...CD....CDEAA..DEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A97 H96 G99 W99 
16 10 6	...CD....CDE.AA.DEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A98 H96 G99 W99 
16 7 9	.B.....B.CDEAA.CDE.HHHDES.VG..S.VGWW S97 C98 A99 H99 G99 W99 
16 10 6	...C..S..C..S.AADEHHH.DE.BVGDE.BVGWW B96 C99 D97 E99 A99 H96 G99 W99 
16 10 6	...C.....C.E..AADESHHHDESBVGD..BVGWW B96 C99 D97 S98 A99 H97 G99 W99 
16 10 6	...C.....CDE..AADE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A99 H97 G99 W99 
16 7 9	.B..D..B.CDE.AACDE..HHHES.VG..S.VGWW S97 C98 D99 H98 G99 W99 
16 7 9	SB..D.SB.CD.AA.CDEHHHG.E..VG.E..V.WW S99 C98 D99 E99 A99 W99 
16 7 9	.B.....B.CD..AACDESHHHDES.VG.E..VGWW S98 C98 E99 H99 G99 W99 
16 10 6	...C.....C.E..AADE.HHHDESBVGD.SBVGWW B96 C99 D97 S97 A99 H97 G99 W99 
16 13 3	S..CD.S..CD..AA.D.HHHG.E.BVG.E.BVWWE B96 C99 D99 S99 E98 A98 H96 G98 W98 
16 13 3	S..CD.S..CD.AA..D.HHHG.E.BVG.E.BVWWE B96 C99 D99 S99 E98 A97 H96 G98 W98 
16 13 3	S..C..S..C....AAD.HHHGDE.BVGDE.BVWWE B96 C99 D97 S99 E98 A99 H96 G98 W98 
16 13 3	...C..S..C..SAA.D.HHHGDE.BVGDE.BVWWE B96 C99 D97 E98 A98 H96 G98 W98 
16 7 9	SB.C..SB.C.EAA.GDEHHHGDE..V.D...VWW. S99 C99 D99 E96 A99 G99 
16 7 9	.B...E.B.CDE.AACDE.HHHD.S.VG..S.VGWW S97 C98 E99 H99 G99 W99 
16 7 9	.B..D..B.CDESAACDES.HHHE..VG....VGWW S99 C98 D99 H98 G99 W99 
16 13 3	...C..S..CD.SAA.D.HHHGDE.BVG.E.BVWWE B96 C99 D98 E98 A98 H96 G98 W98 
