0 0 0	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
14 14 0	.C..T..CDPTUAADPTUYYYO.UBLLO..B..... B97 P98 T99 U98 A99 Y94 O96 D97 L97 
14 14 0	.C..T..CDPTUAADPTUYYY..UBLLO..B..O.. B97 P98 T99 U98 A99 Y94 O95 D97 L97 
14 14 0	.C..T..CD.TUAADPTUYYYP.UBLLO..B..O.. B97 P97 T99 U98 A99 Y94 O95 D97 L97 
14 14 0	.C.PT..CDPTUAAD.TU.YYY.UBLLO..B..O.. B97 P99 T99 U98 A99 Y93 O95 D97 L97 
14 14 0	.C.PT..CDPTUAAD.TU..YYYUBLLO..B..O.. B97 P99 T99 U98 A99 Y92 O95 D97 L97 
14 14 0	.C.P...CDP..AAD.TUYYYOTUBLLOTUB..... B97 P99 T97 U97 A99 Y94 O96 D97 L97 
14 14 0	.C.P...CDP..AAD.TUYYY.TUBLLOTUB..O.. B97 P99 T97 U97 A99 Y94 O95 D97 L97 
14 14 0	.C.P...CDP..AAD.T.YYYOTUBLLOTUB....U B97 P99 T97 U96 A99 Y94 O96 D97 L97 
14 14 0	.C.P...CDP..AAD.T.YYY.TUBLLOTUB..O.U B97 P99 T97 U96 A99 Y94 O95 D97 L97 
14 14 0	.C...U.CDP.UAADPTUYYYOT.BLLOT.B..... B97 P98 T97 U99 A99 Y94 O96 D97 L97 
14 14 0	.C...U.CDP.UAADPTUYYY.T.BLLOT.B..O.. B97 P98 T97 U99 A99 Y94 O95 D97 L97 
14 14 0	.C...U.CD..UAADPTUYYYPT.BLLOT.B..O.. B97 P97 T97 U99 A99 Y94 O95 D97 L97 
14 14 0	.C.P.U.CDP.UAAD.TU.YYYT.BLLOT.B..O.. B97 P99 T97 U99 A99 Y93 O95 D97 L97 
14 14 0	.C.P...CDP..AAD..UYYYOTUBLLOTUB...T. B97 P99 T96 U97 A99 Y94 O96 D97 L97 
14 14 0	.C.P...CDP..AAD..UYYY.TUBLLOTUB..OT. B97 P99 T96 U97 A99 Y94 O95 D97 L97 
14 14 0	.C.P...CDP..AAD...YYYOTUBLLOTUB...TU B97 P99 T96 U96 A99 Y94 O96 D97 L97 
14 14 0	.C.P...CDP..AAD...YYY.TUBLLOTUB..OTU B97 P99 T96 U96 A99 Y94 O95 D97 L97 
14 14 0	.C...U.CDP.UAADP.UYYYOT.BLLOT.B...T. B97 P98 T96 U99 A99 Y94 O96 D97 L97 
14 14 0	.C...U.CDP.UAADP.UYYY.T.BLLOT.B..OT. B97 P98 T96 U99 A99 Y94 O95 D97 L97 
14 14 0	.C...U.CD..UAADP.UYYYPT.BLLOT.B..OT. B97 P97 T96 U99 A99 Y94 O95 D97 L97 
14 14 0	.C.P.U.CDP.UAAD..U.YYYT.BLLOT.B..OT. B97 P99 T96 U99 A99 Y93 O95 D97 L97 
14 14 0	.C..T..CDPT.AADPTUYYYO.UBLLO.UB..... B97 P98 T99 U97 A99 Y94 O96 D97 L97 
14 14 0	.C..T..CDPT.AADPTUYYY..UBLLO.UB..O.. B97 P98 T99 U97 A99 Y94 O95 D97 L97 
14 14 0	.C..T..CD.T.AADPTUYYYP.UBLLO.UB..O.. B97 P97 T99 U97 A99 Y94 O95 D97 L97 
14 14 0	.C.PT..CDPT.AAD.TU.YYY.UBLLO.UB..O.. B97 P99 T99 U97 A99 Y93 O95 D97 L97 
14 14 0	.C.PT..CDPT.AAD.TU..YYYUBLLO.UB..O.. B97 P99 T99 U97 A99 Y92 O95 D97 L97 
14 14 0	.C..T..CDPT.AADPT.YYYO.UBLLO.UB....U B97 P98 T99 U96 A99 Y94 O96 D97 L97 
14 14 0	.C..T..CDPT.AADPT.YYY..UBLLO.UB..O.U B97 P98 T99 U96 A99 Y94 O95 D97 L97 
14 14 0	.C..T..CD.T.AADPT.YYYP.UBLLO.UB..O.U B97 P97 T99 U96 A99 Y94 O95 D97 L97 
14 14 0	.C.PT..CDPT.AAD.T..YYY.UBLLO.UB..O.U B97 P99 T99 U96 A99 Y93 O95 D97 L97 
14 14 0	.C.PT..CDPT.AAD.T...YYYUBLLO.UB..O.U B97 P99 T99 U96 A99 Y92 O95 D97 L97 
14 14 0	.C..TU.CDPTUAADPTU.YYY..BLLO..B..O.. B97 P98 T99 U99 A99 Y93 O95 D97 L97 
14 14 0	.C..TU.CDPTUAADPTU..YYY.BLLO..B..O.. B97 P98 T99 U99 A99 Y92 O95 D97 L97 
14 14 0	.C..TU.CDPTUAADPTU...YYYBLLO..B..O.. B97 P98 T99 U99 A99 Y91 O95 D97 L97 
14 14 0	.C.PTU.CDPTUAAD.TUBYYY..BLLO.....O.. B96 P99 T99 U99 A99 Y93 O95 D97 L97 
14 14 0	.C.PTU.CDPTUAAD.TUB.YYY.BLLO.....O.. B96 P99 T99 U99 A99 Y92 O95 D97 L97 
14 14 0	.C.PTU.C.PTUAAD.TU..DYYYBLLO..B..O.. B97 P99 T99 U99 A99 Y91 O95 D96 L97 
14 14 0	.C.PTU.CDPTUAAD.TUB..YYYBLLO.....O.. B96 P99 T99 U99 A99 Y91 O95 D97 L97 
14 14 0	.CDP...CDPTU.AAOTUYYYOTUB..LL.B..... B97 P99 T98 U98 A98 Y94 O97 D96 L99 
14 14 0	.CDP...CDPTU.AAOTUYYYOTUB.LL..B..... B97 P99 T98 U98 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDPTU.AAOTUYYYOTUBLL...B..... B97 P99 T98 U98 A98 Y94 O97 D96 L97 
14 14 0	.CDP...CDPT..AAOTUYYYOTUB..LLUB..... B97 P99 T98 U97 A98 Y94 O97 D96 L99 
14 14 0	.CDP...CDPT..AAOT.YYYOTUB..LLUB....U B97 P99 T98 U96 A98 Y94 O97 D96 L99 
14 14 0	.CDP...CDPT..AAOTUYYYOTUB.LL.UB..... B97 P99 T98 U97 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDPT..AAOT.YYYOTUB.LL.UB....U B97 P99 T98 U96 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDPT..AAOTUYYYOTUBLL..UB..... B97 P99 T98 U97 A98 Y94 O97 D96 L97 
14 14 0	.CDP...CDPT..AAOT.YYYOTUBLL..UB....U B97 P99 T98 U96 A98 Y94 O97 D96 L97 
14 14 0	.CDP.U.CDPTU.AA.TUYYYOT.BLLO..B..... B97 P99 T98 U99 A98 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDPTU.AA.TUYYY.T.BLLO..B..O.. B97 P99 T98 U99 A98 Y94 O95 D96 L97 
14 14 0	.CDP...CDP.U.AAOTUYYYOTUB.LLT.B..... B97 P99 T97 U98 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP.U.AAO.UYYYOTUB.LLT.B...T. B97 P99 T96 U98 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP.U.AAOTUYYYOTUBLL.T.B..... B97 P99 T97 U98 A98 Y94 O97 D96 L97 
14 14 0	.CDP...CDP.U.AAO.UYYYOTUBLL.T.B...T. B97 P99 T96 U98 A98 Y94 O97 D96 L97 
14 14 0	.CDPT..CDPTU.AA.TUYYYO.UBLLO..B..... B97 P99 T99 U98 A98 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPTU.AA.TUYYY..UBLLO..B..O.. B97 P99 T99 U98 A98 Y94 O95 D96 L97 
14 14 0	.CDP...CDP...AAOTUYYYOTUB.LLTUB..... B97 P99 T97 U97 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP...AAOT.YYYOTUB.LLTUB....U B97 P99 T97 U96 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP...AAO.UYYYOTUB.LLTUB...T. B97 P99 T96 U97 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP...AAO..YYYOTUB.LLTUB...TU B97 P99 T96 U96 A98 Y94 O97 D96 L98 
14 14 0	.CDP...CDP...AAOTUYYYOTUBLL.TUB..... B97 P99 T97 U97 A98 Y94 O97 D96 L97 
14 14 0	.CDP...CDP...AAOT.YYYOTUBLL.TUB....U B97 P99 T97 U96 A98 Y94 O97 D96 L97 
14 14 0	.CDP.U.CDP.U.AA.TUYYYOT.BLLOT.B..... B97 P99 T97 U99 A98 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDP.U.AA.TUYYY.T.BLLOT.B..O.. B97 P99 T97 U99 A98 Y94 O95 D96 L97 
14 14 0	.CDP...CDP...AAO.UYYYOTUBLL.TUB...T. B97 P99 T96 U97 A98 Y94 O97 D96 L97 
14 14 0	.CDP...CDP...AAO..YYYOTUBLL.TUB...TU B97 P99 T96 U96 A98 Y94 O97 D96 L97 
14 14 0	.CDP.U.CDP.U.AA..UYYYOT.BLLOT.B...T. B97 P99 T96 U99 A98 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDP.U.AA..UYYY.T.BLLOT.B..OT. B97 P99 T96 U99 A98 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT..AA.TUYYYO.UBLLO.UB..... B97 P99 T99 U97 A98 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPT..AA.TUYYY..UBLLO.UB..O.. B97 P99 T99 U97 A98 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT..AA.T.YYYO.UBLLO.UB....U B97 P99 T99 U96 A98 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPT..AA.T.YYY..UBLLO.UB..O.U B97 P99 T99 U96 A98 Y94 O95 D96 L97 
14 14 0	.CD.TU.CDPTU.AAPTUYYYO..BLLO..B..... B97 P98 T99 U99 A98 Y94 O96 D96 L97 
14 14 0	.CD.TU.CDPTU.AAPTUYYY...BLLO..B..O.. B97 P98 T99 U99 A98 Y94 O95 D96 L97 
14 14 0	.CD.TU.CD.TU.AAPTUYYYP..BLLO..B..O.. B97 P97 T99 U99 A98 Y94 O95 D96 L97 
14 14 0	.CDPTU.CDPTU.AA.TU.YYY..BLLO..B..O.. B97 P99 T99 U99 A98 Y93 O95 D96 L97 
14 14 0	.CDPTU.CDPTU.AA.TU..YYY.BLLO..B..O.. B97 P99 T99 U99 A98 Y92 O95 D96 L97 
14 14 0	.CDPTU.CDPTU.AA.TU...YYYBLLO..B..O.. B97 P99 T99 U99 A98 Y91 O95 D96 L97 
14 14 0	..DP...CDPTU.CAATUYYYOTUB..OLLB..... C99 D96 P99 T98 U98 A97 Y94 B97 O98 
14 14 0	..DP....DPTU..AATUYYYOTUBC.OLLBC.... C96 D96 P99 T98 U98 A97 Y94 B97 O98 
14 14 0	.CDP...CDPTUAA..TUYYYOTUBLLO..B..... B97 P99 T98 U98 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDPTUAA..TUYYY.TUBLLO..B..O.. B97 P99 T98 U98 A99 Y94 O95 D96 L97 
14 14 0	.CDP...CDPT.AA..TUYYYOTUBLLO.UB..... B97 P99 T98 U97 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDPT.AA..TUYYY.TUBLLO.UB..O.. B97 P99 T98 U97 A99 Y94 O95 D96 L97 
14 14 0	.CDP...CDPT.AA..T.YYYOTUBLLO.UB....U B97 P99 T98 U96 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDPT.AA..T.YYY.TUBLLO.UB..O.U B97 P99 T98 U96 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CDPTUAA.PTUYYYOT.BLLO..B..... B97 P98 T98 U99 A99 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDPTU..AATUYYYOT.BLLO..B..... B97 P99 T98 U99 A97 Y94 O96 D96 L97 
14 14 0	.CD..U.CDPTUAA.PTUYYY.T.BLLO..B..O.. B97 P98 T98 U99 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CD.TUAA.PTUYYYPT.BLLO..B..O.. B97 P97 T98 U99 A99 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDPTU..AATUYYY.T.BLLO..B..O.. B97 P99 T98 U99 A97 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDPTUAA..TU.YYYT.BLLO..B..O.. B97 P99 T98 U99 A99 Y93 O95 D96 L97 
14 14 0	.CDP...CDP.UAA..TUYYYOTUBLLOT.B..... B97 P99 T97 U98 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP.UAA..TUYYY.TUBLLOT.B..O.. B97 P99 T97 U98 A99 Y94 O95 D96 L97 
14 14 0	.CDP...CDP.UAA...UYYYOTUBLLOT.B...T. B97 P99 T96 U98 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP.UAA...UYYY.TUBLLOT.B..OT. B97 P99 T96 U98 A99 Y94 O95 D96 L97 
14 14 0	.CD.T..CDPTUAA.PTUYYYO.UBLLO..B..... B97 P98 T99 U98 A99 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPTU..AATUYYYO.UBLLO..B..... B97 P99 T99 U98 A97 Y94 O96 D96 L97 
14 14 0	.CD.T..CDPTUAA.PTUYYY..UBLLO..B..O.. B97 P98 T99 U98 A99 Y94 O95 D96 L97 
14 14 0	.CD.T..CD.TUAA.PTUYYYP.UBLLO..B..O.. B97 P97 T99 U98 A99 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPTU..AATUYYY..UBLLO..B..O.. B97 P99 T99 U98 A97 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPTUAA..TU.YYY.UBLLO..B..O.. B97 P99 T99 U98 A99 Y93 O95 D96 L97 
14 14 0	.CDPT..CDPTUAA..TU..YYYUBLLO..B..O.. B97 P99 T99 U98 A99 Y92 O95 D96 L97 
14 14 0	.CDP...CDP..AA..TUYYYOTUBLLOTUB..... B97 P99 T97 U97 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP..AA..TUYYY.TUBLLOTUB..O.. B97 P99 T97 U97 A99 Y94 O95 D96 L97 
14 14 0	.CDP...CDP..AA..T.YYYOTUBLLOTUB....U B97 P99 T97 U96 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP..AA..T.YYY.TUBLLOTUB..O.U B97 P99 T97 U96 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CDP.UAA.PTUYYYOT.BLLOT.B..... B97 P98 T97 U99 A99 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDP.U..AATUYYYOT.BLLOT.B..... B97 P99 T97 U99 A97 Y94 O96 D96 L97 
14 14 0	.CD..U.CDP.UAA.PTUYYY.T.BLLOT.B..O.. B97 P98 T97 U99 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CD..UAA.PTUYYYPT.BLLOT.B..O.. B97 P97 T97 U99 A99 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDP.U..AATUYYY.T.BLLOT.B..O.. B97 P99 T97 U99 A97 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDP.UAA..TU.YYYT.BLLOT.B..O.. B97 P99 T97 U99 A99 Y93 O95 D96 L97 
14 14 0	.CDP...CDP..AA...UYYYOTUBLLOTUB...T. B97 P99 T96 U97 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP..AA...UYYY.TUBLLOTUB..OT. B97 P99 T96 U97 A99 Y94 O95 D96 L97 
14 14 0	.CDP...CDP..AA....YYYOTUBLLOTUB...TU B97 P99 T96 U96 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP..AA....YYY.TUBLLOTUB..OTU B97 P99 T96 U96 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CDP.UAA.P.UYYYOT.BLLOT.B...T. B97 P98 T96 U99 A99 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDP.U..AA.UYYYOT.BLLOT.B...T. B97 P99 T96 U99 A97 Y94 O96 D96 L97 
14 14 0	.CDP.U.CDP.U...AAUYYYOT.BLLOT.B...T. B97 P99 T96 U99 A96 Y94 O96 D96 L97 
14 14 0	.CD..U.CDP.UAA.P.UYYY.T.BLLOT.B..OT. B97 P98 T96 U99 A99 Y94 O95 D96 L97 
14 14 0	.CD..U.CD..UAA.P.UYYYPT.BLLOT.B..OT. B97 P97 T96 U99 A99 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDP.U..AA.UYYY.T.BLLOT.B..OT. B97 P99 T96 U99 A97 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDP.U...AAUYYY.T.BLLOT.B..OT. B97 P99 T96 U99 A96 Y94 O95 D96 L97 
14 14 0	.CDP.U.CDP.UAA...U.YYYT.BLLOT.B..OT. B97 P99 T96 U99 A99 Y93 O95 D96 L97 
14 14 0	.CD.T..CDPT.AA.PTUYYYO.UBLLO.UB..... B97 P98 T99 U97 A99 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPT...AATUYYYO.UBLLO.UB..... B97 P99 T99 U97 A97 Y94 O96 D96 L97 
14 14 0	.CD.T..CDPT.AA.PTUYYY..UBLLO.UB..O.. B97 P98 T99 U97 A99 Y94 O95 D96 L97 
14 14 0	.CD.T..CD.T.AA.PTUYYYP.UBLLO.UB..O.. B97 P97 T99 U97 A99 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT...AATUYYY..UBLLO.UB..O.. B97 P99 T99 U97 A97 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT.AA..TU.YYY.UBLLO.UB..O.. B97 P99 T99 U97 A99 Y93 O95 D96 L97 
14 14 0	.CDPT..CDPT.AA..TU..YYYUBLLO.UB..O.. B97 P99 T99 U97 A99 Y92 O95 D96 L97 
14 14 0	.CD.T..CDPT.AA.PT.YYYO.UBLLO.UB....U B97 P98 T99 U96 A99 Y94 O96 D96 L97 
14 14 0	.CDPT..CDPT...AAT.YYYO.UBLLO.UB....U B97 P99 T99 U96 A97 Y94 O96 D96 L97 
14 14 0	.CD.T..CDPT.AA.PT.YYY..UBLLO.UB..O.U B97 P98 T99 U96 A99 Y94 O95 D96 L97 
14 14 0	.CD.T..CD.T.AA.PT.YYYP.UBLLO.UB..O.U B97 P97 T99 U96 A99 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT...AAT.YYY..UBLLO.UB..O.U B97 P99 T99 U96 A97 Y94 O95 D96 L97 
14 14 0	.CDPT..CDPT.AA..T..YYY.UBLLO.UB..O.U B97 P99 T99 U96 A99 Y93 O95 D96 L97 
14 14 0	.CDPT..CDPT.AA..T...YYYUBLLO.UB..O.U B97 P99 T99 U96 A99 Y92 O95 D96 L97 
14 14 0	..DPTU.CDPTU.CAATUYYYO..BLLO..B..... C99 D96 P99 T99 U99 A97 Y94 O96 B97 L97 
14 14 0	.CD.TU.CDPTUAA.PTU.YYY..BLLO..B..O.. B97 P98 T99 U99 A99 Y93 O95 D96 L97 
14 14 0	.CD.TU.CDPTUAA.PTU..YYY.BLLO..B..O.. B97 P98 T99 U99 A99 Y92 O95 D96 L97 
14 14 0	.CD.TU.CDPTUAA.PTU...YYYBLLO..B..O.. B97 P98 T99 U99 A99 Y91 O95 D96 L97 
14 14 0	..DPTU.CDPTU.CAATUYYY...BLLO..B..O.. C99 D96 P99 T99 U99 A97 Y94 B97 L97 O95 
14 14 0	.CDPTU.CDPTU..AATU.YYY..BLLO..B..O.. B97 P99 T99 U99 A97 Y93 O95 D96 L97 
14 14 0	.CDPTU.CDPTU..AATU..YYY.BLLO..B..O.. B97 P99 T99 U99 A97 Y92 O95 D96 L97 
14 14 0	.CDPTU.CDPTU..AATU...YYYBLLO..B..O.. B97 P99 T99 U99 A97 Y91 O95 D96 L97 
14 14 0	.CDPTU.CDPTUAA..TUBYYY..BLLO.....O.. B96 P99 T99 U99 A99 Y93 O95 D96 L97 
14 14 0	.CDPTU.CDPTUAA..TUB.YYY.BLLO.....O.. B96 P99 T99 U99 A99 Y92 O95 D96 L97 
14 14 0	.CDPTU.CDPTUAA..TUB..YYYBLLO.....O.. B96 P99 T99 U99 A99 Y91 O95 D96 L97 
15 15 0	BC....BCDPTUAADPTUYYYOTU.LLO........ B99 P98 T98 U98 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDPTUAADPTUYYY.TU.LLO.....O.. B99 P98 T98 U98 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD.TUAADPTUYYYPTU.LLO.....O.. B99 P97 T98 U98 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDPTUAAD.TU.YYYTU.LLO.....O.. B99 P99 T98 U98 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDPTUAADPTUYYYOTULL.O........ B99 P98 T98 U98 A99 Y94 O96 D97 L96 
15 15 0	BC....BCDPTUAADPTUYYY.TULL.O.....O.. B99 P98 T98 U98 A99 Y94 O95 D97 L96 
15 15 0	BC....BCD.TUAADPTUYYYPTULL.O.....O.. B99 P97 T98 U98 A99 Y94 O95 D97 L96 
15 15 0	BC.P..BCDPTUAAD.TU.YYYTULL.O.....O.. B99 P99 T98 U98 A99 Y93 O95 D97 L96 
15 15 0	BC....BCDPT.AADPTUYYYOTU.LLO.U...... B99 P98 T98 U97 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDPT.AADPTUYYY.TU.LLO.U...O.. B99 P98 T98 U97 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD.T.AADPTUYYYPTU.LLO.U...O.. B99 P97 T98 U97 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDPT.AAD.TU.YYYTU.LLO.U...O.. B99 P99 T98 U97 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDPT.AADPT.YYYOTU.LLO.U.....U B99 P98 T98 U96 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDPT.AADPT.YYY.TU.LLO.U...O.U B99 P98 T98 U96 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD.T.AADPT.YYYPTU.LLO.U...O.U B99 P97 T98 U96 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDPT.AAD.T..YYYTU.LLO.U...O.U B99 P99 T98 U96 A99 Y93 O95 D97 L97 
15 15 0	BC...UBCDPTUAADPTU.YYYT..LLO.....O.. B99 P98 T98 U99 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDPT.AADPTUYYYOTULL.O.U...... B99 P98 T98 U97 A99 Y94 O96 D97 L96 
15 15 0	BC....BCDPT.AADPTUYYY.TULL.O.U...O.. B99 P98 T98 U97 A99 Y94 O95 D97 L96 
15 15 0	BC....BCD.T.AADPTUYYYPTULL.O.U...O.. B99 P97 T98 U97 A99 Y94 O95 D97 L96 
15 15 0	BC.P..BCDPT.AAD.TU.YYYTULL.O.U...O.. B99 P99 T98 U97 A99 Y93 O95 D97 L96 
15 15 0	BC....BCDPT.AADPT.YYYOTULL.O.U.....U B99 P98 T98 U96 A99 Y94 O96 D97 L96 
15 15 0	BC....BCDPT.AADPT.YYY.TULL.O.U...O.U B99 P98 T98 U96 A99 Y94 O95 D97 L96 
15 15 0	BC....BCD.T.AADPT.YYYPTULL.O.U...O.U B99 P97 T98 U96 A99 Y94 O95 D97 L96 
15 15 0	BC.P..BCDPT.AAD.T..YYYTULL.O.U...O.U B99 P99 T98 U96 A99 Y93 O95 D97 L96 
15 15 0	BC...UBCDPTUAADPTU.YYYT.LL.O.....O.. B99 P98 T98 U99 A99 Y93 O95 D97 L96 
15 15 0	BC....BCDP.UAADPTUYYYOTU.LLOT....... B99 P98 T97 U98 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP.UAADPTUYYY.TU.LLOT....O.. B99 P98 T97 U98 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD..UAADPTUYYYPTU.LLOT....O.. B99 P97 T97 U98 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP.UAAD.TU.YYYTU.LLOT....O.. B99 P99 T97 U98 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDP.UAADP.UYYYOTU.LLOT.....T. B99 P98 T96 U98 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP.UAADP.UYYY.TU.LLOT....OT. B99 P98 T96 U98 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD..UAADP.UYYYPTU.LLOT....OT. B99 P97 T96 U98 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP.UAAD..U.YYYTU.LLOT....OT. B99 P99 T96 U98 A99 Y93 O95 D97 L97 
15 15 0	BC..T.BCDPTUAADPTU.YYY.U.LLO.....O.. B99 P98 T99 U98 A99 Y93 O95 D97 L97 
15 15 0	BC..T.BCDPTUAADPTU..YYYU.LLO.....O.. B99 P98 T99 U98 A99 Y92 O95 D97 L97 
15 15 0	BC....BCDP.UAADPTUYYYOTULL.OT....... B99 P98 T97 U98 A99 Y94 O96 D97 L96 
15 15 0	BC....BCDP.UAADPTUYYY.TULL.OT....O.. B99 P98 T97 U98 A99 Y94 O95 D97 L96 
15 15 0	BC....BCD..UAADPTUYYYPTULL.OT....O.. B99 P97 T97 U98 A99 Y94 O95 D97 L96 
15 15 0	BC.P..BCDP.UAAD.TU.YYYTULL.OT....O.. B99 P99 T97 U98 A99 Y93 O95 D97 L96 
15 15 0	BC....BCDP.UAADP.UYYYOTULL.OT.....T. B99 P98 T96 U98 A99 Y94 O96 D97 L96 
15 15 0	BC....BCDP.UAADP.UYYY.TULL.OT....OT. B99 P98 T96 U98 A99 Y94 O95 D97 L96 
15 15 0	BC....BCD..UAADP.UYYYPTULL.OT....OT. B99 P97 T96 U98 A99 Y94 O95 D97 L96 
15 15 0	BC.P..BCDP.UAAD..U.YYYTULL.OT....OT. B99 P99 T96 U98 A99 Y93 O95 D97 L96 
15 15 0	BC..T.BCDPTUAADPTU.YYY.ULL.O.....O.. B99 P98 T99 U98 A99 Y93 O95 D97 L96 
15 15 0	BC..T.BCDPTUAADPTU..YYYULL.O.....O.. B99 P98 T99 U98 A99 Y92 O95 D97 L96 
15 15 0	BC....BCDP..AADPTUYYYOTU.LLOTU...... B99 P98 T97 U97 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP..AADPTUYYY.TU.LLOTU...O.. B99 P98 T97 U97 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD...AADPTUYYYPTU.LLOTU...O.. B99 P97 T97 U97 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP..AAD.TU.YYYTU.LLOTU...O.. B99 P99 T97 U97 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDP..AADPT.YYYOTU.LLOTU.....U B99 P98 T97 U96 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP..AADPT.YYY.TU.LLOTU...O.U B99 P98 T97 U96 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD...AADPT.YYYPTU.LLOTU...O.U B99 P97 T97 U96 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP..AAD.T..YYYTU.LLOTU...O.U B99 P99 T97 U96 A99 Y93 O95 D97 L97 
15 15 0	BC...UBCDP.UAADPTU.YYYT..LLOT....O.. B99 P98 T97 U99 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDP..AADP.UYYYOTU.LLOTU....T. B99 P98 T96 U97 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP..AADP.UYYY.TU.LLOTU...OT. B99 P98 T96 U97 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD...AADP.UYYYPTU.LLOTU...OT. B99 P97 T96 U97 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP..AAD..U.YYYTU.LLOTU...OT. B99 P99 T96 U97 A99 Y93 O95 D97 L97 
15 15 0	BC....BCDP..AADP..YYYOTU.LLOTU....TU B99 P98 T96 U96 A99 Y94 O96 D97 L97 
15 15 0	BC....BCDP..AADP..YYY.TU.LLOTU...OTU B99 P98 T96 U96 A99 Y94 O95 D97 L97 
15 15 0	BC....BCD...AADP..YYYPTU.LLOTU...OTU B99 P97 T96 U96 A99 Y94 O95 D97 L97 
15 15 0	BC.P..BCDP..AAD....YYYTU.LLOTU...OTU B99 P99 T96 U96 A99 Y93 O95 D97 L97 
