3 0 3	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
12 9 3	....TUB..PTUBAAPTU.CYYY..CDOLL..DO.. P98 T99 U99 A98 C97 Y98 O99 
12 9 3	.CD..U.CDPTUAA.PTUBYYYT.B..OLL...O.. B98 T98 U99 A99 Y95 O99 D96 
12 9 3	BCD.T.BCDPTUAA.PTUYYY..U...OLL...O.. B99 T99 U98 A99 Y94 O99 D96 
12 9 3	BCD..UBCDPTUAA.PTU.YYYT....OLL...O.. B99 T98 U99 A99 Y95 O99 D96 
12 9 3	BCD.T.BCDPTUAA.PTU.YYY.U...OLL...O.. B99 T99 U98 A99 Y95 O99 D96 
12 9 3	....T.B..PTUBAAPTUYYY..U.CDOLL.CDO.. P98 T99 A98 Y96 C96 O99 
12 9 3	.CD..U.CDPTUAA.PTU.YYYT.B..OLLB..O.. B97 T98 U99 A99 Y95 O99 D96 
12 9 3	.CD.T..CDPTUAA.PTUB.YYYUB..OLL...O.. B98 T99 U98 A99 Y96 O99 D96 
12 9 3	.C..TU.C..TUAA.PTUYYYP..B.DOLLB.DO.. B97 P97 T99 U99 A99 Y98 O99 
12 9 3	.C.PTU.C.PTUAA.OTUYYYO..B.D.LLB.D... B97 P99 T99 U99 A99 Y98 O97 
12 9 3	B...T.B..PTUAA.PTU..YYYU.CDOLL.CDO.. C96 B99 P98 T99 A97 Y98 O99 
12 9 3	....T.B..PTUBAAPTU.YYY.U.CDOLL.CDO.. P98 T99 A98 Y97 C96 O99 
12 9 3	....T.B...TUBAAPTUYYYP.U.CDOLL.CDO.. P97 T99 A98 Y96 C96 O99 
12 9 3	.CD.TU.CDPTU.AAPTUBYYY..B..OLL...O.. B98 T99 U99 A98 Y95 O99 D96 
12 9 3	.CD.T..CDPTUAA.PTU..YYYUB..OLLB..O.. B97 T99 U98 A99 Y96 O99 D96 
12 9 3	BCD.TUBCDPTUAA.PTUYYYO.....OLL...... B99 T99 U99 A99 Y94 O98 D96 
12 9 3	....TUB..PTUBAAPTU..YYY..CDOLL.CDO.. P98 T99 U99 A98 Y98 C96 O99 
12 9 3	.CD.TU.CDPTU.AAPTUYYY...B..OLLB..O.. B97 T99 U99 A98 Y94 O99 D96 
12 9 3	....T....PTUAA.PTUBCYYYUBCDOLL..DO.. P98 T99 A97 B98 C97 Y98 O99 
12 9 3	.CD.TUBCDPTUBAAPTU...YYY...OLL...O.. B94 T99 U99 A98 Y97 O99 D96 
12 9 3	.CD.T..CDPTUAA.PTUBYYY.UB..OLL...O.. B98 T99 U98 A99 Y95 O99 D96 
12 9 3	.CD.TU.CDPTUAA.PTUYYYO..B..OLLB..... B97 T99 U99 A99 Y94 O98 D96 
12 9 3	BCD.TUBCDPTU.AAPTU..YYY....OLL...O.. B99 T99 U99 A98 Y96 O99 D96 
12 9 3	.CD.T..CDPTUAA.PTUYYY..UB..OLLB..O.. B97 T99 U98 A99 Y94 O99 D96 
12 9 3	...PT.B..PTUBAAOTUYYYO.U.CD.LL.CD... C96 P99 T99 A98 Y96 O97 
12 9 3	B...T.B..PTU.AAPTU.CYYYU.CDOLL..DO.. C97 P98 T99 B99 A98 Y98 O99 
12 9 3	BCD..UBCDPTUAA.PTUYYY.T....OLL...O.. B99 T98 U99 A99 Y94 O99 D96 
12 9 3	....TUB..PTUBAAPTU.C.YYY.CDOLL..DO.. P98 T99 U99 A98 C97 Y97 O99 
12 9 3	.CD..U.CDPTUAA.PTUYYY.T.B..OLLB..O.. B97 T98 U99 A99 Y94 O99 D96 
12 9 3	....T....PTUBAAPTUBCYYYU.CDOLL..DO.. P98 T99 B99 A98 C97 Y98 O99 
12 9 3	B...T.B..PTU.AAPTU..YYYU.CDOLL.CDO.. C96 B99 P98 T99 A98 Y98 O99 
12 9 3	....T....PTU.AAPTUBCYYYUBCDOLL..DO.. P98 T99 A98 B98 C97 Y98 O99 
12 9 3	....T....PTUBAAPTUB.YYYU.CDOLL.CDO.. P98 T99 B99 A98 Y98 C96 O99 
12 9 3	....T....PTU.AAPTU.CYYYUBCDOLLB.DO.. P98 T99 A98 C97 Y98 B97 O99 
12 9 3	BCD.TUBCDPTU.AAPTUYYY......OLL...O.. B99 T99 U99 A98 Y94 O99 D96 
12 9 3	....T....PTU.AAPTU..YYYUBCDOLLBCDO.. P98 T99 A98 Y98 B97 C96 O99 
12 9 3	BCD.TUBCDPTU.AAPTU.YYY.....OLL...O.. B99 T99 U99 A98 Y95 O99 D96 
12 9 3	....T....PTUAA.PTUB.YYYUBCDOLL.CDO.. P98 T99 A97 B98 Y98 C96 O99 
12 9 3	BCD.T.BCDPTUAA.PTU..YYYU...OLL...O.. B99 T99 U98 A99 Y96 O99 D96 
12 9 3	....T....PTUAA.PTU.CYYYUBCDOLLB.DO.. P98 T99 A97 C97 Y98 B97 O99 
12 9 3	B...T.B..PTUAA.PTU.CYYYU.CDOLL..DO.. C97 B99 P98 T99 A97 Y98 O99 
12 9 3	....TUB..PTUBAAPTU...YYY.CDOLL.CDO.. P98 T99 U99 A98 Y97 C96 O99 
12 9 3	.CD.T..CDPTUAA.PTU.YYY.UB..OLLB..O.. B97 T99 U98 A99 Y95 O99 D96 
12 9 3	.CD.TU.CDPTU.AAPTUB.YYY.B..OLL...O.. B98 T99 U99 A98 Y96 O99 D96 
12 9 3	....T....PTU.AAPTUB.YYYUBCDOLL.CDO.. P98 T99 A98 B98 Y98 C96 O99 
12 9 3	....T....PTUAA.PTU..YYYUBCDOLLBCDO.. P98 T99 A97 Y98 B97 C96 O99 
13 11 2	..DPTU..DPTU.AA.TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A96 Y97 D96 O99 
13 11 2	.CDPT..CDPTU..AATUB.YYYUB..OLL...O.. B98 P99 T99 U98 A97 Y96 O99 D96 
13 11 2	B.DPTUB.DPTU..AATUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D96 
13 11 2	..DPTU..DPTUAA..TUBCYYY.BC.OLL...O.. C97 P99 T99 U99 B98 A97 Y96 D96 O99 
13 11 2	B.DPTUB.DPTU.AA.TU...YYY.C.OLL.C.O.. C96 P99 T99 U99 B99 A96 Y97 D96 O99 
13 11 2	..DPTU..DPTUAA..TUBYYY..BC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y95 D96 O99 
13 11 2	B..P.UB..PTU.AA.TU.YYYT..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y97 O99 
13 11 2	...P.U...PTUAA..TUBYYYT.BCDOLL.CDO.. C96 P99 T98 U99 A97 B98 Y97 O99 
13 11 2	B.DPTUB.DPTU..AATU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D96 
13 11 2	B.DPTUBCDPTU.CAATUYYY......OLL...O.. C99 B99 P99 T99 U99 A97 Y94 O99 D96 
13 11 2	B.DPTUB.DPTUAA..TU.CYYY..C.OLL...O.. C97 P99 T99 U99 B99 A97 Y96 D96 O99 
13 11 2	BCDPT.BCDPTU..AATU..YYYU...OLL...O.. B99 P99 T99 U98 A97 Y96 O99 D96 
13 11 2	B..PTUB..PTUAA..TUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A97 Y96 O98 
13 11 2	.CDP.U.CDPTU.AA.TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A98 Y95 O99 D96 
13 11 2	BCDPT.BCDPTU.AA.TU.YYY.U...OLL...O.. B99 P99 T99 U98 A98 Y95 O99 D96 
13 11 2	.CDPTUBCDPTUB.AATUYYY......OLL...O.. B96 P99 T99 U99 A97 Y94 O99 D96 
13 11 2	.CDPTU.CDPTUB.AATUBYYY.....OLL...O.. B97 P99 T99 U99 A97 Y95 O99 D96 
13 11 2	BCDPT.BCDPTU..AATU.YYY.U...OLL...O.. B99 P99 T99 U98 A97 Y95 O99 D96 
13 11 2	BCDP.UBCDPTU..AATU.YYYT....OLL...O.. B99 P99 T98 U99 A97 Y95 O99 D96 
13 11 2	..DPTU..DPTU..AATUBCYYY.BC.OLL...O.. C97 D96 P99 T99 U99 A97 B98 Y96 O99 
13 11 2	..DPTU..DPTU.CAATUBCYYY.B..OLL...O.. C98 D96 P99 T99 U99 A97 B98 Y96 O99 
13 11 2	.CDPT..CDPTU.AA.TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A98 Y96 O99 D96 
13 11 2	..DPTU.CDPTU.CAATUBYYY..B..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y95 O99 
13 11 2	.CDPT..CDPTU..AATUBYYY.UB..OLL...O.. B98 P99 T99 U98 A97 Y95 O99 D96 
13 11 2	.CDP.U.CDPTU..AATUBYYYT.B..OLL...O.. B98 P99 T98 U99 A97 Y95 O99 D96 
13 11 2	B..P.UB..PTU..AATUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A99 Y96 O98 
13 11 2	...P.....PTU.AA.TUYYYOTUBCDOLLBCD... C96 P99 T98 A98 Y96 B97 O98 
13 11 2	...P.UB..PTUBAA.TUYYYOT..CDOLL.CD... C96 P99 T98 U99 A98 Y96 O98 
13 11 2	B..P.UB..PTUAA..TUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y96 O99 
13 11 2	B.DPTUB.DPTUAA..TU.YYY...C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y95 D96 O99 
13 11 2	...P.U...PTU.AA.TUYYY.T.BCDOLLBCDO.. C96 P99 T98 U99 A98 Y96 B97 O99 
13 11 2	.CDPT..CDPTU.AA.TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A98 Y95 O99 D96 
13 11 2	B.DPTUB.DPTUAA..TUYYY....C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y94 D96 O99 
13 11 2	.CDPT..CDPTU.AA.TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A98 Y96 O99 D96 
13 11 2	B.DPTUB.DPTU..AATU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D96 
13 11 2	B.DPTUB.DPTUAA..TU..YYY..C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y96 D96 O99 
13 11 2	B..PTUB..PTU.AA.TUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A98 Y96 O98 
13 11 2	.CDP.U.CDPTU..AATU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A97 Y95 O99 D96 
13 11 2	..DPTU.CDPTU.CAATU.YYY..B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y95 B97 O99 
13 11 2	..DPTU.CDPTU.CAATU..YYY.B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y96 B97 O99 
13 11 2	..DPTU..DPTUAA..TUYYY...BC.OLLBC.O.. C96 P99 T99 U99 A97 Y94 B97 D96 O99 
13 11 2	B..P.UB..PTUAA..TU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y97 O99 
13 11 2	..DPTU..DPTUAA..TU..YYY.BC.OLLBC.O.. C96 P99 T99 U99 A97 Y96 B97 D96 O99 
13 11 2	..DPTU..DPTUAA..TU.YYY..BC.OLLBC.O.. C96 P99 T99 U99 A97 Y95 B97 D96 O99 
13 11 2	...P.U...PTUAA..TU.YYYT.BCDOLLBCDO.. C96 P99 T98 U99 A97 Y95 B97 O99 
13 11 2	B..P.UB..PTU.AA.TUYYY.T..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y96 O99 
13 11 2	B..P..B..PTU.AA.TUYYYOTU.CDOLL.CD... C96 P99 T98 B99 A98 Y96 O98 
13 11 2	BCDP.UBCDPTUAA..TUYYYOT....OLL...... B99 P99 T98 U99 A99 Y94 O98 D96 
13 11 2	BCDP.UBCDPTU.AA.TUYYY.T....OLL...O.. B99 P99 T98 U99 A98 Y94 O99 D96 
13 11 2	BCDPTUBCDPTU.AA.TUYYYO.....OLL...... B99 P99 T99 U99 A98 Y94 O98 D96 
13 11 2	BCDPTUBCDPTU..AATUYYYO.....OLL...... B99 P99 T99 U99 A97 Y94 O98 D96 
13 11 2	.CDPTUBCDPTUBAA.TUYYY......OLL...O.. B98 D96 P99 T99 U99 A98 Y94 O99 
13 11 2	BCDPT.BCDPTUAA..TUYYYO.U...OLL...... B99 P99 T99 U98 A99 Y94 O98 D96 
13 11 2	BCDP.UBCDPTU..AATUYYY.T....OLL...O.. B99 P99 T98 U99 A97 Y94 O99 D96 
13 11 2	BCDPT.BCDPTU..AATUYYY..U...OLL...O.. B99 P99 T99 U98 A97 Y94 O99 D96 
13 11 2	BCDPT.BCDPTU.AA.TUYYY..U...OLL...O.. B99 P99 T99 U98 A98 Y94 O99 D96 
13 11 2	BCDP..BCDPTUAA..TUYYY.TU...OLL...O.. B99 P99 T98 U98 A99 Y94 O99 D96 
13 11 2	...P.....PTUAA..TUYYYOTUBCDOLLBCD... C96 P99 T98 A97 Y96 B97 O98 
13 11 2	.CDP.U.CDPTU.AA.TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A98 Y94 O99 D96 
13 11 2	.CDP...CDPTUAA..TUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A99 Y94 O99 D96 
13 11 2	.CDPT..CDPTU.AA.TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A98 Y94 O99 D96 
13 11 2	.CDPT..CDPTU..AATUYYY..UB..OLLB..O.. B97 P99 T99 U98 A97 Y94 O99 D96 
13 11 2	.CDPTU.CDPTU..AATUYYYO..B..OLLB..... B97 P99 T99 U99 A97 Y94 O98 D96 
13 11 2	.CDP.U.CDPTU..AATUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A97 Y94 O99 D96 
13 11 2	..DPTU.CDPTU.CAATUYYY...B..OLLB..O.. C99 D96 P99 T99 U99 A97 Y94 B97 O99 
13 11 2	.CDPTU.CDPTU.AA.TUYYYO..B..OLLB..... B97 P99 T99 U99 A98 Y94 O98 D96 
13 11 2	.CDPT..CDPTUAA..TUYYYO.UB..OLLB..... B97 P99 T99 U98 A99 Y94 O98 D96 
13 11 2	...PTU...PTU.AA.TUYYYO..BCDOLLBCD... C96 P99 T99 U99 A98 Y94 B97 O98 
13 11 2	.CDP.U.CDPTUAA..TUYYYOT.B..OLLB..... B97 P99 T98 U99 A99 Y94 O98 D96 
13 11 2	...P.U...PTU..AATUYYYOT.BCDOLLBCD... C96 P99 T98 U99 A99 Y94 B97 O98 
13 11 2	.CDPT..CDPTU.AA.TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A98 Y95 O99 D96 
13 11 2	..DPTU..DPTUAA..TU.CYYY.BC.OLLB..O.. C97 P99 T99 U99 A97 Y96 B97 D96 O99 
13 11 2	.CDP...CDPTUAA..TUBYYYTUB..OLL...O.. B98 P99 T98 U98 A99 Y95 O99 D96 
13 11 2	..DPTU..DPTU.AA.TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 A96 Y97 B97 D96 O99 
13 11 2	.CDPT..CDPTU..AATU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A97 Y95 O99 D96 
13 11 2	...P.U...PTUAA..TUYYY.T.BCDOLLBCDO.. C96 P99 T98 U99 A97 Y94 B97 O99 
13 11 2	...PTU...PTUAA..TUYYYO..BCDOLLBCD... C96 P99 T99 U99 A97 Y94 B97 O98 
13 11 2	..DPTU.CDPTU.CAATUB.YYY.B..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y96 O99 
13 11 2	.CDPT..CDPTU..AATU..YYYUB..OLLB..O.. B97 P99 T99 U98 A97 Y96 O99 D96 
13 11 2	..DPTU..DPTU.AA.TUBC.YYYBC.OLL...O.. C97 D96 P99 T99 U99 A96 B98 Y97 O99 
13 11 2	BCDP..BCDPTUAA..TU.YYYTU...OLL...O.. B99 P99 T98 U98 A99 Y95 O99 D96 
13 11 2	..DPTU..DPTU..AATUBYYY..BC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y95 O99 
13 11 2	.CDPTUBCDPTUB.AATU.YYY.....OLL...O.. B96 P99 T99 U99 A97 Y95 O99 D96 
13 11 2	BCDP.UBCDPTU.AA.TU.YYYT....OLL...O.. B99 P99 T98 U99 A98 Y95 O99 D96 
13 11 2	..DPTU..DPTU..AATUB.YYY.BC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y96 O99 
13 11 2	.CDPTU.CDPTUBAA.TUBYYY.....OLL...O.. B97 D96 P99 T99 U99 A98 Y95 O99 
13 11 2	..DPTU..DPTU..AATU.CYYY.BC.OLLB..O.. C97 D96 P99 T99 U99 A97 Y96 B97 O99 
13 11 2	.CDPTUBCDPTUBAA.TU.YYY.....OLL...O.. B98 D96 P99 T99 U99 A98 Y95 O99 
13 11 2	..DPTUB.DPTUB.AATU...YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y97 B94 O99 
13 11 2	BCDPT.BCDPTU.AA.TU..YYYU...OLL...O.. B99 P99 T99 U98 A98 Y96 O99 D96 
13 11 2	B..P..B..PTUAA..TUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A97 Y96 O98 
13 11 2	.CDPTUBCDPTUBAA.TU..YYY....OLL...O.. B98 D96 P99 T99 U99 A98 Y96 O99 
13 11 2	.CDPTU.CDPTUBAA.TUB.YYY....OLL...O.. B97 D96 P99 T99 U99 A98 Y96 O99 
13 11 2	..DPTU..DPTUB.AATUB..YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y97 B95 O99 
13 11 2	.CDP.U.CDPTU.AA.TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A98 Y95 O99 D96 
13 11 2	..DPTU..DPTU..AATUYYY...BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y94 B97 O99 
13 11 2	..DPTU..DPTU..AATU..YYY.BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y96 B97 O99 
13 11 2	..DPTU..DPTU..AATU.YYY..BC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y95 B97 O99 
13 11 2	...P.U...PTU.AA.TU.YYYT.BCDOLLBCDO.. C96 P99 T98 B97 U99 A98 Y97 O99 
13 11 2	..DPTU..DPTU.AA.TU...YYYBC.OLLBC.O.. C96 D96 P99 T99 U99 A96 Y97 B97 O99 
13 11 2	...P.U...PTUBAA.TUBYYYT..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y97 O99 
13 11 2	...P.U...PTU.AA.TUBYYYT.BCDOLL.CDO.. C96 P99 T98 B98 U99 A98 Y97 O99 
13 11 2	B.DPTUBCDPTU.CAATU.YYY.....OLL...O.. C99 B99 P99 T99 U99 A97 Y95 O99 D96 
13 11 2	..DPTU..DPTUBCAATUBC.YYY...OLL...O.. B97 D96 P99 T99 U99 C98 A97 Y97 O99 
13 11 2	..DPTU.CDPTUBCAATUB..YYY...OLL...O.. B97 D96 P99 T99 U99 C99 A97 Y97 O99 
13 11 2	..DPTUBCDPTUBCAATU...YYY...OLL...O.. B98 D96 P99 T99 U99 C99 A97 Y97 O99 
13 11 2	..DPTUB.DPTUBCAATU.C.YYY...OLL...O.. B98 D96 P99 T99 U99 C98 A97 Y97 O99 
13 11 2	B.DPTUB.DPTU..AATU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D96 
13 11 2	B.DPTUBCDPTU.CAATU..YYY....OLL...O.. C99 B99 P99 T99 U99 A97 Y96 O99 D96 
13 11 2	B.DPTUB.DPTU.CAATU.CYYY....OLL...O.. C98 B99 P99 T99 U99 A97 Y96 O99 D96 
13 11 2	.CDPTU.CDPTUB.AATUB.YYY....OLL...O.. B97 D96 P99 T99 U99 A97 Y96 O99 
13 11 2	.CDP...CDPTUAA..TU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A99 Y95 O99 D96 
13 11 2	.CDPTUBCDPTUB.AATU..YYY....OLL...O.. B98 D96 P99 T99 U99 A97 Y96 O99 
13 11 2	..DPTU..DPTUB.AATUBC.YYY.C.OLL...O.. B97 D96 P99 T99 U99 A97 C97 Y97 O99 
13 11 2	..DPTUB.DPTUB.AATU.C.YYY.C.OLL...O.. B98 D96 P99 T99 U99 A97 C97 Y97 O99 
13 11 2	B.DPTUB.DPTU.AA.TU.C.YYY.C.OLL...O.. C97 P99 T99 U99 B99 A96 Y97 D96 O99 
13 11 2	..DPTU..DPTU.CAATU.CYYY.B..OLLB..O.. C98 D96 P99 T99 U99 A97 Y96 B97 O99 
13 11 2	..DPTU..DPTUAA..TUB.YYY.BC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y96 D96 O99 
13 10 3	....TU...PTUAA.PTUB.YYY.BCDOLL.CDO.. P98 T99 U99 A97 B98 Y98 C96 O99 
13 10 3	.CD.TUBCDPTUBAAPTU.YYY.....OLL...O.. B94 T99 U99 A98 Y95 O99 D96 
13 10 3	.CD.TU.CDPTUBAAPTUBYYY.....OLL...O.. B95 T99 U99 A98 Y95 O99 D96 
13 10 3	.CD..U.CDPTU.AAPTUBYYYT.B..OLL...O.. B98 T98 U99 A98 Y95 O99 D96 
13 10 3	BCD...BCDPTUAA.PTU.YYYTU...OLL...O.. B99 T98 U98 A99 Y95 O99 D96 
13 10 3	....TU...PTUAA.PTUB..YYYBCDOLL.CDO.. P98 T99 U99 A97 B98 Y97 C96 O99 
13 10 3	B..PTUB.DPTUAAD.TU.C.YYY.C.OLL...O.. C97 P99 T99 U99 B99 A97 Y97 D97 O99 
13 10 3	B..PTUB..PTUAAD.TU.CDYYY.C.OLL...O.. C97 P99 T99 U99 B99 A97 Y97 D98 O99 
13 10 3	....T....PTU.AAPTUBYYY.UBCDOLL.CDO.. P98 T99 A98 B98 Y97 C96 O99 
13 10 3	B...TUB..PTUAA.PTU.C.YYY.CDOLL..DO.. C97 P98 T99 U99 B99 A97 Y97 O99 
13 10 3	....TU...PTUBAAPTUB..YYY.CDOLL.CDO.. P98 T99 U99 B99 A98 Y97 C96 O99 
13 10 3	BC.PTUBCDPTUAAD.TU..YYY....OLL...O.. B99 P99 T99 U99 A99 Y96 O99 D95 
13 10 3	B...TUB..PTU.AAPTU.CYYY..CDOLL..DO.. C97 P98 T99 U99 B99 A98 Y98 O99 
13 10 3	....TU...PTUAA.PTU.CYYY.BCDOLLB.DO.. P98 T99 U99 A97 C97 Y98 B97 O99 
13 10 3	.C.PTU.CDPTUAAD.TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A99 Y95 O99 D95 
13 10 3	.CD.T..CDPTU.AAPTU..YYYUB..OLLB..O.. B97 T99 U98 A98 Y96 O99 D96 
13 10 3	BC.PTUBCDPTUAAD.TU.YYY.....OLL...O.. B99 P99 T99 U99 A99 Y95 O99 D95 
13 10 3	.C.PTU.CDPTUAAD.TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A99 Y96 O99 D95 
13 10 3	....T.B..PTUBAAPTUYYYO.U.CDOLL.CD... P98 T99 A98 Y96 O98 C96 
13 10 3	.C.PT..C.PT..AAOTUYYYO.UB.DLLUB.D... B97 P99 T99 U97 Y98 O97 L99 
13 10 3	.C.PTU.CDPTUAAD.TUBYYY..B..OLL...O.. B98 P99 T99 U99 A99 Y95 O99 D95 
13 10 3	....TU...PTU.AAPTUBCYYY.BCDOLL..DO.. P98 T99 U99 A98 B98 C97 Y98 O99 
13 10 3	.C.PTU.CDPTUAAD.TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A99 Y96 O99 D95 
13 10 3	B...TUB..PTUAA.PTU..YYY..CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y98 O99 
13 10 3	B..PT.B..PTUAA.OTUYYYO.U.CD.LL.CD... C96 B99 P99 T99 A97 Y96 O97 
13 10 3	....TU...PTUAA.PTUBC.YYYBCDOLL..DO.. P98 T99 U99 A97 B98 C97 Y97 O99 
13 10 3	B..PT.B..PTU.AAOTUYYYO.U.CD.LL.CD... C96 B99 P99 T99 A98 Y96 O97 
13 10 3	.CD.T..CDPTU.AAPTUB.YYYUB..OLL...O.. B98 T99 U98 A98 Y96 O99 D96 
13 10 3	....TU...PTU.AAPTU.C.YYYBCDOLLB.DO.. P98 T99 U99 A98 C97 Y97 B97 O99 
13 10 3	.CD.TU.CD.TUAA.PTUYYYP..B..OLLB..O.. B97 P97 T99 U99 A99 Y94 O99 D96 
13 10 3	.C.PTU.CDPTUAAD.TUYYY...B..OLLB..O.. B97 P99 T99 U99 A99 Y94 O99 D95 
13 10 3	....T....PTUAA.PTU.YYY.UBCDOLLBCDO.. P98 T99 A97 Y97 B97 C96 O99 
13 10 3	......B..PTUBAAPTU.YYYTU.CDOLL.CDO.. P98 T98 A98 Y97 C96 O99 
13 10 3	....TU...PTUBAAPTUBCYYY..CDOLL..DO.. P98 T99 U99 B99 A98 C97 Y98 O99 
13 10 3	....T.....TUAA.PTUYYYP.UBCDOLLBCDO.. P97 T99 A97 Y96 B97 C96 O99 
13 10 3	...PTU..DPTUAAD.TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 A97 Y97 B97 D97 O99 
13 10 3	....T....PTUAA.PTUYYY..UBCDOLLBCDO.. P98 T99 A97 Y96 B97 C96 O99 
13 10 3	....TUB...TUBAAPTUYYYP...CDOLL.CDO.. P97 T99 U99 A98 Y94 C96 O99 
13 10 3	....TUB..PTUBAAPTUYYY....CDOLL.CDO.. P98 T99 U99 A98 Y94 C96 O99 
13 10 3	BCD..UBCDPTU.AAPTU.YYYT....OLL...O.. B99 T98 U99 A98 Y95 O99 D96 
13 10 3	.CD....CDPTUAA.PTU.YYYTUB..OLLB..O.. B97 T98 U98 A99 Y95 O99 D96 
13 10 3	BCD.TUBCD.TUAA.PTUYYYP.....OLL...O.. B99 P97 T99 U99 A99 Y94 O99 D96 
13 10 3	.CDPTU.CDPTUAA.OTUYYYO..B...LLB..... B97 P99 T99 U99 A99 Y94 O97 D96 
13 10 3	BC.PTUBCDPTUAAD.TUYYY......OLL...O.. B99 P99 T99 U99 A99 Y94 O99 D95 
13 10 3	BCD.T.BCDPTU.AAPTU.YYY.U...OLL...O.. B99 T99 U98 A98 Y95 O99 D96 
13 10 3	......B...TUBAAPTUYYYPTU.CDOLL.CDO.. P97 T98 A98 Y96 C96 O99 
13 10 3	......B..PTUBAAPTUYYY.TU.CDOLL.CDO.. P98 T98 A98 Y96 C96 O99 
13 10 3	...PTU...PTUAAD.TUBCDYYYBC.OLL...O.. C97 P99 T99 U99 B98 A97 Y97 D98 O99 
13 10 3	...PT....PTU.AAOTUYYYO.UBCD.LLBCD... C96 P99 T99 A98 Y96 B97 O97 
13 10 3	B...T.B...TUAA.PTUYYYP.U.CDOLL.CDO.. C96 B99 P97 T99 A97 Y96 O99 
13 10 3	B...T.B..PTUAA.PTUYYY..U.CDOLL.CDO.. C96 B99 P98 T99 A97 Y96 O99 
13 10 3	...PTU..DPTUAAD.TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 A97 Y97 B97 D97 O99 
13 10 3	...PTU..DPTUAAD.TUBC.YYYBC.OLL...O.. C97 P99 T99 U99 B98 A97 Y97 D97 O99 
13 10 3	....TU...PTU.AAPTU...YYYBCDOLLBCDO.. P98 T99 U99 A98 Y97 B97 C96 O99 
13 10 3	...PTU...PTUAAD.TU..DYYYBC.OLLBC.O.. C96 P99 T99 U99 A97 Y97 B97 D98 O99 
13 10 3	....TU...PTUAA.PTU...YYYBCDOLLBCDO.. P98 T99 U99 A97 Y97 B97 C96 O99 
13 10 3	B...T.B..PTUAA.PTU.YYY.U.CDOLL.CDO.. C96 B99 P98 T99 A97 Y97 O99 
13 10 3	....T....PTUBAAPTUBYYY.U.CDOLL.CDO.. P98 T99 B99 A98 Y97 C96 O99 
13 10 3	....TU...PTUAA.PTU..YYY.BCDOLLBCDO.. P98 T99 U99 A97 Y98 B97 C96 O99 
