7 0 7	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
13 7 6	.VV.DE..BCDEAABC.IHJBCFIHJNNF...KKF. V99 B99 C99 D99 E99 I98 K99 
13 6 7	..VV....BCDEAABCDEH.BCF.HJNNFI.JKKFI V98 B99 C99 J99 K97 
12 7 5	..VVD...BCDEAABC.EH.BCF.HJNNFI.JKKFI V98 B99 C99 D99 J99 K97 
13 5 8	.VV.....BCDEAABCDE.JBCFIHJNNFIHKK.F. V99 B99 C99 H99 I99 
12 6 6	.VV..E..BCDEAABCD..JBCFIHJNNFIHKK.F. V99 B99 C99 E99 H99 I99 
13 7 6	.VV.DE..BCDEAABCF.HJBCF.HJNNFI..KK.I V99 B99 C99 D99 E99 F99 K99 
13 5 8	VV.C....BCD.AABCDE.JB.FEHJNNFIH.KKFI B99 E97 H99 K99 
13 5 8	VVBCD...BCD.AABCFE.J..FEHJNNFIH..KKI D99 E99 H99 F99 K98 
13 7 6	..BVVE..BCDEAABCD.H..CF.HJNNFI.JKKFI V97 B98 C99 E99 J99 K99 
13 5 8	VVB..E..BCDEAABCDI.J.CFIHJNNF.H.KKF. C99 E99 H99 I98 K99 
13 6 7	VVBCD...BCDEAABCFE....F.HJNNFIHJ.KKI D99 H99 J99 F99 K98 
13 7 6	..VVDE..BCDEAABCF.HJBCF.HJNNFIKK...I V98 B99 C99 D99 E99 F99 K99 
13 5 8	VVBC.E..BCDEAABCDI....FIHJNNF.HJKKF. E99 H99 J99 I98 K99 
13 5 8	.VVC....BCDEAABCDEHJB.FIHJNNFI.KK.F. V99 B99 C98 I99 
13 7 6	VVBCDE..BCDEAABCF.....FIHJNNFIHJ.KK. D99 E99 H99 J99 F99 I99 K98 
13 7 6	VV..D...BCD.AABC.EHJBCFEHJNNFI.KK.FI B99 C99 D99 E97 K98 
13 5 8	...VV...BCDEAABCDEHJBCFIHJNNFI.KK.F. V97 B99 C99 I99 
13 7 6	.VV.D...BCDEAABC.E.JBCFIHJNNFIHKK.F. V97 D99 B99 C99 I99 H99 
13 7 6	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V96 E99 B99 C99 H99 K99 
13 6 7	...VV...BCDEAABCDEHJBCF.HJNNFI..KKFI V97 B99 C99 H98 K99 
13 7 6	..VV.E..BCDEAABCD...BCF.HJNNFIHJKKFI V98 B99 C99 E99 H99 J99 K99 
13 7 6	VV...E..BCDEAABCD..JBCFIHJNNFIHKK.F. B99 C99 D98 E99 H99 I99 
13 5 8	.VVC.E..BCDEAABCDI.JB.FIHJNNF.HKK.F. V99 B99 E99 H99 I98 
12 6 6	.VVC.E..BCDEAABCD..JB.FIHJNNFIHKK.F. V99 B99 E99 H99 I97 
13 7 6	..BVVE..BCDEAABCD.HJ.CF.HJNNFI..KKFI V97 B98 C99 E99 K99 
13 6 7	..VV....BCDEAABCDE.JBCF.HJNNFIH.KKFI V98 B99 C99 H99 K99 
13 5 8	VVB..E..BCDEAABCDIH..CFIHJNNF..JKKF. C99 E99 J99 I98 K99 
13 6 7	...VV...BCDEAABCDE..BCF.HJNNFIHJKKFI V97 B99 C99 H99 J99 K99 
13 5 8	.VVC....BCDEAABCDEHJB.FIHJNNFI.KK.F. V99 B99 I99 K98 
13 5 8	.VV.....BCD.AABCDE.JBCFEHJNNFIHKK.FI V99 B99 C99 E99 H99 
13 8 5	..VVD...BCDEAABC.EH.BCF.HJNNFI.JKKFI V98 B99 C99 D99 H98 J99 K99 
13 5 8	VVBCD...BCDEAABCFEHJ..FIHJNNFI...KK. D99 F99 I99 K96 
13 6 7	VV..D...BCDEAABCFE.JBCF.HJNNFIH..KKI B99 C99 D99 H99 F99 K98 
13 6 7	..VVD...BCDEAABCFEHJBCF.HJNNFI...KKI V98 B99 C99 D99 F99 K98 
13 5 8	VVB.D...BCDEAABCFEHJ.CFIHJNNFI..KK.. C99 D99 F99 I99 K99 
12 6 6	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI..KK.. C99 D99 E99 F99 I99 K99 
13 7 6	...VVE..BCDEAABCD.HJBCF.HJNNFIKK..FI V97 B99 C99 E99 K97 
13 7 6	VV..DE..BCDEAABCF.HJBCFIHJNNFI..KK.. B99 C99 D99 E99 F99 I99 K99 
13 7 6	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI B99 D99 E99 J99 F99 K96 
13 6 7	VV..D...BCDEAABCFEH.BCF.HJNNFI.J.KKI B99 C99 D99 J99 F99 K98 
13 7 6	VVBCDE..BCDEAABCF.....FIHJNNFIHJKK.. D99 E99 H99 J99 F99 I99 K99 
13 7 6	VV..DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI B99 C99 D99 E99 J99 F99 K98 
13 7 6	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E99 H99 K99 
13 6 7	VVB.D...BCDEAABCFE...CF.HJNNFIHJKK.I C99 D99 H99 J99 F99 K99 
13 7 6	..VV.E..BCDEAABCD..JBCFIHJNNFIH.KKF. V98 B99 C99 E99 H99 I99 K99 
13 6 7	.VV.D...BCDEAABCFE.JBCF.HJNNFIHKK..I V99 B99 C99 D99 H99 F99 
13 7 6	.VV.DE..BCDEAABCF.HJBCF.HJNNFIKK...I V99 B99 C99 D99 E99 F99 K99 
13 7 6	.VV.DE..BCDEAABCF..JBCF.HJNNFIHKK..I V99 B99 C99 D99 E99 H99 F99 
13 7 6	VV.C.E..BCDEAABCD.H.B.FIHJNNFI.JKKF. B99 D98 E99 J99 I99 K99 
13 5 8	VVBC....BCDEAABCDEH...FIHJNNFI.JKKF. E98 J99 I99 K99 
13 6 7	VVB.....BCDEAABCDEH..CF.HJNNFI.JKKFI B98 C99 J99 K97 
13 6 7	...VV...BCDEAABCDEH.BCF.HJNNFI.JKKFI V97 B99 C99 J99 K97 
13 6 7	..VVD...BCDEAABCFEHJBCF.HJNNFIKK...I V98 B99 C99 D99 F99 K99 
13 6 7	.VV.....BCDEAABCDEH.BCF.HJNNFI.JKKFI V99 B99 C99 J99 K97 
13 9 4	.VV.DE..BCDEAABC....BCFIHJNNFIHJKKF. V99 B99 C99 D99 E99 H99 J99 I99 K99 
13 7 6	.VVC.E..BCDEAABCD..JB.FIHJNNFIHKK.F. V99 B99 E99 H99 I99 K98 
13 7 6	.VV.DE..BCDEAABCF.HJBCF.HJNNFI...KKI V99 B99 C99 D99 E99 F99 K98 
13 7 6	VV..D...BCD.AABC.EHJBCFEHJNNFIKK..FI V98 D99 B99 C99 E99 K99 
13 6 7	..VV....BCDEAABCDE..BCF.HJNNFIHJKKFI V98 B99 C99 H99 J99 K99 
13 7 6	VVBCDE..BCDEAABCF.....FIHJNNFIHJ..KK D99 E99 H99 J99 F99 I99 K97 
13 7 6	VVB.DE..BCDEAABCF.H..CFIHJNNFI.J..KK C99 D99 E99 J99 F99 I99 K97 
13 7 6	.VV..E..BCDEAABCD..JBCFIHJNNFIH.KKF. V99 B99 C99 E99 H99 I99 K99 
13 5 8	VVBCD...BCD.AABCFE.J..FEHJNNFIH.KK.I D99 E99 H99 F99 K99 
13 7 6	.VV.D...BCDEAABC.E.JBCFIHJNNFIH.KKF. V99 B99 C99 D99 H99 I99 K99 
13 7 6	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI..KK.. C99 D99 E99 F99 I99 K95 
13 5 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 F99 I99 K99 
13 7 6	VVB.DE..BCDEAABCF..J.CF.HJNNFIH.KK.I C99 D99 E99 H99 F99 K97 
13 7 6	.VV.D...BCD.AABC.E.JBCFEHJNNFIH.KKFI V99 B99 C99 D99 E99 H99 K99 
13 7 6	..BVVE..BCDEAABCD..J.CFIHJNNFIHKK.F. V97 B98 C99 E99 H99 I99 
13 5 8	.VV.....BCD.AABCDEHJBCFEHJNNFIKK..FI V99 B99 C99 E99 K99 
13 5 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 F99 I99 K99 
14 6 8	.VV.....BCDEAABCDE.JBCFIHJNNFIH.KKF. V99 B99 C99 H99 I99 K99 
14 8 6	.VV..E..BCDEAABCD...BCFIHJNNFIHJKKF. V99 B99 C99 E99 H99 J99 I99 K99 
14 6 8	VVB.....BCDEAABCDE.J.CFIHJNNFIH.KKF. B98 C99 H99 I99 K99 
14 6 8	VV......BCD.AABCDEH.BCFEHJNNFI.JKKFI B99 C99 E97 J99 K99 
14 7 7	VV..D...BCDEAABCFE..BCF.HJNNFIHJ.KKI B99 C99 D99 H99 J99 F99 K98 
14 8 6	VV..DE..BCDEAABCF..JBCFIHJNNFIH..KK. B99 C99 D99 E99 H99 F99 I99 K98 
14 7 7	VV..D...BCDEAABCFEHJBCF.HJNNFIKK...I V96 D99 B99 C99 F99 K99 
14 8 6	VVB..E..BCDEAABCD....CFIHJNNFIHJKKF. B98 C99 E99 H99 J99 I99 K99 
14 6 8	VVBCD...BCDEAABCFE.J..FIHJNNFIH..KK. D99 H99 F99 I99 K98 
14 8 6	..VVD...BCDEAABC.EHJBCFIHJNNFI..KKF. V98 B99 C99 D99 H98 I99 K99 
14 7 7	..VVD...BCDEAABCFEHJBCF.HJNNFI..KK.I V98 B99 C99 D99 F99 K97 
14 6 8	..B.VV..BCDEAABCDE.J.CF.HJNNFIH.KKFI V96 B98 C99 H99 K99 
14 6 8	....VV..BCDEAABCDE.JBCFIHJNNFIH.KKF. V96 B99 C99 H99 I99 K99 
14 6 8	.VVC....BCD.AABCDEHJB.FEHJNNFI..KKFI V99 B99 E99 H98 K99 
14 6 8	VVBCDE..BCDEAABCFIHJ..FIHJNNF.....KK D99 E99 F99 I98 K97 
14 6 8	VVBC....BCDEAABCDE....FIHJNNFIHJKKF. E98 H99 J99 I99 K99 
14 6 8	VVBC....BCD.AABCDE....FEHJNNFIHJKKFI D98 E99 H99 J99 K99 
14 6 8	VVBCD...BCDEAABCFE....FIHJNNFIHJKK.. D99 H99 J99 F99 I99 K99 
14 6 8	.VV.....BCDEAABCDEHJBCFIHJNNFI..KKF. V99 B99 C99 I99 K97 
14 8 6	..VVDE..BCDEAABCF.HJBCF.HJNNFIKK...I V98 B99 C99 D99 E99 F99 K99 
14 6 8	VV.CD...BCDEAABCFEH.B.FIHJNNFI.J.KK. B99 D99 J99 F99 I99 K98 
13 7 6	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.J.KK. B99 D99 E99 J99 F99 I99 K98 
14 6 8	..VV....BCDEAABCDE.JBCFIHJNNFIH.KKF. V98 B99 C99 H99 I99 K99 
14 7 7	.VVCD...BCDEAABCFE..B.F.HJNNFIHJ.KKI V99 B99 D99 H99 J99 F99 K98 
14 6 8	..B.VV..BCDEAABCDEHJ.CF.HJNNFI..KKFI V96 B98 C99 K97 
14 8 6	.VV..E..BCDEAABCD..JBCF.HJNNFIH.KKFI V99 B99 C99 E99 H99 I98 K99 
14 8 6	.VV.DE..BCDEAABCF..JBCFIHJNNFIHKK... V99 B99 C99 D99 E99 H99 F99 I99 
14 6 8	VV.CD...BCDEAABCFE.JB.FIHJNNFIH..KK. B99 D99 H99 F99 I99 K98 
14 8 6	..BVVE..BCDEAABCD..J.CFIHJNNFIH.KKF. V97 B98 C99 E99 H99 I99 K99 
14 8 6	VVB.DE..BCDEAABCF....CFIHJNNFIHJKK.. C99 D99 E99 H99 J99 F99 I99 K99 
14 6 8	VV..D...BCDEAABCFEHJBCFIHJNNFI...KK. B99 C99 D99 F99 I99 K98 
14 6 8	.VVCD...BCDEAABCFEHJB.FIHJNNFI...KK. V99 B99 D99 F99 I99 K98 
14 6 8	VV......BCD.AABCDE..BCFEHJNNFIHJKKFI B99 C99 E99 H99 J99 K99 
13 7 6	VV...E..BCDEAABCD...BCF.HJNNFIHJKKFI B99 C99 E97 H99 J99 K99 
14 6 8	...CVV..BCDEAABCDE.JB.F.HJNNFIH.KKFI V96 B99 C98 H99 K99 
14 6 8	..VV....BCDEAABCDEHJBCFIHJNNFI..KKF. V98 B99 C99 I99 K97 
14 6 8	...VV...BCDEAABCDE.JBCFIHJNNFIH.KKF. V97 B99 C99 H99 I99 K99 
14 6 8	VVBCD...BCD.AABCFE....FEHJNNFIHJKK.I D99 E99 H99 J99 F99 K99 
14 6 8	VV..D...BCD.AABCFE.JBCFEHJNNFIHKK..I B99 C99 D99 E99 H99 F99 
14 6 8	....VV..BCD.AABCDE.JBCFEHJNNFIH.KKFI V96 B99 C99 E99 H99 K99 
14 6 8	..VV....BCD.AABCDEHJBCFEHJNNFI.KK.FI V98 B99 C99 E99 K98 
14 8 6	.VV..E..BCDEAABCD.HJBCFIHJNNFIKK..F. V99 B99 C99 D98 E99 I99 K99 
14 8 6	VVB.D...BCD.AABC.E.J.CFEHJNNFIHKK.FI V98 D99 B98 C99 E99 H99 
14 6 8	VVB.D...BCD.AABCFEH..CFEHJNNFI.J.KKI C99 D99 E99 J99 F99 K98 
14 6 8	...VV...BCD.AABCDEHJBCFEHJNNFI.KK.FI V97 B99 C99 E99 K98 
14 6 8	....VV..BCD.AABCDEHJBCFEHJNNFI.KK.FI V96 B99 C99 E99 K98 
14 6 8	.VV.....BCD.AABCDE.JBCFEHJNNFIHKK.FI V99 B99 C99 E97 H99 
14 6 8	...CVV..BCDEAABCDEHJB.F.HJNNFI.KK.FI V96 B99 C98 K98 
14 6 8	VV.CDE..BCDEAABCFIHJB.FIHJNNF.....KK B99 D99 E99 F99 I98 K97 
14 6 8	.VVCD...BCDEAABCFEHJB.FIHJNNFI..KK.. V99 B99 D99 F99 I99 K99 
14 7 7	..BVV...BCDEAABCDE.J.CF.HJNNFIHKK.FI V97 B98 C99 H99 K98 
14 6 8	.VV.....BCD.AABCDEHJBCFEHJNNFI..KKFI V99 B99 C99 E97 K99 
14 8 6	VV.CDE..BCDEAABCF...B.FIHJNNFIHJ..KK B99 D99 E99 H99 J99 F99 I99 K97 
14 8 6	..VVDE..BCDEAABCF.H.BCF.HJNNFI.JKK.I V98 B99 C99 D99 E99 J99 F99 K99 
14 8 6	..BVVE..BCDEAABCD..J.CF.HJNNFIHKK.FI V97 B98 C99 E99 H99 K98 
14 8 6	VV.CDE..BCDEAABCF...B.FIHJNNFIHJ.KK. B99 D99 E99 H99 J99 F99 I99 K98 
14 8 6	..VVD...BCD.AABC.EH.BCFEHJNNFI.JKKFI V98 B99 C99 D99 E97 J99 K99 
14 8 6	..VV.E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V98 B99 C99 D98 E99 J99 K99 
14 6 8	VV.CDE..BCDEAABCFIHJB.FIHJNNF.KK.... B99 D99 E99 F99 I98 K99 
14 7 7	..VVD...BCDEAABCFEHJBCF.HJNNFI.KK..I V98 B99 C99 D99 F99 K98 
14 8 6	VV..DE..BCDEAABCF.H.BCFIHJNNFI.J.KK. B99 C99 D99 E99 J99 F99 I99 K98 
14 6 8	....VV..BCDEAABCDEH.BCFIHJNNFI.JKKF. V96 B99 C99 J99 I99 K99 
14 8 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFI...KK. V99 B99 C99 D99 E99 F99 I99 K98 
14 6 8	VVBCD...BCD.AABCFE.J..FEHJNNFIH..KKI D99 E97 H99 F99 K98 
14 8 6	.VV.D...BCD.AABC.EH.BCFEHJNNFI.JKKFI V99 B99 C99 D99 E97 J99 K99 
14 6 8	VVB.D...BCD.AABCFEHJ.CFEHJNNFI..KK.I C99 D99 E97 F99 K99 
14 8 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFI..KK.. V99 B99 C99 D99 E99 F99 I99 K99 
14 8 6	.VV.DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI V99 B99 C99 D99 E99 J99 F99 K98 
14 6 8	...CVV..BCDEAABCDE.JB.FIHJNNFIHKK.F. V96 B99 C98 H99 I99 
14 6 8	VVB.D...BCD.AABCFEHJ.CFEHJNNFI...KKI C99 D99 E97 F99 K98 
14 6 8	VVB.D...BCDEAABCFE.J.CFIHJNNFIH...KK C99 D99 H99 F99 I99 K97 
13 7 6	VVB.DE..BCDEAABCF..J.CFIHJNNFIH...KK C99 D99 E99 H99 F99 I99 K97 
14 8 6	.VV.DE..BCDEAABC.IH.BCFIHJNNF..JKKF. V99 B99 C99 D99 E99 J99 I98 K99 
14 6 8	VV..D...BCDEAABCFEHJBCFIHJNNFI....KK B99 C99 D99 F99 I99 K97 
13 7 6	VV..DE..BCDEAABCF.HJBCFIHJNNFI....KK B99 C99 D99 E99 F99 I99 K97 
14 8 6	VVB.DE..BCDEAABCF..J.CFIHJNNFIH..KK. C99 D99 E99 H99 F99 I99 K96 
14 6 8	...VVE..BCDEAABCDIHJBCFIHJNNF..KK.F. V97 B99 C99 E99 I98 
14 6 8	VVBCD...BCDEAABCFE....FIHJNNFIHJ.KK. D99 H99 J99 F99 I99 K98 
14 8 6	..VVDE..BCDEAABCF.HJBCFIHJNNFI....KK V98 B99 C99 D99 E99 F99 I99 K97 
14 8 6	..VVDE..BCDEAABC.I.JBCFIHJNNF.H.KKF. V98 B99 C99 D99 E99 H99 I98 K99 
14 6 8	..B.VV..BCDEAABCDE.J.CFIHJNNFIHKK.F. V96 B98 C99 H99 I99 
14 6 8	VV..D...BCDEAABCFE.JBCFIHJNNFIHKK... B99 C99 D99 H99 F99 I99 
14 6 8	..B.VV..BCDEAABCDEHJ.CFIHJNNFI..KKF. V96 B98 C99 I99 K99 
14 6 8	...CVV..BCDEAABCDEHJB.FIHJNNFI..KKF. V96 B99 C98 I99 K99 
14 6 8	...VV...BCDEAABCDEH.BCFIHJNNFI.JKKF. V97 B99 C99 J99 I99 K99 
14 6 8	VV.C....BCDEAABCDEH.B.FIHJNNFI.JKKF. B99 C98 J99 I99 K99 
14 6 8	..VVD...BCDEAABCFEHJBCFIHJNNFI.KK... V98 B99 C99 D99 F99 I99 
13 7 6	..VVDE..BCDEAABCF.HJBCFIHJNNFI.KK... V98 B99 C99 D99 E99 F99 I99 
14 6 8	..VV....BCDEAABCDEH.BCFIHJNNFI.JKKF. V98 B99 C99 J99 I99 K99 
14 6 8	.VVCD...BCD.AABCFEHJB.FEHJNNFI..KK.I V99 B99 D99 E99 F99 K99 
14 8 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFI.KK... V97 D99 E99 B99 C99 F99 I99 
14 6 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI...KK. B99 D99 F99 I99 K96 
14 6 8	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.....KK C99 D99 E99 F99 I98 K97 
14 6 8	VVBCDE..BCDEAABCFI.J..FIHJNNF.H...KK D99 E99 H99 F99 I98 K97 
14 8 6	..VVDE..BCDEAABCF..JBCF.HJNNFIH.KK.I V98 B99 C99 D99 E99 H99 F99 K99 
14 8 6	VV..DE..BCDEAABCF.H.BCFIHJNNFI.J..KK B99 C99 D99 E99 J99 F99 I99 K97 
14 8 6	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E97 H99 K99 
14 8 6	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V98 B99 C99 D98 E99 H99 K99 
14 6 8	VVB.D...BCDEAABCFEHJ.CFIHJNNFI...KK. C99 D99 F99 I99 K96 
14 6 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 F99 I99 K97 
14 6 8	.VV..E..BCDEAABCDIHJBCFIHJNNF...KKF. V99 B99 C99 E99 I98 K99 
14 8 6	VV.CDE..BCDEAABCF..JB.FIHJNNFIH.KK.. B99 D99 E99 H99 F99 I99 K97 
14 6 8	VV.CD...BCDEAABCFE.JB.FIHJNNFIH...KK B99 D99 H99 F99 I99 K97 
14 8 6	.VVCDE..BCDEAABCF...B.F.HJNNFIHJ.KKI V99 B99 D99 E99 H99 J99 F99 K98 
14 6 8	..B.VV..BCDEAABCDEHJ.CFIHJNNFIKK..F. V96 B98 C99 I99 K99 
14 6 8	VV.CDE..BCDEAABCFIHJB.FIHJNNF...KK.. B99 D99 E99 F99 I98 K99 
14 6 8	..BVV...BCDEAABCDEHJ.CFIHJNNFI.KK.F. V95 B98 C99 I99 
14 6 8	VV..D...BCDEAABCFEHJBCFIHJNNFIKK.... B99 C99 D99 F99 I99 K99 
14 6 8	VVBCDE..BCDEAABCFIHJ..FIHJNNF....KK. D99 E99 F99 I98 K96 
14 6 8	VVB.DE..BCDEAABCFIHJ.CFIHJNNF...KK.. C99 D99 E99 F99 I98 K99 
14 8 6	..VVDE..BCDEAABC.IH.BCFIHJNNF..JKKF. V98 B99 C99 D99 E99 J99 I98 K99 
14 6 8	VV.CDE..BCDEAABCFIHJB.FIHJNNF....KK. B99 D99 E99 F99 I98 K98 
14 6 8	VV.CD...BCDEAABCFEH.B.FIHJNNFI.J..KK B99 D99 J99 F99 I99 K97 
14 6 8	VV.CD...BCDEAABCFE.JB.FIHJNNFIH.KK.. B99 D99 H99 F99 I99 K99 
14 6 8	VVB.D...BCDEAABCFEH..CFIHJNNFI.JKK.. C99 D99 J99 F99 I99 K99 
14 6 8	.VVCD...BCDEAABCFE.JB.FIHJNNFIHKK... V99 B99 D99 H99 F99 I99 
14 6 8	VVBCD...BCDEAABCFEH...FIHJNNFI.J.KK. D99 J99 F99 I99 K96 
14 6 8	VVB.D...BCDEAABCFEH..CFIHJNNFI.J..KK C99 D99 J99 F99 I99 K97 
14 8 6	.VVCD...BCDEAABC.EH.B.FIHJNNFI.JKKF. V99 B99 C98 D99 J99 I99 K99 
14 6 8	.VVC....BCDEAABCDEHJB.FIHJNNFI.KK.F. V99 B99 E98 I97 
14 6 8	VVB.....BCDEAABCDEH..CFIHJNNFI.JKKF. C99 D98 J99 I99 K99 
14 8 6	.VVCDE..BCDEAABCF..JB.FIHJNNFIH..KK. V99 B99 D99 E99 H99 F99 I99 K98 
14 6 8	...CVV..BCD.AABCDEHJB.FEHJNNFIKK..FI V96 B99 C98 E99 K99 
14 8 6	.VV.DE..BCDEAABCF.HJBCFIHJNNFIKK.... V99 B99 C99 D99 E99 F99 I99 K99 
14 6 8	.VVCD...BCDEAABCFEHJB.FIHJNNFIKK.... V99 B99 D99 F99 I99 K99 
14 6 8	.VV..E..BCDEAABCDI.JBCFIHJNNF.HKK.F. V99 B99 C99 E99 H99 I98 
14 8 6	.VVCDE..BCDEAABC.I.JB.FIHJNNF.HKK.F. V99 B99 C98 D99 E99 H99 I98 
14 6 8	..B.VV..BCD.AABCDEHJ.CFEHJNNFIKK..FI V96 B98 C99 E99 K99 
14 6 8	.VV..E..BCDEAABCDIHJBCFIHJNNF.KK..F. V99 B99 C99 E99 I98 K99 
14 6 8	.VVC....BCDEAABCDE.JB.FIHJNNFIHKK.F. V99 B99 H99 I99 K98 
14 6 8	..VV....BCD.AABCDE.JBCFEHJNNFIH.KKFI V98 B99 C99 E99 H99 K99 
14 8 6	VV..DE..BCDEAABCF..JBCFIHJNNFIH...KK B99 C99 D99 E99 H99 F99 I99 K97 
14 6 8	.VVCD...BCDEAABCFEHJB.FIHJNNFI....KK V99 B99 D99 F99 I99 K97 
14 6 8	VV..D...BCD.AABCFEHJBCFEHJNNFIKK...I B99 C99 D99 E99 F99 K99 
14 6 8	VV.C.E..BCDEAABCDIHJB.FIHJNNF...KKF. B99 E99 J98 I98 K99 
14 6 8	.VVC.E..BCDEAABCDIH.B.FIHJNNF..JKKF. V99 B99 E99 J99 I98 K99 
14 6 8	VV.C.E..BCDEAABCDI..B.FIHJNNF.HJKKF. B99 E99 H99 J99 I98 K99 
14 6 8	.VVC....BCDEAABCDEHJB.FIHJNNFI..KKF. V99 B99 H98 I99 K99 
14 8 6	VVB..E..BCDEAABCD..J.CF.HJNNFIH.KKFI C99 D98 E99 H99 J98 K99 
14 8 6	VVB.DE..BCDEAABCF..J.CF.HJNNFIH.KK.I C99 D99 E99 H99 J98 F99 K99 
14 8 6	.VVCDE..BCDEAABC.IHJB.FIHJNNF...KKF. V99 B99 D99 E99 J98 I98 K99 
14 6 8	....VV..BCDEAABCDEHJBCFIHJNNFIKK..F. V96 B99 C99 I99 K99 
14 6 8	.VVC....BCDEAABCDE..B.FIHJNNFIHJKKF. V99 B99 H99 J99 I99 K99 
14 6 8	...VV...BCDEAABCDEHJBCFIHJNNFIKK..F. V97 B99 C99 I99 K99 
14 6 8	VVB.D...BCD.AABCFE.J.CFEHJNNFIH.KK.I C99 D99 E99 H99 F99 K99 
14 8 6	VVB.DE..BCDEAABCF....CFIHJNNFIHJ.KK. C99 D99 E99 H99 J99 F99 I99 K98 
14 7 7	.VVC....BCDEAABCDE..B.F.HJNNFIHJKKFI V99 B99 H99 J99 I98 K99 
14 6 8	.VVC....BCD.AABCDE..B.FEHJNNFIHJKKFI V99 B99 E99 H99 J99 K99 
14 6 8	...VV...BCD.AABCDE.JBCFEHJNNFIHKK.FI V97 B99 C99 E99 H99 
14 6 8	VVB..E..BCDEAABCDI.J.CFIHJNNF.H.KKF. C99 E99 H99 I98 K99 
14 6 8	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.KK.... C99 D99 E99 F99 I98 K99 
14 7 7	..BVV...BCDEAABCDEH..CF.HJNNFI.JKKFI V97 B98 C99 J99 K97 
14 6 8	..VV.E..BCDEAABCDIHJBCFIHJNNF.KK..F. V98 B99 C99 E99 I98 K99 
14 6 8	VV...E..BCDEAABCDI.JBCFIHJNNF.H.KKF. B99 C99 E99 H99 I98 K99 
13 7 6	VV..DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. B99 C99 D99 E99 H99 I98 K99 
14 8 6	VV.CDE..BCDEAABCF..JB.F.HJNNFIH..KKI B99 C98 D99 E99 H99 F99 K98 
14 6 8	..VVD...BCD.AABCFEHJBCFEHJNNFI.KK..I V98 B99 C99 D99 E99 F99 
14 8 6	VV..DE..BCDEAABCF...BCF.HJNNFIHJ.KKI B99 C99 D99 E99 H99 J99 F99 K98 
14 6 8	VVB..E..BCDEAABCDIH..CFIHJNNF..JKKF. C99 E99 J99 I98 K99 
14 8 6	..VVD...BCD.AABC.E..BCFEHJNNFIHJKKFI V98 B99 C99 D99 E99 H99 J99 K99 
14 6 8	VVB.D...BCDEAABCFE.J.CFIHJNNFIH.KK.. C99 D99 H99 F99 I99 K99 
14 6 8	..BVV...BCDEAABCDEHJ.CFIHJNNFIKK..F. V97 B98 C99 I99 K99 
14 8 6	..VVDE..BCDEAABC.IHJBCFIHJNNF..KK.F. V98 B99 C99 D99 E99 I98 K98 
14 7 7	.VV.D...BCDEAABCFEH.BCF.HJNNFI.J.KKI V99 B99 C99 D99 J99 F99 K98 
14 8 6	VV..DE..BCDEAABC.IHJBCFIHJNNF...KKF. B99 C99 D99 E99 I98 K97 
14 7 7	..BVV...BCDEAABCDE.J.CF.HJNNFIH.KKFI V97 B98 C99 H99 K97 
14 6 8	VV...E..BCDEAABCDIHJBCFIHJNNF...KKF. B99 C99 E99 I98 K97 
14 8 6	..BVVE..BCDEAABCD..J.CF.HJNNFIH.KKFI V97 B98 C99 E99 H99 K97 
14 8 6	.VV.DE..BCDEAABCF..JBCF.HJNNFIH..KKI V99 B99 C99 D99 E99 H99 F99 K98 
14 6 8	VV.CDE..BCDEAABCFI.JB.FIHJNNF.HKK... B99 D99 E99 H99 F99 I98 
14 6 8	VV.C.E..BCDEAABCDI.JB.FIHJNNF.H.KKF. B99 E99 H99 I98 K99 
13 7 6	VV.CDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. B99 D99 E99 H99 I98 K99 
14 8 6	VV.CDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. B99 D99 E99 H99 J98 I98 K99 
14 7 7	.VV.D...BCDEAABCFE.JBCF.HJNNFIH..KKI V99 B99 C99 D99 H99 F99 K98 
