4 0 4	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
12 9 3	.B.C...B.C.E..AADEHHHGDES.VGD.S.V.WW S97 C99 D99 A99 H98 G98 W99 
12 9 3	.B.CD..B.CDE.AA.DEHHHG.ES.VG..S.VWW. S97 C99 D99 H98 G98 W98 
12 8 4	...C..SB.C..SBAADE.HHHDE..VGDE..VGWW B99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CD..B.CD..AA.DEHHH..ES.VG.ES.VGWW S97 C99 D99 E99 H98 G99 W99 
12 7 5	SB...ESB..DEAA.CDEHHHCD...VG....VGWW S99 C97 E99 A99 G99 W99 
12 8 4	.B.C...B.C...AA.DEHHH.DES.VGDES.VGWW S97 C99 D99 E99 H98 G99 W99 
12 6 6	SB..D.SB.CD..AACDE..HHHE..VG.E..VGWW S99 D99 E99 H98 G99 W99 
12 8 4	.B.CDE.B.CDE.AA.DEHHH...S.VG..S.VGWW S97 C99 D99 E99 H98 G99 W99 
12 8 4	.B.C.E.B.C.E.AA.DEHHH.D.S.VGD.S.VGWW S97 C99 D99 E99 H98 G99 W99 
12 8 4	...CD.S..CD.SBAADE.BHHHE..VG.E..VGWW B98 C99 D99 E99 A99 H98 G99 W99 
12 8 4	...CDESB.CDESBAADE..HHH...VG....VGWW B99 C99 D99 E99 A99 H98 G99 W99 
12 8 4	.B.CDE.B.CDE..AADE..HHH.S.VG..S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
12 7 5	.B.....B.C...AACDEHHH.DES.VGDES.VGWW S97 D99 E99 H98 G99 W99 
12 7 5	.B.....B..D..AACDEHHHCDES.VG.ES.VGWW S97 C99 E99 H98 G99 W99 
12 6 6	SB...ESB.C.E.AACDE.HHHD...VGD...VGWW S99 D99 E99 H99 G99 W99 
12 6 6	SB..DESB.CDE.AACDE...HHH..VG....VGWW S99 D99 E99 H97 G99 W99 
12 7 5	.B..DE.B.CDE.AACDEHHH...S.VG..S.VGWW S97 D99 E99 H98 G99 W99 
12 7 5	.B..D..B.CD..AACDEHHH..ES.VG.ES.VGWW S97 D99 E99 H98 G99 W99 
12 7 5	.B..D..B..DE.AACDEHHHC.ES.VG..S.VGWW S97 C99 D99 H98 G99 W99 
12 8 4	.B.CDE.B.CDEAA..DES.HHH.S.VG....VGWW S98 C99 D99 E99 A99 H98 G99 W99 
12 8 4	.B.C.E.B.C.EAA..DESHHHD.S.VGD...VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDES.AADES.HHH...VG....VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 6 6	.B.....B.C...AACDE.HHHDES.VGDES.VGWW S97 D99 E99 H99 G99 W99 
12 8 4	...CD.SB.CD.SBAADE..HHHE..VG.E..VGWW B99 C99 D99 E99 A99 H98 G99 W99 
12 6 6	.B..DE.B.CDE.AACDE.HHH..S.VG..S.VGWW S97 D99 E99 H99 G99 W99 
12 6 6	.B..D..B.CD..AACDE.HHH.ES.VG.ES.VGWW S97 D99 E99 H99 G99 W99 
12 8 4	.B.CD..B.CD.S.AADES.HHHE..VG.E..VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 6 6	SB..DESB.CDE.AACDE..HHH...VG....VGWW S99 D99 E99 H98 G99 W99 
12 7 5	.B..D..B.CDE.AACDE..HHHES.VG..S.VGWW S97 C98 D99 H98 G99 W99 
12 7 5	.B..D..B.CDE.AACDES.HHHES.VG....VGWW S98 C98 D99 H98 G99 W99 
12 8 4	.B.CD..B.CD.AA..DES.HHHES.VG.E..VGWW S98 C99 D99 E99 A99 H98 G99 W99 
12 7 5	.B..D..B.CDESAACDES.HHHE..VG....VGWW S99 C98 D99 H98 G99 W99 
13 9 4	.B.....B.CDEAA.CDEHHHGDES.VG..S.V.WW S97 C98 A99 H98 G98 W99 
13 9 4	...CDE.B.CDESBAADESHHH....VG....VGWW B99 C99 D99 E99 S99 A99 H99 G99 W99 
13 8 5	.B.C.E.B.CDE.AAGDEHHHGD.S.V...S.V.WW S97 C99 E99 H98 G97 W99 
13 9 4	S..CDESB.CDE.BAADE...HHH..VG....VGWW B99 S99 C99 D99 E99 A99 H97 G99 W99 
13 7 6	.B..D..B.CD.AA.CDE..HHHES.VG.ES.VGWW S97 D99 E99 A99 H98 G99 W99 
13 9 4	...CDESB.CDESBAADE..VHHH..VG.....GWW B99 C99 D99 E99 A99 V99 H97 G99 W99 
13 9 4	.B.C...B.C...AA.DEHHHGDES.VGDES.V.WW S97 C99 D99 E99 H98 G98 W99 
13 9 4	S..C.ESB.C.E.BAADE.HHHD...VGD...VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
13 8 5	.B..D..B.CDEAA.CDE..HHHES.VG..S.VGWW S97 C98 D99 A99 H98 G99 W99 
13 9 4	...CD..B.CD.SBAADESHHH.E..VG.E..VGWW B99 C99 D99 E99 S99 A99 H99 G99 W99 
13 9 4	...C.E.B.C.ESBAADESHHHD...VGD...VGWW B99 C99 D99 E99 S99 A99 H99 G99 W99 
13 10 3	.B.CD..B.CD..AA.DEHHHG.ES.VG.ES.VWW. S97 C99 D99 E99 H98 G98 W98 
13 9 4	.B.C.E.B.C.E.AA.DEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 H98 G98 W99 
13 9 4	.B.CD..B.CD..AA.DEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 H98 G98 W99 
13 9 4	.B.CDE.B.CDE.AA.DEHHHG..S.VG..S.V.WW S97 C99 D99 E99 H98 G98 W99 
13 9 4	S..CD.SB.CD..BAADE.HHH.E..VG.E..VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
13 10 3	.B.C...B.C...AA.DEHHHGDES.VGDES.VWW. S97 C99 D99 E99 H98 G98 W98 
13 9 4	S..CDESB.CDE.BAADE.HHH....VG....VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
13 10 3	...CD....CDEAA..DESHHH.ESBVG...BVGWW B96 C99 D99 A97 S98 H97 G99 W99 
13 8 5	.B..D..B.CDE.AACDEHHHG.ES.VG..S.VWW. S97 D99 H98 G98 W98 
13 9 4	SB.CDESB.CDE..AADE..VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
13 7 6	.B..DE.B.CDEAA.CDE.HHH..S.VG..S.VGWW S97 D99 E99 A99 H99 G99 W99 
13 10 3	.B.C.E.B.CDE..AADEHHHGD.S.VG..S.VWW. S97 C99 E99 A99 H98 G98 W98 
13 7 6	.B.....B.C..AA.CDE.HHHDES.VGDES.VGWW S97 D99 E99 A99 H99 G99 W99 
13 9 4	.B.CDE.B.CDES.AADES.VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
13 9 4	...CDES..CDESBAADE.BVHHH..VG.....GWW B98 C99 D99 E99 A99 V99 H97 G99 W99 
13 8 5	.B.C...B.CD..AAGDEHHHGDES.V..ES.V.WW S97 C99 E99 H98 G97 W99 
13 9 4	.B.CDE.B.CDE..AADE..VHHHS.VG..S..GWW S97 C99 D99 E99 A99 H97 G99 V99 W99 
13 8 5	.B.C...B.C.E.AAGDEHHHGDES.V.D.S.V.WW S97 C99 D99 H98 G97 W99 
13 7 6	.B..D..B.CD.AA.CDE.HHH.ES.VG.ES.VGWW S97 D99 E99 A99 H99 G99 W99 
13 9 4	.B.CDE.B.CDE..AADES.VHHHS.VG.....GWW S98 C99 D99 E99 A99 H97 G99 V99 W99 
13 8 5	.B.CD..B.CDE.AAGDEHHHG.ES.V...S.V.WW S97 C99 D99 H98 G97 W99 
13 7 6	SB.C..SB.C..AA.GDEHHHGDE..V.DE..V.WW S99 C99 D99 E99 A99 G99 W99 
13 7 6	.B...E.B.C.EAA.CDE.HHHD.S.VGD.S.VGWW S97 D99 E99 A99 H99 G99 W99 
13 8 5	.B.....B...E.AACDEHHHCDES.VGD.S.VGWW S97 C97 D99 H98 G99 W99 
13 9 4	...CDES..CDES.AADE..VHHH.BVG...B.GWW B96 C99 D99 E99 A99 V99 H97 G99 W99 
13 9 4	...CDES..CDES.AADE.BVHHH.BVG.....GWW B97 C99 D99 E99 A99 V99 H97 G99 W99 
13 9 4	.B.C...B.CDE.AAGDEHHHGDES.V...S.VWW. S97 C99 H98 G97 W98 
13 7 6	.B..D..B.CD.AA.CDES.HHHES.VG.E..VGWW S98 D99 E99 A99 H98 G99 W99 
13 9 4	S..C..SB.C...BAADE.HHHDE..VGDE..VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
13 9 4	S..CDES..CDE..AADE...HHH.BVG...BVGWW B96 S99 C99 D99 E99 A99 H97 G99 W99 
13 9 4	S..CDES..CDE.BAADE.B.HHH..VG....VGWW B98 S99 C99 D99 E99 A99 H97 G99 W99 
13 9 4	S..CDES..CDE..AADE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A99 H97 G99 W99 
13 10 3	.B.CD..B.CDE..AADEHHHG.ES.VG..S.VWW. S97 C99 D99 A99 H98 G98 W98 
13 9 4	...CD..B.CD..BAADES.HHHES.VG.E..VGWW B99 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	...C...B.C...BAADE.HHHDES.VGDES.VGWW B99 C99 D99 E99 A99 H99 S97 G99 W99 
13 9 4	...CDE...CDE.BAADE.B.HHHS.VG..S.VGWW B98 C99 D99 E99 A99 H97 S97 G99 W99 
13 11 2	...C...B.CD..BAADEHHHGDES.VG.ES.VWW. B99 C99 A99 E99 H98 G98 S97 W98 
13 9 4	...CD..B.CD..BAADE.HHH.ES.VG.ES.VGWW B99 C99 D99 E99 A99 H99 S97 G99 W99 
13 10 3	.B.CD..B.CDEAA..DEHHHG.ES.VG..S.VWW. S97 C99 D99 A99 H98 G98 W98 
13 10 3	...CD....CDE.AA.DESHHH.ESBVG...BVGWW B96 C99 D99 A98 S98 H97 G99 W99 
13 7 6	SB..D.SB.CD.AA.CDE..HHHE..VG.E..VGWW S99 D99 E99 A99 H98 G99 W99 
13 10 3	.B.C...B.C.EAA..DEHHHGDES.VGD.S.VWW. S97 C99 D99 A99 H98 G98 W98 
13 10 3	.B.C...B.C.E..AADEHHHGDES.VGD.S.VWW. S97 C99 D99 A99 H98 G98 W98 
13 9 4	.B.CDE.B.CDE..AADEHHH...S.VG..S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 9 4	...C.E.B.C.E.BAADE.HHHD.S.VGD.S.VGWW B99 C99 D99 E99 A99 H99 S97 G99 W99 
13 10 3	...C.ES..CDES.AADE.HHHD..BVG...BVGWW B96 C99 D98 E99 A99 H97 G99 W99 
13 9 4	...CDE...CDE..AADE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A99 H97 S97 G99 W99 
13 9 4	...CDE.B.CDE.BAADE.HHH..S.VG..S.VGWW B99 C99 D99 E99 A99 H99 S97 G99 W99 
13 10 3	...C.....C.E..AADESHHHDESBVGD..BVGWW B96 C99 D97 A99 S98 H97 G99 W99 
13 9 4	...CDE.B.CDE.BAADES.HHH.S.VG....VGWW B99 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	.B.C.E.B.C.E..AADEHHH.D.S.VGD.S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 10 3	...C..S..CD.S.AADE.HHHDE.BVG.E.BVGWW B96 C99 D98 E99 A99 H97 G99 W99 
13 9 4	...CDE...CDE..AADE...HHHSBVG..SBVGWW B96 C99 D99 E99 A99 H97 S97 G99 W99 
13 9 4	...C.E.B.C.E.BAADESHHHD.S.VGD...VGWW B99 C99 D99 E99 A99 S98 H99 G99 W99 
13 9 4	...CDE.B.CDE.BAADESHHH..S.VG....VGWW B99 C99 D99 E99 A99 S98 H99 G99 W99 
13 7 6	.B..DE.B.CDEAA.CDESHHH..S.VG....VGWW S98 D99 E99 A99 H99 G99 W99 
13 9 4	...CDE.B.CDE.BAADE...HHHS.VG..S.VGWW B99 C99 D99 E99 A99 H97 S97 G99 W99 
13 9 4	...CDE...CDE..AADESB.HHHSBVG....VGWW B97 C99 D99 E99 A99 S98 H97 G99 W99 
13 9 4	...CDE.B.CDE.BAADES..HHHS.VG....VGWW B99 C99 D99 E99 A99 S98 H97 G99 W99 
13 9 4	...CDE...CDES.AADESBHHH..BVG....VGWW B97 C99 D99 S99 E99 A99 H98 G99 W99 
13 9 4	...CDE...CDE..AADES..HHHSBVG...BVGWW B96 C99 D99 E99 A99 S98 H97 G99 W99 
13 7 6	SB....SB....AA.CDEHHHCDE..VGDE..VGWW S99 C99 D99 E99 A99 G99 W99 
13 7 6	SB.CD.SB.CD.AA.GDEHHHG.E..V..E..V.WW S99 C99 D99 E99 A99 G99 W99 
13 7 6	.B..D..B.CD.AA.CDESHHH.ES.VG.E..VGWW S98 D99 E99 A99 H99 G99 W99 
13 9 4	...CDE...CDE.BAADESB.HHHS.VG....VGWW B98 C99 D99 E99 A99 S98 H97 G99 W99 
13 11 2	...C.....CDE.AA.DESHHHDESBVG...BVGWW B96 C99 D98 S98 A98 H97 G99 W99 
13 7 6	SB.CDESB.CDEAA.GDEHHHG....V.....V.WW S99 C99 D99 E99 A99 G99 W99 
13 11 2	...C.....CDESAA.DESHHHDE.BVG...BVGWW B96 C99 D98 S99 A98 H97 G99 W99 
13 9 4	...CDES..CDESAA.DE.B.HHH.BVG....VGWW B97 C99 D99 E99 A98 H97 G99 W99 
13 9 4	...CDE...CDES.AADESB.HHH.BVG....VGWW B97 C99 D99 E99 S99 A99 H97 G99 W99 
13 7 6	SB.C.ESB.C.EAA.GDEHHHGD...V.D...V.WW S99 C99 D99 E99 A99 G99 W99 
13 11 2	...C.....CDEAA..DE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A97 H97 G99 W99 
13 9 4	...CDE...CDES.AADES..HHH.BVG...BVGWW B96 C99 D99 E99 S99 A99 H97 G99 W99 
13 11 2	...C.....CDE..AADEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A99 H96 G99 W99 
13 9 4	...CDE...CDE.BAADESBHHH.S.VG....VGWW B98 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	...CD....CD..BAADESBHHHES.VG.E..VGWW B98 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	...C...B.C..SBAADESHHHDE..VGDE..VGWW B99 C99 D99 E99 S99 A99 H99 G99 W99 
13 9 4	...CDES..CDESAA.DE...HHH.BVG...BVGWW B96 C99 D99 E99 A98 H97 G99 W99 
13 11 2	...C.....CDE.AA.DE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A98 H97 G99 W99 
13 9 4	...CD....CD...AADESBHHHESBVG.E..VGWW B97 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	...CDE...CDE..AADESBHHH.SBVG....VGWW B97 C99 D99 E99 A99 S98 H98 G99 W99 
13 9 4	...CDE.B.CDESBAADES..HHH..VG....VGWW B99 C99 D99 E99 S99 A99 H97 G99 W99 
13 9 4	...CDE...CDESBAADESB.HHH..VG....VGWW B98 C99 D99 E99 S99 A99 H97 G99 W99 
13 9 4	...CDE...CDE..AADES.HHH.SBVG...BVGWW B96 C99 D99 E99 A99 S98 H98 G99 W99 
13 7 6	SB..DESB.CDEAA.CDE...HHH..VG....VGWW S99 D99 E99 A99 H97 G99 W99 
13 9 4	S..CD.S..CD..BAADE.BHHHE..VG.E..VGWW B98 S99 C99 D99 E99 A99 H98 G99 W99 
13 10 3	S..CD.S..CDEAA..DE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A97 H97 G99 W99 
13 11 2	S..C..S..CDEAA..DEHHH.DE.BVG...BVGWW B96 C99 D98 S99 A97 H96 G99 W99 
13 11 2	S..C..S..CDE.AA.DEHHH.DE.BVG...BVGWW B96 C99 D98 S99 A98 H96 G99 W99 
13 9 4	.B.CDE.B.CDEAA..DES.VHHHS.VG.....GWW S98 C99 D99 E99 A99 H97 G99 V99 W99 
13 9 4	.BVCDE.BVCDEAA..DES..HHHS..G.....GWW S98 C99 D99 E99 A99 H97 G99 V96 W99 
13 9 4	...CD....CD...AADES.HHHESBVG.E.BVGWW B96 C99 D99 E99 A99 S98 H98 G99 W99 
13 11 2	...C.....CDEAA..DESHHHDESBVG...BVGWW B96 C99 D98 S98 A97 H97 G99 W99 
13 9 4	.BVCDE.BVCDEAA..DE...HHHS..G..S..GWW S97 C99 D99 E99 A99 H97 G99 V96 W99 
13 9 4	.B.CDE.B.CDEAA..DE..VHHHS.VG..S..GWW S97 C99 D99 E99 A99 H97 G99 V99 W99 
13 8 5	.B...E.B.CDEAA.CDE.HHHD.S.VG..S.VGWW S97 C98 E99 A99 H99 G99 W99 
13 11 2	S..C..S..CDEAA..DE.HHHDE.BVG...BVGWW B96 C99 D98 S99 A97 H97 G99 W99 
13 9 4	SB.CDESB.CDEAA..DE..VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
13 9 4	S..CDES..CDE.BAADE.BHHH...VG....VGWW B98 S99 C99 D99 E99 A99 H98 G99 W99 
13 7 6	.B..DE.B.CDESAACDES.VHHH..VG.....GWW S99 D99 E99 H97 G99 V99 W99 
13 11 2	S..C..S..CDE.AA.DE.HHHDE.BVG...BVGWW B96 C99 D98 S99 A98 H97 G99 W99 
13 11 2	...C..S..CDESAA.DEHHHGDE.BVG...BV.WW B96 C99 D98 A98 H96 G98 W99 
13 11 2	S..C..S..CDE..AADEHHHGDE.BVG...BV.WW B96 C99 D98 S99 A99 H96 G98 W99 
13 7 6	.B..DE.B.CDE.AACDES.VHHHS.VG.....GWW S98 D99 E99 H97 G99 V99 W99 
13 7 6	.B..DE.B.CDEAA.CDE...HHHS.VG..S.VGWW S97 D99 E99 A99 H97 G99 W99 
13 7 6	.B..DE.B.CDE.AACDE..VHHHS.VG..S..GWW S97 D99 E99 H97 G99 V99 W99 
13 9 4	...CDES..CDES.AADE.HHH...BVG...BVGWW B96 C99 D99 E99 A99 H97 G99 W99 
13 7 6	.B..DE.B.CDEAA.CDES..HHHS.VG....VGWW S98 D99 E99 A99 H97 G99 W99 
13 10 3	S..CD.S..CDE..AADEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A99 H96 G98 W99 
13 8 5	.B.....B.CD.AA.CDESHHHDES.VG.E..VGWW S98 C98 E99 A99 H99 G99 W99 
13 9 4	S..CD.S..CD...AADE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A99 H98 G99 W99 
13 9 4	SBVCDESBVCDEAA..DE...HHH...G.....GWW S99 C99 D99 E99 A99 H97 G99 V96 W99 
13 10 3	...C..S..C.ESAA.DEHHH.DE.BVGD..BVGWW B96 C99 D97 A98 H96 G99 W99 
13 10 3	...CD.S..CDES.AADEHHHG.E.BVG...BVWW. B96 C99 D99 A99 H96 G98 W98 
13 7 6	SB..DESB..DE.AACDEHHHC....VG....VGWW S99 C97 D99 E99 G99 W99 
13 11 2	...CD.S..CD.S.AAD.HHHG.E.BVG.E.BVWWE B96 C99 D99 E98 A99 H96 G98 W98 
13 10 3	S..CD.S..CDE.AA.DE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A98 H97 G99 W99 
13 12 1	...C..S..CD.S.AAD.HHHGDE.BVG.E.BVWWE B96 C99 D98 E98 A99 H96 G98 W98 
13 10 3	...CD.S..CDESAA.DEHHHG.E.BVG...BV.WW B96 C99 D99 A98 H96 G98 W99 
13 7 6	SB..DESB.CDEAA.CDE..HHH...VG....VGWW S99 D99 E99 A99 H98 G99 W99 
13 10 3	...C..S..C.ES.AADEHHHGDE.BVGD..BV.WW B96 C99 D97 A99 H96 G98 W99 
13 7 6	SB...ESB.C.EAA.CDE.HHHD...VGD...VGWW S99 D99 E99 A99 H99 G99 W99 
13 10 3	...CD....CDESAA.DESHHH.E.BVG...BVGWW B96 C99 D99 S99 A98 H97 G99 W99 
13 7 6	SB..D.SB.CD.AA.CDE.HHH.E..VG.E..VGWW S99 D99 E99 A99 H99 G99 W99 
13 10 3	...C..S..C.ESAA.DE.HHHDE.BVGD..BVGWW B96 C99 D97 A98 H97 G99 W99 
13 7 6	SB...ESB...E.AACDEHHHCD...VGD...VGWW S99 C97 D99 E99 G99 W99 
13 10 3	S..C..S..C.E..AADE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A99 H97 G99 W99 
13 10 3	S..CD.S..CDEAA..DEHHH..E.BVG...BVGWW B96 S99 C99 D99 A97 H96 G99 W99 
13 9 4	...CDES..CDES.AADEHHH....BVG...BVGWW B96 C99 D99 E99 A99 H96 G99 W99 
13 10 3	S..CD.S..CDE.AA.DEHHH..E.BVG...BVGWW B96 S99 C99 D99 A98 H96 G99 W99 
13 7 6	.B..DE.B.CDEAA.CDES.HHH.S.VG....VGWW S98 D99 E99 A99 H98 G99 W99 
13 10 3	S..C..S..C.E..AADEHHH.DE.BVGD..BVGWW B96 S99 C99 D97 A99 H96 G99 W99 
13 10 3	...CD....CDE.AA.DE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A98 H97 G99 W99 
13 7 6	.B..DE.B.CDEAA.CDE..HHH.S.VG..S.VGWW S97 D99 E99 A99 H98 G99 W99 
13 10 3	...C.ES..CDES.AADEHHH.D..BVG...BVGWW B96 C99 D98 E99 A99 H96 G99 W99 
13 11 2	...C..S..CDES.AADEHHHGDE.BVG...BVWW. B96 C99 D98 A99 H96 G98 W98 
13 10 3	...C..S..CD.S.AADEHHH.DE.BVG.E.BVGWW B96 C99 D98 E99 A99 H96 G99 W99 
13 9 4	...CDES..CDESAA.DE..HHH..BVG...BVGWW B96 C99 D99 E99 A98 H98 G99 W99 
13 8 5	.B.....B.C..AA.CDEHHH.DES.VGDES.VGWW S97 D99 E99 A99 H98 G99 W99 
13 7 6	SB..DESB..DEAA.CDEHHHC....VG....VGWW S99 C99 D99 E99 A99 G99 W99 
13 9 4	...CDE...CDE..AADE.BHHH.SBVG..S.VGWW B97 C99 D99 S97 E99 A99 H98 G99 W99 
13 9 4	...CD....CD...AADE.BHHHESBVG.ES.VGWW B97 C99 D99 S97 E99 A99 H98 G99 W99 
13 9 4	...CD.S..CD.SAA.DE..HHHE.BVG.E.BVGWW B96 C99 D99 E99 A98 H98 G99 W99 
13 9 4	...CD....CD.S.AADESBHHHE.BVG.E..VGWW B97 C99 D99 S99 E99 A99 H98 G99 W99 
13 9 4	...CD....CD.S.AADES.HHHE.BVG.E.BVGWW B96 C99 D99 S99 E99 A99 H98 G99 W99 
13 9 4	...CDE...CDES.AADES.HHH..BVG...BVGWW B96 C99 D99 S99 E99 A99 H98 G99 W99 
13 7 6	SB..D.SB..D.AA.CDEHHHC.E..VG.E..VGWW S99 C99 D99 E99 A99 G99 W99 
13 9 4	...CD....CD...AADE..HHHESBVG.ESBVGWW B96 C99 D99 S97 E99 A99 H98 G99 W99 
13 11 2	.B.C...B.C..AA..D.HHHGDES.VGDES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
13 10 3	...CD....CDEAA..DEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A97 H96 G99 W99 
13 9 4	S..CDESB.CDE.BAADE..HHH...VG....VGWW B99 S99 C99 D99 E99 A99 H98 G99 W99 
13 9 4	...CD....CD.SBAADESBHHHE..VG.E..VGWW B98 C99 D99 S99 E99 A99 H98 G99 W99 
13 9 4	...CD.S..CD.SAA.DE.BHHHE.BVG.E..VGWW B97 C99 D99 E99 A98 H98 G99 W99 
13 9 4	...CDE...CDE..AADE..HHH.SBVG..SBVGWW B96 C99 D99 S97 E99 A99 H98 G99 W99 
13 10 3	...CD....CDE.AA.DEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A98 H96 G99 W99 
13 10 3	...CD....CDE..AADEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A99 H96 G98 W99 
13 7 6	SB....SB.C..AA.CDE.HHHDE..VGDE..VGWW S99 D99 E99 A99 H99 G99 W99 
13 9 4	.B.C.E.B.C.EAA..DEHHH.D.S.VGD.S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 9 4	...CD.S..CD.S.AADE.HHH.E.BVG.E.BVGWW B96 C99 D99 E99 A99 H97 G99 W99 
13 8 5	.B.....B.C.EAA.CDEHHHGDES.VGD.S.V.WW S97 D99 A99 H98 G98 W99 
13 9 4	...CDES..CDESAA.DE.BHHH..BVG....VGWW B97 C99 D99 E99 A98 H98 G99 W99 
13 10 3	...CD....CDEAA..DE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A97 H97 G99 W99 
13 9 4	.B.C...B.C..AA..DEHHH.DES.VGDES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
13 8 5	.B...E.B.C.EAA.CDEHHH.D.S.VGD.S.VGWW S97 D99 E99 A99 H98 G99 W99 
13 9 4	S..CDES..CDE..AADE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A99 H98 G99 W99 
13 9 4	S..CD.SB.CD..BAADE..HHHE..VG.E..VGWW B99 S99 C99 D99 E99 A99 H98 G99 W99 
13 9 4	...CD..B.CD.SBAADES.HHHE..VG.E..VGWW B99 C99 D99 E99 S99 A99 H98 G99 W99 
13 9 4	S..CD.S..CD...AADE..HHHE.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H98 G99 W99 
13 7 6	.B.....B.C..AA.CDESHHHDES.VGDE..VGWW S98 D99 E99 A99 H99 G99 W99 
13 7 6	.B...E.B.C.EAA.CDESHHHD.S.VGD...VGWW S98 D99 E99 A99 H99 G99 W99 
13 9 4	...CD.S..CD.S.AADEHHH..E.BVG.E.BVGWW B96 C99 D99 E99 A99 H96 G99 W99 
13 9 4	.B.....B.CDE.AACDEHHHGDES.VG..S.VWW. S97 C98 H98 G98 W98 
13 10 3	.B.C.E.B.CDEAA..DEHHHGD.S.VG..S.VWW. S97 C99 E99 A99 H98 G98 W98 
13 9 4	...CDE.B.CDESBAADES.HHH...VG....VGWW B99 C99 D99 E99 S99 A99 H98 G99 W99 
13 9 4	...CDE...CDESBAADESBHHH...VG....VGWW B98 C99 D99 S99 E99 A99 H98 G99 W99 
13 9 4	...CDE...CDE.BAADE.BHHH.S.VG..S.VGWW B98 C99 D99 S97 E99 A99 H98 G99 W99 
13 9 4	...CD....CD..BAADE.BHHHES.VG.ES.VGWW B98 C99 D99 S97 E99 A99 H98 G99 W99 
13 10 3	.B.C...B.CD..AAGD.HHHGDES.V..ES.VWWE S97 C99 E98 H98 G97 W98 
13 8 5	.B..D..B.CD.AA.CDEHHH..ES.VG.ES.VGWW S97 D99 E99 A99 H98 G99 W99 
13 11 2	.B.CD..B.CD.AA..D.HHHG.ES.VG.ES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
13 10 3	.B.....B.CD..AACD.HHHGDES.VG.ES.VWWE S97 C98 E98 H98 G98 W98 
13 8 5	.B...E.B..DE.AACDEHHHCD.S.VG..S.VGWW S97 C97 E99 H98 G99 W99 
13 7 6	SB..D.SB..D..AACDEHHHC.E..VG.E..VGWW S99 C97 D99 E99 G99 W99 
13 7 6	SB....SB.....AACDEHHHCDE..VGDE..VGWW S99 C97 D99 E99 G99 W99 
13 10 3	...C.E.B.CDE.BAADEHHHGD.S.VG..S.V.WW B99 C99 E99 A99 H98 G98 S97 W99 
13 8 5	.B.....B.CD.AA.CDEHHHGDES.VG.ES.V.WW S97 E99 A99 H98 G98 W99 
13 11 2	.B.CD..B.CD...AAD.HHHG.ES.VG.ES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
13 9 4	S..CDES..CDE..AADE.BHHH..BVG....VGWW B97 S99 C99 D99 E99 A99 H98 G99 W99 
13 8 5	.B...E.B.CDEAA.CDESHHHD.S.VG....VGWW S98 C98 E99 A99 H99 G99 W99 
13 8 5	.B..D..B.CDEAA.CDEHHHG.ES.VG..S.V.WW S97 D99 A99 H98 G98 W99 
