0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
6 6 0	VV.C.E..BCDEAABCD...B.FIHJNNFIHJKKF. B99 E99 H99 J99 I99 K99 
6 6 0	VV.C.E..BCDEAABCDI..B.FIHJNNF.HJKKF. B99 E99 H99 J99 I98 K99 
6 6 0	VVB.D...BCD.AABCFE.J.CFEHJNNFIH.KK.I C99 D99 E99 H99 F99 K99 
6 6 0	VVB.D...BCD.AABCFE.J.CFEHJNNFIH..KKI C99 D99 E99 H99 F99 K98 
6 6 0	VVB.D...BCD.AABC.E...CFEHJNNFIHJKKFI C99 D99 E99 H99 J99 K99 
6 6 0	VVB.D...BCD.AABCFEH..CFEHJNNFI.JKK.I C99 D99 E99 J99 F99 K99 
6 6 0	VVB.D...BCD.AABCFEH..CFEHJNNFI.J.KKI C99 D99 E99 J99 F99 K98 
6 6 0	VVB.DE..BCDEAABCF..J.CFIHJNNFIHKK... C99 D99 E99 H99 F99 I99 
6 6 0	VVB.DE..BCDEAABCFI.J.CFIHJNNF.HKK... C99 D99 E99 H99 F99 I98 
6 6 0	VVB.DE..BCDEAABCF..J.CF.HJNNFIH.KK.I C99 D99 E99 H99 F99 K99 
6 6 0	VVB.DE..BCDEAABCF..J.CF.HJNNFIH..KKI C99 D99 E99 H99 F99 K98 
6 6 0	VVB.DE..BCDEAABC...J.CFIHJNNFIH.KKF. C99 D99 E99 H99 I99 K99 
6 6 0	VVB.DE..BCDEAABC.I.J.CFIHJNNF.H.KKF. C99 D99 E99 H99 I98 K99 
6 6 0	VVB.DE..BCDEAABC.....CF.HJNNFIHJKKFI C99 D99 E99 H99 J99 K99 
6 6 0	VVB.DE..BCDEAABCF.HJ.CFIHJNNFIKK.... C99 D99 E99 F99 I99 K99 
6 6 0	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI..KK.. C99 D99 E99 F99 I99 K99 
6 6 0	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI...KK. C99 D99 E99 F99 I99 K98 
6 6 0	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI....KK C99 D99 E99 F99 I99 K97 
6 6 0	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.KK.... C99 D99 E99 F99 I98 K99 
6 6 0	VVB.DE..BCDEAABCFIHJ.CFIHJNNF...KK.. C99 D99 E99 F99 I98 K99 
6 6 0	VVB.DE..BCDEAABCFIHJ.CFIHJNNF....KK. C99 D99 E99 F99 I98 K98 
6 6 0	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.....KK C99 D99 E99 F99 I98 K97 
6 6 0	VVB.DE..BCDEAABCF.H..CF.HJNNFI.JKK.I C99 D99 E99 J99 F99 K99 
6 6 0	VVB.DE..BCDEAABCF.H..CF.HJNNFI.J.KKI C99 D99 E99 J99 F99 K98 
6 6 0	VVB.DE..BCDEAABC..H..CFIHJNNFI.JKKF. C99 D99 E99 J99 I99 K99 
6 6 0	VVB.DE..BCDEAABC.IH..CFIHJNNF..JKKF. C99 D99 E99 J99 I98 K99 
6 6 0	VVB.D...BCDEAABCFE.J.CFIHJNNFIH.KK.. C99 D99 H99 F99 I99 K99 
6 6 0	VVB.D...BCDEAABCFE.J.CFIHJNNFIH..KK. C99 D99 H99 F99 I99 K98 
6 6 0	VVB.D...BCDEAABCFE.J.CFIHJNNFIH...KK C99 D99 H99 F99 I99 K97 
6 6 0	VVB.D...BCDEAABCFE...CF.HJNNFIHJKK.I C99 D99 H99 J99 F99 K99 
6 6 0	VVB.D...BCDEAABCFE...CF.HJNNFIHJ.KKI C99 D99 H99 J99 F99 K98 
6 6 0	VVB.D...BCDEAABC.E...CFIHJNNFIHJKKF. C99 D99 H99 J99 I99 K99 
6 6 0	VVB.D...BCDEAABCFEH..CFIHJNNFI.JKK.. C99 D99 J99 F99 I99 K99 
6 6 0	VVB.D...BCDEAABCFEH..CFIHJNNFI.J.KK. C99 D99 J99 F99 I99 K98 
6 6 0	VVB.D...BCDEAABCFEH..CFIHJNNFI.J..KK C99 D99 J99 F99 I99 K97 
6 6 0	VVB..E..BCDEAABCD....CFIHJNNFIHJKKF. C99 E99 H99 J99 I99 K99 
6 6 0	VVB..E..BCDEAABCDI...CFIHJNNF.HJKKF. C99 E99 H99 J99 I98 K99 
6 6 0	VVBCD...BCD.AABCFE....FEHJNNFIHJKK.I D99 E99 H99 J99 F99 K99 
6 6 0	VVBCD...BCD.AABCFE....FEHJNNFIHJ.KKI D99 E99 H99 J99 F99 K98 
6 6 0	VVBCDE..BCDEAABCF..J..FIHJNNFIH.KK.. D99 E99 H99 F99 I99 K99 
6 6 0	VVBCDE..BCDEAABCF..J..FIHJNNFIH..KK. D99 E99 H99 F99 I99 K98 
6 6 0	VVBCDE..BCDEAABCF..J..FIHJNNFIH...KK D99 E99 H99 F99 I99 K97 
6 6 0	VVBCDE..BCDEAABCFI.J..FIHJNNF.H.KK.. D99 E99 H99 F99 I98 K99 
6 6 0	VVBCDE..BCDEAABCFI.J..FIHJNNF.H..KK. D99 E99 H99 F99 I98 K98 
6 6 0	VVBCDE..BCDEAABCFI.J..FIHJNNF.H...KK D99 E99 H99 F99 I98 K97 
6 6 0	VVBCDE..BCDEAABCF.....F.HJNNFIHJKK.I D99 E99 H99 J99 F99 K99 
6 6 0	VVBCDE..BCDEAABCF.....F.HJNNFIHJ.KKI D99 E99 H99 J99 F99 K98 
6 6 0	VVBCDE..BCDEAABC......FIHJNNFIHJKKF. D99 E99 H99 J99 I99 K99 
6 6 0	VVBCDE..BCDEAABC.I....FIHJNNF.HJKKF. D99 E99 H99 J99 I98 K99 
6 6 0	VVBCDE..BCDEAABCF.H...FIHJNNFI.JKK.. D99 E99 J99 F99 I99 K99 
6 6 0	VVBCDE..BCDEAABCF.H...FIHJNNFI.J.KK. D99 E99 J99 F99 I99 K98 
6 6 0	VVBCDE..BCDEAABCF.H...FIHJNNFI.J..KK D99 E99 J99 F99 I99 K97 
6 6 0	VVBCDE..BCDEAABCFIH...FIHJNNF..JKK.. D99 E99 J99 F99 I98 K99 
6 6 0	VVBCDE..BCDEAABCFIH...FIHJNNF..J.KK. D99 E99 J99 F99 I98 K98 
6 6 0	VVBCDE..BCDEAABCFIH...FIHJNNF..J..KK D99 E99 J99 F99 I98 K97 
6 6 0	VVBCD...BCDEAABCFE....FIHJNNFIHJKK.. D99 H99 J99 F99 I99 K99 
6 6 0	VVBCD...BCDEAABCFE....FIHJNNFIHJ.KK. D99 H99 J99 F99 I99 K98 
6 6 0	VVBCD...BCDEAABCFE....FIHJNNFIHJ..KK D99 H99 J99 F99 I99 K97 
7 7 0	.VV.D...BCD.AABCFE.JBCFEHJNNFIHKK..I V99 B99 C99 D99 E99 H99 F99 
7 7 0	.VV.D...BCD.AABC.E.JBCFEHJNNFIH.KKFI V99 B99 C99 D99 E99 H99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNFIKK...I V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNFI..KK.I V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.D...BCD.AABCFEHJBCFEHJNNFI...KKI V99 B99 C99 D99 E99 F99 K98 
7 7 0	.VV.D...BCD.AABC.EH.BCFEHJNNFI.JKKFI V99 B99 C99 D99 E99 J99 K99 
7 7 0	.VV.DE..BCDEAABCF..JBCF.HJNNFIHKK..I V99 B99 C99 D99 E99 H99 F99 
7 7 0	.VV.DE..BCDEAABC...JBCFIHJNNFIHKK.F. V99 B99 C99 D99 E99 H99 I99 
7 7 0	.VV.DE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V99 B99 C99 D99 E99 H99 I98 
7 7 0	.VV.DE..BCDEAABC...JBCF.HJNNFIH.KKFI V99 B99 C99 D99 E99 H99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCFIHJNNFI.KK... V99 B99 C99 D99 E99 F99 I99 
7 7 0	.VV.DE..BCDEAABCFIHJBCFIHJNNF..KK... V99 B99 C99 D99 E99 F99 I98 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNFIKK...I V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNFI..KK.I V99 B99 C99 D99 E99 F99 K99 
7 7 0	.VV.DE..BCDEAABCF.HJBCF.HJNNFI...KKI V99 B99 C99 D99 E99 F99 K98 
7 7 0	.VV.DE..BCDEAABC..HJBCFIHJNNFIKK..F. V99 B99 C99 D99 E99 I99 K99 
7 7 0	.VV.DE..BCDEAABC..HJBCFIHJNNFI..KKF. V99 B99 C99 D99 E99 I99 K99 
7 7 0	.VV.DE..BCDEAABC.IHJBCFIHJNNF.KK..F. V99 B99 C99 D99 E99 I98 K99 
7 7 0	.VV.DE..BCDEAABC.IHJBCFIHJNNF...KKF. V99 B99 C99 D99 E99 I98 K99 
7 7 0	.VV.DE..BCDEAABC..H.BCF.HJNNFI.JKKFI V99 B99 C99 D99 E99 J99 K99 
7 7 0	.VV.D...BCDEAABCFE.JBCFIHJNNFIHKK... V99 B99 C99 D99 H99 F99 I99 
7 7 0	.VV.D...BCDEAABCFE.JBCF.HJNNFIH.KK.I V99 B99 C99 D99 H99 F99 K99 
7 7 0	.VV.D...BCDEAABCFE.JBCF.HJNNFIH..KKI V99 B99 C99 D99 H99 F99 K98 
7 7 0	.VV.D...BCDEAABC.E.JBCFIHJNNFIH.KKF. V99 B99 C99 D99 H99 I99 K99 
7 7 0	.VV.D...BCDEAABC.E..BCF.HJNNFIHJKKFI V99 B99 C99 D99 H99 J99 K99 
7 7 0	.VV.D...BCDEAABCFEHJBCFIHJNNFIKK.... V99 B99 C99 D99 F99 I99 K99 
7 7 0	.VV.D...BCDEAABCFEHJBCFIHJNNFI..KK.. V99 B99 C99 D99 F99 I99 K99 
7 7 0	.VV.D...BCDEAABCFEHJBCFIHJNNFI...KK. V99 B99 C99 D99 F99 I99 K98 
7 7 0	.VV.D...BCDEAABCFEHJBCFIHJNNFI....KK V99 B99 C99 D99 F99 I99 K97 
7 7 0	.VV.D...BCDEAABCFEH.BCF.HJNNFI.JKK.I V99 B99 C99 D99 J99 F99 K99 
7 7 0	.VV.D...BCDEAABCFEH.BCF.HJNNFI.J.KKI V99 B99 C99 D99 J99 F99 K98 
7 7 0	.VV.D...BCDEAABC.EH.BCFIHJNNFI.JKKF. V99 B99 C99 D99 J99 I99 K99 
7 7 0	.VV.....BCD.AABCDE..BCFEHJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
7 7 0	.VV..E..BCDEAABCD..JBCFIHJNNFIH.KKF. V99 B99 C99 E99 H99 I99 K99 
7 7 0	.VV..E..BCDEAABCDI.JBCFIHJNNF.H.KKF. V99 B99 C99 E99 H99 I98 K99 
7 7 0	.VV..E..BCDEAABCD...BCF.HJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
7 7 0	.VV..E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V99 B99 C99 E99 J99 I99 K99 
7 7 0	.VV..E..BCDEAABCDIH.BCFIHJNNF..JKKF. V99 B99 C99 E99 J99 I98 K99 
7 7 0	.VV.....BCDEAABCDE..BCFIHJNNFIHJKKF. V99 B99 C99 H99 J99 I99 K99 
7 7 0	.VVCD...BCD.AABCFE.JB.FEHJNNFIH.KK.I V99 B99 D99 E99 H99 F99 K99 
7 7 0	.VVCD...BCD.AABCFE.JB.FEHJNNFIH..KKI V99 B99 D99 E99 H99 F99 K98 
7 7 0	.VVCD...BCD.AABC.E..B.FEHJNNFIHJKKFI V99 B99 D99 E99 H99 J99 K99 
7 7 0	.VVCD...BCD.AABCFEH.B.FEHJNNFI.JKK.I V99 B99 D99 E99 J99 F99 K99 
7 7 0	.VVCD...BCD.AABCFEH.B.FEHJNNFI.J.KKI V99 B99 D99 E99 J99 F99 K98 
7 7 0	.VVCDE..BCDEAABCF..JB.FIHJNNFIHKK... V99 B99 D99 E99 H99 F99 I99 
7 7 0	.VVCDE..BCDEAABCFI.JB.FIHJNNF.HKK... V99 B99 D99 E99 H99 F99 I98 
7 7 0	.VVCDE..BCDEAABCF..JB.F.HJNNFIH.KK.I V99 B99 D99 E99 H99 F99 K99 
7 7 0	.VVCDE..BCDEAABCF..JB.F.HJNNFIH..KKI V99 B99 D99 E99 H99 F99 K98 
7 7 0	.VVCDE..BCDEAABC...JB.FIHJNNFIH.KKF. V99 B99 D99 E99 H99 I99 K99 
7 7 0	.VVCDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. V99 B99 D99 E99 H99 I98 K99 
7 7 0	.VVCDE..BCDEAABC....B.F.HJNNFIHJKKFI V99 B99 D99 E99 H99 J99 K99 
7 7 0	.VVCDE..BCDEAABCF.HJB.FIHJNNFIKK.... V99 B99 D99 E99 F99 I99 K99 
7 7 0	.VVCDE..BCDEAABCF.HJB.FIHJNNFI..KK.. V99 B99 D99 E99 F99 I99 K99 
7 7 0	.VVCDE..BCDEAABCF.HJB.FIHJNNFI...KK. V99 B99 D99 E99 F99 I99 K98 
7 7 0	.VVCDE..BCDEAABCF.HJB.FIHJNNFI....KK V99 B99 D99 E99 F99 I99 K97 
7 7 0	.VVCDE..BCDEAABCFIHJB.FIHJNNF.KK.... V99 B99 D99 E99 F99 I98 K99 
7 7 0	.VVCDE..BCDEAABCFIHJB.FIHJNNF...KK.. V99 B99 D99 E99 F99 I98 K99 
7 7 0	.VVCDE..BCDEAABCFIHJB.FIHJNNF....KK. V99 B99 D99 E99 F99 I98 K98 
7 7 0	.VVCDE..BCDEAABCFIHJB.FIHJNNF.....KK V99 B99 D99 E99 F99 I98 K97 
7 7 0	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I V99 B99 D99 E99 J99 F99 K99 
7 7 0	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI V99 B99 D99 E99 J99 F99 K98 
7 7 0	.VVCDE..BCDEAABC..H.B.FIHJNNFI.JKKF. V99 B99 D99 E99 J99 I99 K99 
7 7 0	.VVCDE..BCDEAABC.IH.B.FIHJNNF..JKKF. V99 B99 D99 E99 J99 I98 K99 
7 7 0	.VVCD...BCDEAABCFE.JB.FIHJNNFIH.KK.. V99 B99 D99 H99 F99 I99 K99 
7 7 0	.VVCD...BCDEAABCFE.JB.FIHJNNFIH..KK. V99 B99 D99 H99 F99 I99 K98 
7 7 0	.VVCD...BCDEAABCFE.JB.FIHJNNFIH...KK V99 B99 D99 H99 F99 I99 K97 
7 7 0	.VVCD...BCDEAABCFE..B.F.HJNNFIHJKK.I V99 B99 D99 H99 J99 F99 K99 
7 7 0	.VVCD...BCDEAABCFE..B.F.HJNNFIHJ.KKI V99 B99 D99 H99 J99 F99 K98 
7 7 0	.VVCD...BCDEAABC.E..B.FIHJNNFIHJKKF. V99 B99 D99 H99 J99 I99 K99 
7 7 0	.VVCD...BCDEAABCFEH.B.FIHJNNFI.JKK.. V99 B99 D99 J99 F99 I99 K99 
7 7 0	.VVCD...BCDEAABCFEH.B.FIHJNNFI.J.KK. V99 B99 D99 J99 F99 I99 K98 
7 7 0	.VVCD...BCDEAABCFEH.B.FIHJNNFI.J..KK V99 B99 D99 J99 F99 I99 K97 
7 7 0	.VVC.E..BCDEAABCD...B.FIHJNNFIHJKKF. V99 B99 E99 H99 J99 I99 K99 
7 7 0	.VVC.E..BCDEAABCDI..B.FIHJNNF.HJKKF. V99 B99 E99 H99 J99 I98 K99 
7 7 0	..VVD...BCD.AABCFE.JBCFEHJNNFIHKK..I V98 B99 C99 D99 E99 H99 F99 
7 7 0	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E99 H99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNFIKK...I V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNFI..KK.I V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVD...BCD.AABCFEHJBCFEHJNNFI...KKI V98 B99 C99 D99 E99 F99 K98 
7 7 0	..VVD...BCD.AABC.EH.BCFEHJNNFI.JKKFI V98 B99 C99 D99 E99 J99 K99 
7 7 0	..VVDE..BCDEAABCF..JBCF.HJNNFIHKK..I V98 B99 C99 D99 E99 H99 F99 
7 7 0	..VVDE..BCDEAABC...JBCFIHJNNFIHKK.F. V98 B99 C99 D99 E99 H99 I99 
7 7 0	..VVDE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V98 B99 C99 D99 E99 H99 I98 
7 7 0	..VVDE..BCDEAABC...JBCF.HJNNFIH.KKFI V98 B99 C99 D99 E99 H99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCFIHJNNFI.KK... V98 B99 C99 D99 E99 F99 I99 
7 7 0	..VVDE..BCDEAABCFIHJBCFIHJNNF..KK... V98 B99 C99 D99 E99 F99 I98 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNFIKK...I V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNFI..KK.I V98 B99 C99 D99 E99 F99 K99 
7 7 0	..VVDE..BCDEAABCF.HJBCF.HJNNFI...KKI V98 B99 C99 D99 E99 F99 K98 
7 7 0	..VVDE..BCDEAABC..HJBCFIHJNNFIKK..F. V98 B99 C99 D99 E99 I99 K99 
7 7 0	..VVDE..BCDEAABC..HJBCFIHJNNFI..KKF. V98 B99 C99 D99 E99 I99 K99 
7 7 0	..VVDE..BCDEAABC.IHJBCFIHJNNF.KK..F. V98 B99 C99 D99 E99 I98 K99 
7 7 0	..VVDE..BCDEAABC.IHJBCFIHJNNF...KKF. V98 B99 C99 D99 E99 I98 K99 
7 7 0	..VVDE..BCDEAABC..H.BCF.HJNNFI.JKKFI V98 B99 C99 D99 E99 J99 K99 
7 7 0	..VVD...BCDEAABCFE.JBCFIHJNNFIHKK... V98 B99 C99 D99 H99 F99 I99 
7 7 0	..VVD...BCDEAABCFE.JBCF.HJNNFIH.KK.I V98 B99 C99 D99 H99 F99 K99 
7 7 0	..VVD...BCDEAABCFE.JBCF.HJNNFIH..KKI V98 B99 C99 D99 H99 F99 K98 
7 7 0	..VVD...BCDEAABC.E.JBCFIHJNNFIH.KKF. V98 B99 C99 D99 H99 I99 K99 
7 7 0	..VVD...BCDEAABC.E..BCF.HJNNFIHJKKFI V98 B99 C99 D99 H99 J99 K99 
7 7 0	..VVD...BCDEAABCFEHJBCFIHJNNFIKK.... V98 B99 C99 D99 F99 I99 K99 
7 7 0	..VVD...BCDEAABCFEHJBCFIHJNNFI..KK.. V98 B99 C99 D99 F99 I99 K99 
7 7 0	..VVD...BCDEAABCFEHJBCFIHJNNFI...KK. V98 B99 C99 D99 F99 I99 K98 
7 7 0	..VVD...BCDEAABCFEHJBCFIHJNNFI....KK V98 B99 C99 D99 F99 I99 K97 
7 7 0	..VVD...BCDEAABCFEH.BCF.HJNNFI.JKK.I V98 B99 C99 D99 J99 F99 K99 
7 7 0	..VVD...BCDEAABCFEH.BCF.HJNNFI.J.KKI V98 B99 C99 D99 J99 F99 K98 
7 7 0	..VVD...BCDEAABC.EH.BCFIHJNNFI.JKKF. V98 B99 C99 D99 J99 I99 K99 
7 7 0	..VV....BCD.AABCDE..BCFEHJNNFIHJKKFI V98 B99 C99 E99 H99 J99 K99 
7 7 0	..VV.E..BCDEAABCD..JBCFIHJNNFIH.KKF. V98 B99 C99 E99 H99 I99 K99 
7 7 0	..VV.E..BCDEAABCDI.JBCFIHJNNF.H.KKF. V98 B99 C99 E99 H99 I98 K99 
7 7 0	..VV.E..BCDEAABCD...BCF.HJNNFIHJKKFI V98 B99 C99 E99 H99 J99 K99 
7 7 0	..VV.E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V98 B99 C99 E99 J99 I99 K99 
7 7 0	..VV.E..BCDEAABCDIH.BCFIHJNNF..JKKF. V98 B99 C99 E99 J99 I98 K99 
7 7 0	..VV....BCDEAABCDE..BCFIHJNNFIHJKKF. V98 B99 C99 H99 J99 I99 K99 
7 7 0	..BVV...BCD.AABCDE.J.CFEHJNNFIH.KKFI V97 B98 C99 E99 H99 K99 
7 7 0	..BVV...BCD.AABCDEH..CFEHJNNFI.JKKFI V97 B98 C99 E99 J99 K99 
7 7 0	..BVVE..BCDEAABCD..J.CFIHJNNFIHKK.F. V97 B98 C99 E99 H99 I99 
7 7 0	..BVVE..BCDEAABCDI.J.CFIHJNNF.HKK.F. V97 B98 C99 E99 H99 I98 
7 7 0	..BVVE..BCDEAABCD..J.CF.HJNNFIH.KKFI V97 B98 C99 E99 H99 K99 
7 7 0	..BVVE..BCDEAABCD.HJ.CFIHJNNFIKK..F. V97 B98 C99 E99 I99 K99 
7 7 0	..BVVE..BCDEAABCD.HJ.CFIHJNNFI..KKF. V97 B98 C99 E99 I99 K99 
7 7 0	..BVVE..BCDEAABCDIHJ.CFIHJNNF.KK..F. V97 B98 C99 E99 I98 K99 
7 7 0	..BVVE..BCDEAABCDIHJ.CFIHJNNF...KKF. V97 B98 C99 E99 I98 K99 
7 7 0	..BVVE..BCDEAABCD.H..CF.HJNNFI.JKKFI V97 B98 C99 E99 J99 K99 
7 7 0	..BVV...BCDEAABCDE.J.CFIHJNNFIH.KKF. V97 B98 C99 H99 I99 K99 
7 7 0	..BVV...BCDEAABCDE...CF.HJNNFIHJKKFI V97 B98 C99 H99 J99 K99 
7 7 0	..BVV...BCDEAABCDEH..CFIHJNNFI.JKKF. V97 B98 C99 J99 I99 K99 
7 7 0	...VV...BCD.AABCDE..BCFEHJNNFIHJKKFI V97 B99 C99 E99 H99 J99 K99 
7 7 0	...VVE..BCDEAABCD..JBCFIHJNNFIH.KKF. V97 B99 C99 E99 H99 I99 K99 
7 7 0	...VVE..BCDEAABCDI.JBCFIHJNNF.H.KKF. V97 B99 C99 E99 H99 I98 K99 
7 7 0	...VVE..BCDEAABCD...BCF.HJNNFIHJKKFI V97 B99 C99 E99 H99 J99 K99 
7 7 0	...VVE..BCDEAABCD.H.BCFIHJNNFI.JKKF. V97 B99 C99 E99 J99 I99 K99 
7 7 0	...VVE..BCDEAABCDIH.BCFIHJNNF..JKKF. V97 B99 C99 E99 J99 I98 K99 
7 7 0	...VV...BCDEAABCDE..BCFIHJNNFIHJKKF. V97 B99 C99 H99 J99 I99 K99 
7 7 0	..BCVV..BCD.AABCDE.J..FEHJNNFIHKK.FI V96 B98 C98 E99 H99 
7 7 0	..BCVV..BCD.AABCDEHJ..FEHJNNFIKK..FI V96 B98 C98 E99 K99 
7 7 0	..BCVV..BCD.AABCDEHJ..FEHJNNFI..KKFI V96 B98 C98 E99 K99 
7 7 0	..BCVV..BCDEAABCDE.J..FIHJNNFIHKK.F. V96 B98 C98 H99 I99 
7 7 0	..BCVV..BCDEAABCDE.J..F.HJNNFIH.KKFI V96 B98 C98 H99 K99 
7 7 0	..BCVV..BCDEAABCDEHJ..FIHJNNFIKK..F. V96 B98 C98 I99 K99 
7 7 0	..BCVV..BCDEAABCDEHJ..FIHJNNFI..KKF. V96 B98 C98 I99 K99 
7 7 0	..BCVV..BCDEAABCDEH...F.HJNNFI.JKKFI V96 B98 C98 J99 K99 
7 7 0	..B.VV..BCD.AABCDE.J.CFEHJNNFIH.KKFI V96 B98 C99 E99 H99 K99 
7 7 0	..B.VV..BCD.AABCDEH..CFEHJNNFI.JKKFI V96 B98 C99 E99 J99 K99 
7 7 0	..B.VV..BCDEAABCDE.J.CFIHJNNFIH.KKF. V96 B98 C99 H99 I99 K99 
7 7 0	..B.VV..BCDEAABCDE...CF.HJNNFIHJKKFI V96 B98 C99 H99 J99 K99 
7 7 0	..B.VV..BCDEAABCDEH..CFIHJNNFI.JKKF. V96 B98 C99 J99 I99 K99 
7 7 0	...CVV..BCD.AABCDE.JB.FEHJNNFIH.KKFI V96 B99 C98 E99 H99 K99 
7 7 0	...CVV..BCD.AABCDEH.B.FEHJNNFI.JKKFI V96 B99 C98 E99 J99 K99 
7 7 0	...CVV..BCDEAABCDE.JB.FIHJNNFIH.KKF. V96 B99 C98 H99 I99 K99 
7 7 0	...CVV..BCDEAABCDE..B.F.HJNNFIHJKKFI V96 B99 C98 H99 J99 K99 
7 7 0	...CVV..BCDEAABCDEH.B.FIHJNNFI.JKKF. V96 B99 C98 J99 I99 K99 
7 7 0	....VV..BCD.AABCDE..BCFEHJNNFIHJKKFI V96 B99 C99 E99 H99 J99 K99 
7 7 0	....VV..BCDEAABCDE..BCFIHJNNFIHJKKF. V96 B99 C99 H99 J99 I99 K99 
7 7 0	VV..D...BCD.AABCFE.JBCFEHJNNFIH.KK.I B99 C99 D99 E99 H99 F99 K99 
7 7 0	VV..D...BCD.AABCFE.JBCFEHJNNFIH..KKI B99 C99 D99 E99 H99 F99 K98 
7 7 0	VV..D...BCD.AABC.E..BCFEHJNNFIHJKKFI B99 C99 D99 E99 H99 J99 K99 
7 7 0	VV..D...BCD.AABCFEH.BCFEHJNNFI.JKK.I B99 C99 D99 E99 J99 F99 K99 
7 7 0	VV..D...BCD.AABCFEH.BCFEHJNNFI.J.KKI B99 C99 D99 E99 J99 F99 K98 
7 7 0	VV..DE..BCDEAABCF..JBCFIHJNNFIHKK... B99 C99 D99 E99 H99 F99 I99 
7 7 0	VV..DE..BCDEAABCFI.JBCFIHJNNF.HKK... B99 C99 D99 E99 H99 F99 I98 
7 7 0	VV..DE..BCDEAABCF..JBCF.HJNNFIH.KK.I B99 C99 D99 E99 H99 F99 K99 
7 7 0	VV..DE..BCDEAABCF..JBCF.HJNNFIH..KKI B99 C99 D99 E99 H99 F99 K98 
7 7 0	VV..DE..BCDEAABC...JBCFIHJNNFIH.KKF. B99 C99 D99 E99 H99 I99 K99 
7 7 0	VV..DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. B99 C99 D99 E99 H99 I98 K99 
7 7 0	VV..DE..BCDEAABC....BCF.HJNNFIHJKKFI B99 C99 D99 E99 H99 J99 K99 
7 7 0	VV..DE..BCDEAABCF.HJBCFIHJNNFIKK.... B99 C99 D99 E99 F99 I99 K99 
7 7 0	VV..DE..BCDEAABCF.HJBCFIHJNNFI..KK.. B99 C99 D99 E99 F99 I99 K99 
7 7 0	VV..DE..BCDEAABCF.HJBCFIHJNNFI...KK. B99 C99 D99 E99 F99 I99 K98 
7 7 0	VV..DE..BCDEAABCF.HJBCFIHJNNFI....KK B99 C99 D99 E99 F99 I99 K97 
7 7 0	VV..DE..BCDEAABCFIHJBCFIHJNNF.KK.... B99 C99 D99 E99 F99 I98 K99 
7 7 0	VV..DE..BCDEAABCFIHJBCFIHJNNF...KK.. B99 C99 D99 E99 F99 I98 K99 
7 7 0	VV..DE..BCDEAABCFIHJBCFIHJNNF....KK. B99 C99 D99 E99 F99 I98 K98 
7 7 0	VV..DE..BCDEAABCFIHJBCFIHJNNF.....KK B99 C99 D99 E99 F99 I98 K97 
7 7 0	VV..DE..BCDEAABCF.H.BCF.HJNNFI.JKK.I B99 C99 D99 E99 J99 F99 K99 
7 7 0	VV..DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI B99 C99 D99 E99 J99 F99 K98 
7 7 0	VV..DE..BCDEAABC..H.BCFIHJNNFI.JKKF. B99 C99 D99 E99 J99 I99 K99 
7 7 0	VV..DE..BCDEAABC.IH.BCFIHJNNF..JKKF. B99 C99 D99 E99 J99 I98 K99 
7 7 0	VV..D...BCDEAABCFE.JBCFIHJNNFIH.KK.. B99 C99 D99 H99 F99 I99 K99 
7 7 0	VV..D...BCDEAABCFE.JBCFIHJNNFIH..KK. B99 C99 D99 H99 F99 I99 K98 
7 7 0	VV..D...BCDEAABCFE.JBCFIHJNNFIH...KK B99 C99 D99 H99 F99 I99 K97 
