0 0 0	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
14 14 0	SBV..ESBVCDEAA.CDE.HHHD....G...WWG.. S99 D98 E99 A99 H93 G97 V96 W96 
14 14 0	SBV...SBVCD.AA.CD.HHH.DE...G.EWW.G.E S99 D98 E96 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBV.DEAA.CDEHHHCD....G..WW.G.. S99 C99 D98 E99 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBVCDEAA.CDE.HHHD....G..WW.G.. S99 D98 E99 A99 H93 G97 V96 W95 
14 14 0	SBV...SBVC.EAA.CDEHHH.DE...GD..WWG.. S99 D97 E98 A99 H94 G97 V96 W96 
14 14 0	SBV...SBVC.EAA.CDEHHH.DE...GD.WW.G.. S99 D97 E98 A99 H94 G97 V96 W95 
14 14 0	SBV...SBVC..AA.CDEHHH.DE...GDE.WWG.. S99 D97 E97 A99 H94 G97 V96 W96 
14 14 0	SBV...SBVC..AA.CDEHHH.DE...GDEWW.G.. S99 D97 E97 A99 H94 G97 V96 W95 
14 14 0	SBV...SBVC..AA.CD.HHH.DE...GDE.WWG.E S99 D97 E96 A99 H94 G97 V96 W96 
14 14 0	SBV..ESBV..EAA.CDEHHHCD....GD..WWG.. S99 C99 D97 E99 A99 H94 G97 V96 W96 
14 14 0	SBV..ESBVC.EAA.CDE.HHHD....GD..WWG.. S99 D97 E99 A99 H93 G97 V96 W96 
14 14 0	SBV...SBVC..AA.CD.HHH.DE...GDEWW.G.E S99 D97 E96 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBV..EAA.CDEHHHCD....GD.WW.G.. S99 C99 D97 E99 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBVC.EAA.CDE.HHHD....GD.WW.G.. S99 D97 E99 A99 H93 G97 V96 W95 
14 14 0	SBV...SBVC.EAA.C.EHHH.DE...GD..WWGD. S99 D96 E98 A99 H94 G97 V96 W96 
14 14 0	SBV.D.SBV.DEAA.CDEHHHC.E...G...WWG.. S99 C99 D99 E98 A99 H94 G97 V96 W96 
14 14 0	SBV.D.SBVCDEAA.CDE.HHH.E...G...WWG.. S99 D99 E98 A99 H93 G97 V96 W96 
14 14 0	SBV.D.SBVCDEAA.CDE..HHHE...G...WWG.. S99 D99 E98 A99 H92 G97 V96 W96 
14 14 0	SBV...SBVC.EAA.C.EHHH.DE...GD.WW.GD. S99 D96 E98 A99 H94 G97 V96 W95 
14 14 0	SBV.D.SBV.DEAA.CDEHHHC.E...G..WW.G.. S99 C99 D99 E98 A99 H94 G97 V96 W95 
14 14 0	SBV.D.SBVCDEAA.CDE.HHH.E...G..WW.G.. S99 D99 E98 A99 H93 G97 V96 W95 
14 14 0	SBV.D.SBVCDEAA.CDE..HHHE...G..WW.G.. S99 D99 E98 A99 H92 G97 V96 W95 
14 14 0	SBV...SBVC..AA.C.EHHH.DE...GDE.WWGD. S99 D96 E97 A99 H94 G97 V96 W96 
14 14 0	SBV.D.SBV.D.AA.CDEHHHC.E...G.E.WWG.. S99 C99 D99 E97 A99 H94 G97 V96 W96 
14 14 0	SBV.D.SBVCD.AA.CDE.HHH.E...G.E.WWG.. S99 D99 E97 A99 H93 G97 V96 W96 
14 14 0	SBV.D.SBVCD.AA.CDE..HHHE...G.E.WWG.. S99 D99 E97 A99 H92 G97 V96 W96 
14 14 0	SBV...SBVC..AA.C.EHHH.DE...GDEWW.GD. S99 D96 E97 A99 H94 G97 V96 W95 
14 14 0	SBV.D.SBV.D.AA.CDEHHHC.E...G.EWW.G.. S99 C99 D99 E97 A99 H94 G97 V96 W95 
14 14 0	SBV.D.SBVCD.AA.CDE.HHH.E...G.EWW.G.. S99 D99 E97 A99 H93 G97 V96 W95 
14 14 0	SBV.D.SBVCD.AA.CDE..HHHE...G.EWW.G.. S99 D99 E97 A99 H92 G97 V96 W95 
14 14 0	SBV...SBVC..AA.C..HHH.DE...GDE.WWGDE S99 D96 E96 A99 H94 G97 V96 W96 
14 14 0	SBV..ESBV..EAA.C.EHHHCD....GD..WWGD. S99 C99 D96 E99 A99 H94 G97 V96 W96 
14 14 0	SBV..ESBVC.EAA.C.E.HHHD....GD..WWGD. S99 D96 E99 A99 H93 G97 V96 W96 
14 14 0	SBV.D.SBV.D.AA.CD.HHHC.E...G.E.WWG.E S99 C99 D99 E96 A99 H94 G97 V96 W96 
14 14 0	SBV.D.SBVCD.AA.CD..HHH.E...G.E.WWG.E S99 D99 E96 A99 H93 G97 V96 W96 
14 14 0	SBV.D.SBVCD.AA.CD...HHHE...G.E.WWG.E S99 D99 E96 A99 H92 G97 V96 W96 
14 14 0	SBV...SBVC..AA.C..HHH.DE...GDEWW.GDE S99 D96 E96 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBV..EAA.C.EHHHCD....GD.WW.GD. S99 C99 D96 E99 A99 H94 G97 V96 W95 
14 14 0	SBV..ESBVC.EAA.C.E.HHHD....GD.WW.GD. S99 D96 E99 A99 H93 G97 V96 W95 
14 14 0	SBV.D.SBV.D.AA.CD.HHHC.E...G.EWW.G.E S99 C99 D99 E96 A99 H94 G97 V96 W95 
14 14 0	SBV.D.SBVCD.AA.CD..HHH.E...G.EWW.G.E S99 D99 E96 A99 H93 G97 V96 W95 
14 14 0	SBV.D.SBVCD.AA.CD...HHHE...G.EWW.G.E S99 D99 E96 A99 H92 G97 V96 W95 
14 14 0	.........CD..AACDEHHHGDESBVG.ESBV.WW D98 C98 A98 E99 H96 S97 B96 G98 W99 
14 14 0	.........C...AACDEHHHGDESBVGDESBV.WW D97 C98 A98 E99 H96 S97 B96 G98 W99 
14 14 0	....D....CD..AACDEHHHG.ESBVG.ESBVWW. C98 D99 A98 E99 H96 S97 B96 G98 W98 
14 14 0	...C.....CD..AA.DEHHHGDESBVG.ESBVWW. B96 C99 D98 S97 A98 E99 H96 G98 W98 
14 14 0	...C.....CD..AAGDEHHHGDESBV..ESBVWW. B96 C99 D98 S97 A98 E99 H96 G97 W98 
14 14 0	...C.....C...AA.DEHHHGDESBVGDESBVWW. B96 C99 D97 S97 A98 E99 H96 G98 W98 
14 14 0	...C.....C...AAGDEHHHGDESBV.DESBVWW. B96 C99 D97 S97 A98 E99 H96 G97 W98 
14 14 0	.........CD.AA.CDEHHHGDESBVG.ESBV.WW D98 C98 A97 E99 H96 S97 B96 G98 W99 
14 14 0	.........C..AA.CDEHHHGDESBVGDESBV.WW D97 C98 A97 E99 H96 S97 B96 G98 W99 
14 14 0	....D....CD.AA.CDEHHHG.ESBVG.ESBVWW. C98 D99 A97 E99 H96 S97 B96 G98 W98 
14 14 0	...C.....CD.AA..DEHHHGDESBVG.ESBVWW. B96 C99 D98 S97 A97 E99 H96 G98 W98 
14 14 0	...C.....CD.AA.GDEHHHGDESBV..ESBVWW. B96 C99 D98 S97 A97 E99 H96 G97 W98 
14 14 0	...C.....C..AA..DEHHHGDESBVGDESBVWW. B96 C99 D97 S97 A97 E99 H96 G98 W98 
14 14 0	...C.....C..AA.GDEHHHGDESBV.DESBVWW. B96 C99 D97 S97 A97 E99 H96 G97 W98 
14 14 0	......S..CD.SAACDEHHHGDE.BVG.E.BVWW. D98 C98 A98 E99 H96 B96 G98 W98 
14 14 0	......S..C..SAACDEHHHGDE.BVGDE.BVWW. D97 C98 A98 E99 H96 B96 G98 W98 
14 14 0	.....E...CDE.AACDEHHHGD.SBVG..SBV.WW D98 E99 C98 A98 H96 S97 B96 G98 W99 
14 14 0	.....E...C.E.AACDEHHHGD.SBVGD.SBV.WW D97 E99 C98 A98 H96 S97 B96 G98 W99 
14 14 0	....DE...CDE.AACDEHHHG..SBVG..SBVWW. C98 D99 E99 A98 H96 S97 B96 G98 W98 
14 14 0	...C.E...CDE.AA.DEHHHGD.SBVG..SBVWW. B96 C99 D98 E99 S97 A98 H96 G98 W98 
14 14 0	...C.E...CDE.AAGDEHHHGD.SBV...SBVWW. B96 C99 D98 E99 S97 A98 H96 G97 W98 
14 14 0	...C.E...C.E.AA.DEHHHGD.SBVGD.SBVWW. B96 C99 D97 E99 S97 A98 H96 G98 W98 
14 14 0	...C.E...C.E.AAGDEHHHGD.SBV.D.SBVWW. B96 C99 D97 E99 S97 A98 H96 G97 W98 
14 14 0	.....E...CDEAA.CDEHHHGD.SBVG..SBV.WW D98 E99 C98 A97 H96 S97 B96 G98 W99 
14 14 0	.....E...C.EAA.CDEHHHGD.SBVGD.SBV.WW D97 E99 C98 A97 H96 S97 B96 G98 W99 
14 14 0	....DE...CDEAA.CDEHHHG..SBVG..SBVWW. C98 D99 E99 A97 H96 S97 B96 G98 W98 
14 14 0	...C.E...CDEAA..DEHHHGD.SBVG..SBVWW. B96 C99 D98 E99 S97 A97 H96 G98 W98 
14 14 0	...C.E...CDEAA.GDEHHHGD.SBV...SBVWW. B96 C99 D98 E99 S97 A97 H96 G97 W98 
14 14 0	...C.E...C.EAA..DEHHHGD.SBVGD.SBVWW. B96 C99 D97 E99 S97 A97 H96 G98 W98 
14 14 0	...C.E...C.EAA.GDEHHHGD.SBV.D.SBVWW. B96 C99 D97 E99 S97 A97 H96 G97 W98 
14 14 0	.....ES..CDESAACDEHHHGD..BVG...BVWW. D98 E99 C98 A98 H96 B96 G98 W98 
14 14 0	.....ES..C.ESAACDEHHHGD..BVGD..BVWW. D97 E99 C98 A98 H96 B96 G98 W98 
14 14 0	....D...VCDEAAVCDESBHHHESB.G.....GWW C98 D99 E98 A97 S98 B97 H96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDESBHHHESB.G.E...GWW C98 D99 E97 A97 S98 B97 H96 V97 G99 W99 
14 14 0	..V.DE..VCDE.AACDESBHHH.SB.G.....GWW C98 D99 E99 A96 S98 B97 H96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDESBHHHESB.G.....GWW C98 D99 E98 A97 S98 B97 H96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDESBHHHESB.G.E...GWW C98 D99 E97 A97 S98 B97 H96 V96 G99 W99 
14 14 0	..VCD...VCDE.AA.DESBHHHESB.G.....GWW B97 C99 D99 E98 S98 A96 H96 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DESBHHHESB.G.E...GWW B97 C99 D99 E97 S98 A96 H96 V96 G99 W99 
14 14 0	....D...VCDEAAVCDE.BHHHESB.G..S..GWW C98 D99 E98 A97 B97 H96 S97 V97 G99 W99 
14 14 0	....D...VCD.AAVCDE.BHHHESB.G.ES..GWW C98 D99 E97 A97 B97 H96 S97 V97 G99 W99 
14 14 0	..V.DE..VCDE.AACDE.BHHH.SB.G..S..GWW C98 D99 E99 A96 B97 H96 S97 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDE.BHHHESB.G..S..GWW C98 D99 E98 A97 B97 H96 S97 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDE.BHHHESB.G.ES..GWW C98 D99 E97 A97 B97 H96 S97 V96 G99 W99 
14 14 0	..VCD...VCDE.AA.DE.BHHHESB.G..S..GWW B97 C99 D99 E98 S97 A96 H96 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DE.BHHHESB.G.ES..GWW B97 C99 D99 E97 S97 A96 H96 V96 G99 W99 
14 14 0	....D...VCDEAAVCDES.HHHESB.G...B.GWW C98 D99 E98 A97 S98 H96 B96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDES.HHHESB.G.E.B.GWW C98 D99 E97 A97 S98 H96 B96 V97 G99 W99 
14 14 0	.....E..VCDEAAVCDESHHHD.SB.G...B.GWW D98 E99 V97 C98 A97 S98 H95 B96 G99 W99 
14 14 0	.....E..VC.EAAVCDESHHHD.SB.GD..B.GWW D97 E99 V97 C98 A97 S98 H95 B96 G99 W99 
14 14 0	....D...VCDEAAVCDESHHH.ESB.G...B.GWW C98 D99 E98 A97 S98 H95 B96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDESHHH.ESB.G.E.B.GWW C98 D99 E97 A97 S98 H95 B96 V97 G99 W99 
14 14 0	..V.DE..VCDE.AACDES.HHH.SB.G...B.GWW C98 D99 E99 A96 S98 H96 B96 V96 G99 W99 
14 14 0	..V.DE..VCDE.AACDESHHH..SB.G...B.GWW C98 D99 E99 A96 S98 H95 B96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDES.HHHESB.G...B.GWW C98 D99 E98 A97 S98 H96 B96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDES.HHHESB.G.E.B.GWW C98 D99 E97 A97 S98 H96 B96 V96 G99 W99 
14 14 0	..V..E..VCDEAA.CDESHHHD.SB.G...B.GWW C98 D98 E99 A97 S98 H95 B96 V96 G99 W99 
14 14 0	..V..E..VC.EAA.CDESHHHD.SB.GD..B.GWW C98 D97 E99 A97 S98 H95 B96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDESHHH.ESB.G...B.GWW C98 D99 E98 A97 S98 H95 B96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDESHHH.ESB.G.E.B.GWW C98 D99 E97 A97 S98 H95 B96 V96 G99 W99 
14 14 0	...C....VCDEAAV.DESHHHDESB.G...B.GWW B96 C99 D98 E98 S98 A97 H95 V97 G99 W99 
14 14 0	...C....VCD.AAV.DESHHHDESB.G.E.B.GWW B96 C99 D98 E97 S98 A97 H95 V97 G99 W99 
14 14 0	...C....VC.EAAV.DESHHHDESB.GD..B.GWW B96 C99 D97 E98 S98 A97 H95 V97 G99 W99 
14 14 0	...C....VC..AAV.DESHHHDESB.GDE.B.GWW B96 C99 D97 E97 S98 A97 H95 V97 G99 W99 
14 14 0	..VCD...VCDE.AA.DES.HHHESB.G...B.GWW B96 C99 D99 E98 S98 A96 H96 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DES.HHHESB.G.E.B.GWW B96 C99 D99 E97 S98 A96 H96 V96 G99 W99 
14 14 0	..VC.E..VCDE.AA.DESHHHD.SB.G...B.GWW B96 C99 D98 E99 S98 A96 H95 V96 G99 W99 
14 14 0	..VC.E..VC.E.AA.DESHHHD.SB.GD..B.GWW B96 C99 D97 E99 S98 A96 H95 V96 G99 W99 
14 14 0	..VCD...VCDE.AA.DESHHH.ESB.G...B.GWW B96 C99 D99 E98 S98 A96 H95 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DESHHH.ESB.G.E.B.GWW B96 C99 D99 E97 S98 A96 H95 V96 G99 W99 
14 14 0	..VC....VCDEAA..DESHHHDESB.G...B.GWW B96 C99 D98 E98 S98 A97 H95 V96 G99 W99 
14 14 0	..VC....VCD.AA..DESHHHDESB.G.E.B.GWW B96 C99 D98 E97 S98 A97 H95 V96 G99 W99 
14 14 0	..VC....VC.EAA..DESHHHDESB.GD..B.GWW B96 C99 D97 E98 S98 A97 H95 V96 G99 W99 
14 14 0	..VC....VC..AA..DESHHHDESB.GDE.B.GWW B96 C99 D97 E97 S98 A97 H95 V96 G99 W99 
14 14 0	....D...VCDEAAVCDE..HHHESB.G..SB.GWW C98 D99 E98 A97 H96 S97 B96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDE..HHHESB.G.ESB.GWW C98 D99 E97 A97 H96 S97 B96 V97 G99 W99 
14 14 0	.....E..VCDEAAVCDE.HHHD.SB.G..SB.GWW D98 E99 V97 C98 A97 H95 S97 B96 G99 W99 
14 14 0	.....E..VC.EAAVCDE.HHHD.SB.GD.SB.GWW D97 E99 V97 C98 A97 H95 S97 B96 G99 W99 
14 14 0	....D...VCDEAAVCDE.HHH.ESB.G..SB.GWW C98 D99 E98 A97 H95 S97 B96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDE.HHH.ESB.G.ESB.GWW C98 D99 E97 A97 H95 S97 B96 V97 G99 W99 
14 14 0	.....E..VCDEAAVCDEHHH.D.SB.G..SB.GWW D98 E99 V97 C98 A97 H94 S97 B96 G99 W99 
14 14 0	.....E..VC.EAAVCDEHHH.D.SB.GD.SB.GWW D97 E99 V97 C98 A97 H94 S97 B96 G99 W99 
14 14 0	....D...VCDEAAVCDEHHH..ESB.G..SB.GWW C98 D99 E98 A97 H94 S97 B96 V97 G99 W99 
14 14 0	....D...VCD.AAVCDEHHH..ESB.G.ESB.GWW C98 D99 E97 A97 H94 S97 B96 V97 G99 W99 
14 14 0	....DE..VCDEAAVCDEHHHG..SB.G..SB..WW C98 D99 E99 A97 H94 S97 B96 V97 G98 W99 
14 14 0	..V.DE..VCDE.AACDE..HHH.SB.G..SB.GWW C98 D99 E99 A96 H96 S97 B96 V96 G99 W99 
14 14 0	..V.DE..VCDE.AACDE.HHH..SB.G..SB.GWW C98 D99 E99 A96 H95 S97 B96 V96 G99 W99 
14 14 0	..V.DE..VCDE.AACDEHHH...SB.G..SB.GWW C98 D99 E99 A96 H94 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDE..HHHESB.G..SB.GWW C98 D99 E98 A97 H96 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDE..HHHESB.G.ESB.GWW C98 D99 E97 A97 H96 S97 B96 V96 G99 W99 
14 14 0	..V..E..VCDEAA.CDE.HHHD.SB.G..SB.GWW C98 D98 E99 A97 H95 S97 B96 V96 G99 W99 
14 14 0	..V..E..VC.EAA.CDE.HHHD.SB.GD.SB.GWW C98 D97 E99 A97 H95 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDE.HHH.ESB.G..SB.GWW C98 D99 E98 A97 H95 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDE.HHH.ESB.G.ESB.GWW C98 D99 E97 A97 H95 S97 B96 V96 G99 W99 
14 14 0	..V..E..VCDEAA.CDEHHH.D.SB.G..SB.GWW C98 D98 E99 A97 H94 S97 B96 V96 G99 W99 
14 14 0	..V..E..VC.EAA.CDEHHH.D.SB.GD.SB.GWW C98 D97 E99 A97 H94 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCDEAA.CDEHHH..ESB.G..SB.GWW C98 D99 E98 A97 H94 S97 B96 V96 G99 W99 
14 14 0	..V.D...VCD.AA.CDEHHH..ESB.G.ESB.GWW C98 D99 E97 A97 H94 S97 B96 V96 G99 W99 
14 14 0	..V.DE..VCDEAA.CDEHHHG..SB.G..SB..WW C98 D99 E99 A97 H94 S97 B96 V96 G98 W99 
14 14 0	...C....VCDEAAV.DE.HHHDESB.G..SB.GWW B96 C99 D98 E98 S97 A97 H95 V97 G99 W99 
14 14 0	...C....VCD.AAV.DE.HHHDESB.G.ESB.GWW B96 C99 D98 E97 S97 A97 H95 V97 G99 W99 
14 14 0	...C....VC.EAAV.DE.HHHDESB.GD.SB.GWW B96 C99 D97 E98 S97 A97 H95 V97 G99 W99 
14 14 0	...C....VC..AAV.DE.HHHDESB.GDESB.GWW B96 C99 D97 E97 S97 A97 H95 V97 G99 W99 
14 14 0	.....E..V.DEAAVCDEHHHCD.SB.G..SB.GWW D98 E99 V97 A97 C97 H94 S97 B96 G99 W99 
14 14 0	.....E..V..EAAVCDEHHHCD.SB.GD.SB.GWW D97 E99 V97 A97 C97 H94 S97 B96 G99 W99 
14 14 0	....D...V.DEAAVCDEHHHC.ESB.G..SB.GWW C97 D99 E98 V97 A97 H94 S97 B96 G99 W99 
14 14 0	....D...V.D.AAVCDEHHHC.ESB.G.ESB.GWW C97 D99 E97 V97 A97 H94 S97 B96 G99 W99 
14 14 0	...C....VCDEAAV.DEHHH.DESB.G..SB.GWW B96 C99 D98 E98 S97 A97 H94 V97 G99 W99 
14 14 0	...C....VCD.AAV.DEHHH.DESB.G.ESB.GWW B96 C99 D98 E97 S97 A97 H94 V97 G99 W99 
14 14 0	...C.E..VCDEAAV.DEHHHGD.SB.G..SB..WW B96 C99 D98 E99 S97 A97 H94 V97 G98 W99 
14 14 0	...C.E..VCDEAAVGDEHHHGD.SB....SB..WW B96 C99 D98 E99 S97 A97 H94 V97 G97 W99 
14 14 0	...C....VC.EAAV.DEHHH.DESB.GD.SB.GWW B96 C99 D97 E98 S97 A97 H94 V97 G99 W99 
14 14 0	...C....VC..AAV.DEHHH.DESB.GDESB.GWW B96 C99 D97 E97 S97 A97 H94 V97 G99 W99 
14 14 0	...C.E..VC.EAAV.DEHHHGD.SB.GD.SB..WW B96 C99 D97 E99 S97 A97 H94 V97 G98 W99 
14 14 0	...C.E..VC.EAAVGDEHHHGD.SB..D.SB..WW B96 C99 D97 E99 S97 A97 H94 V97 G97 W99 
14 14 0	...CD...VCDEAAV.DEHHHG.ESB.G..SB..WW B96 C99 D99 E98 S97 A97 H94 V97 G98 W99 
14 14 0	...CD...VCDEAAVGDEHHHG.ESB....SB..WW B96 C99 D99 E98 S97 A97 H94 V97 G97 W99 
14 14 0	...CD...VCD.AAV.DEHHHG.ESB.G.ESB..WW B96 C99 D99 E97 S97 A97 H94 V97 G98 W99 
14 14 0	...CD...VCD.AAVGDEHHHG.ESB...ESB..WW B96 C99 D99 E97 S97 A97 H94 V97 G97 W99 
14 14 0	...CDE..VCDEAAV.DEHHHG..SB.G..SB.WW. B96 C99 D99 E99 S97 A97 H94 V97 G98 W98 
14 14 0	...CDE..VCDEAAV.DEHHHG..SB.G..SBWW.. B96 C99 D99 E99 S97 A97 H94 V97 G98 W97 
14 14 0	...CDE..VCDEAAVGDEHHHG..SB....SB.WW. B96 C99 D99 E99 S97 A97 H94 V97 G97 W98 
14 14 0	...CDE..VCDEAAVGDEHHHG..SB....SBWW.. B96 C99 D99 E99 S97 A97 H94 V97 G97 W97 
14 14 0	..VCD...VCDE.AA.DE..HHHESB.G..SB.GWW B96 C99 D99 E98 S97 A96 H96 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DE..HHHESB.G.ESB.GWW B96 C99 D99 E97 S97 A96 H96 V96 G99 W99 
14 14 0	..VC.E..VCDE.AA.DE.HHHD.SB.G..SB.GWW B96 C99 D98 E99 S97 A96 H95 V96 G99 W99 
14 14 0	..VC.E..VC.E.AA.DE.HHHD.SB.GD.SB.GWW B96 C99 D97 E99 S97 A96 H95 V96 G99 W99 
14 14 0	..VCD...VCDE.AA.DE.HHH.ESB.G..SB.GWW B96 C99 D99 E98 S97 A96 H95 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DE.HHH.ESB.G.ESB.GWW B96 C99 D99 E97 S97 A96 H95 V96 G99 W99 
14 14 0	..V.DE..V.DE.AACDEHHHC..SB.G..SB.GWW B96 C97 D99 E99 S97 A96 H94 V96 G99 W99 
14 14 0	..VC.E..VCDE.AA.DEHHH.D.SB.G..SB.GWW B96 C99 D98 E99 S97 A96 H94 V96 G99 W99 
14 14 0	..VC.E..VC.E.AA.DEHHH.D.SB.GD.SB.GWW B96 C99 D97 E99 S97 A96 H94 V96 G99 W99 
14 14 0	..VCD...VCDE.AA.DEHHH..ESB.G..SB.GWW B96 C99 D99 E98 S97 A96 H94 V96 G99 W99 
14 14 0	..VCD...VCD..AA.DEHHH..ESB.G.ESB.GWW B96 C99 D99 E97 S97 A96 H94 V96 G99 W99 
14 14 0	..VCDE..VCDE.AA.DEHHHG..SB.G..SB..WW B96 C99 D99 E99 S97 A96 H94 V96 G98 W99 
14 14 0	..VCDE..VCDE.AAGDEHHHG..SB....SB..WW B96 C99 D99 E99 S97 A96 H94 V96 G97 W99 
14 14 0	..VC....VCDEAA..DE.HHHDESB.G..SB.GWW B96 C99 D98 E98 S97 A97 H95 V96 G99 W99 
14 14 0	..VC....VCD.AA..DE.HHHDESB.G.ESB.GWW B96 C99 D98 E97 S97 A97 H95 V96 G99 W99 
14 14 0	..VC....VC.EAA..DE.HHHDESB.GD.SB.GWW B96 C99 D97 E98 S97 A97 H95 V96 G99 W99 
14 14 0	..VC....VC..AA..DE.HHHDESB.GDESB.GWW B96 C99 D97 E97 S97 A97 H95 V96 G99 W99 
14 14 0	..V..E..V.DEAA.CDEHHHCD.SB.G..SB.GWW B96 C97 D98 E99 S97 A97 H94 V96 G99 W99 
14 14 0	..V..E..V..EAA.CDEHHHCD.SB.GD.SB.GWW B96 C97 D97 E99 S97 A97 H94 V96 G99 W99 
14 14 0	..V.D...V.DEAA.CDEHHHC.ESB.G..SB.GWW B96 C97 D99 E98 S97 A97 H94 V96 G99 W99 
14 14 0	..V.D...V.D.AA.CDEHHHC.ESB.G.ESB.GWW B96 C97 D99 E97 S97 A97 H94 V96 G99 W99 
14 14 0	..VC....VCDEAA..DEHHH.DESB.G..SB.GWW B96 C99 D98 E98 S97 A97 H94 V96 G99 W99 
14 14 0	..VC....VCD.AA..DEHHH.DESB.G.ESB.GWW B96 C99 D98 E97 S97 A97 H94 V96 G99 W99 
14 14 0	..VC.E..VCDEAA..DEHHHGD.SB.G..SB..WW B96 C99 D98 E99 S97 A97 H94 V96 G98 W99 
14 14 0	..VC.E..VCDEAA.GDEHHHGD.SB....SB..WW B96 C99 D98 E99 S97 A97 H94 V96 G97 W99 
14 14 0	..VC....VC.EAA..DEHHH.DESB.GD.SB.GWW B96 C99 D97 E98 S97 A97 H94 V96 G99 W99 
14 14 0	..VC....VC..AA..DEHHH.DESB.GDESB.GWW B96 C99 D97 E97 S97 A97 H94 V96 G99 W99 
14 14 0	..VC.E..VC.EAA..DEHHHGD.SB.GD.SB..WW B96 C99 D97 E99 S97 A97 H94 V96 G98 W99 
14 14 0	..VC.E..VC.EAA.GDEHHHGD.SB..D.SB..WW B96 C99 D97 E99 S97 A97 H94 V96 G97 W99 
14 14 0	..VCD...VCDEAA..DEHHHG.ESB.G..SB..WW B96 C99 D99 E98 S97 A97 H94 V96 G98 W99 
14 14 0	..VCD...VCDEAA.GDEHHHG.ESB....SB..WW B96 C99 D99 E98 S97 A97 H94 V96 G97 W99 
14 14 0	..VCD...VCD.AA..DEHHHG.ESB.G.ESB..WW B96 C99 D99 E97 S97 A97 H94 V96 G98 W99 
14 14 0	..VCD...VCD.AA.GDEHHHG.ESB...ESB..WW B96 C99 D99 E97 S97 A97 H94 V96 G97 W99 
14 14 0	..VCDE..VCDEAA..DEHHHG..SB.G..SB.WW. B96 C99 D99 E99 S97 A97 H94 V96 G98 W98 
14 14 0	..VCDE..VCDEAA..DEHHHG..SB.G..SBWW.. B96 C99 D99 E99 S97 A97 H94 V96 G98 W97 
14 14 0	..VCDE..VCDEAA.GDEHHHG..SB....SB.WW. B96 C99 D99 E99 S97 A97 H94 V96 G97 W98 
14 14 0	..VCDE..VCDEAA.GDEHHHG..SB....SBWW.. B96 C99 D99 E99 S97 A97 H94 V96 G97 W97 
14 14 0	..VC...BVCDE.BAADESHHHDES..G.....GWW B99 V96 C99 D98 E98 A97 S98 H95 G99 W99 
14 14 0	..VC...BVCD..BAADESHHHDES..G.E...GWW B99 V96 C99 D98 E97 A97 S98 H95 G99 W99 
14 14 0	..VC...BVC.E.BAADESHHHDES..GD....GWW B99 V96 C99 D97 E98 A97 S98 H95 G99 W99 
14 14 0	..VC...BVC...BAADESHHHDES..GDE...GWW B99 V96 C99 D97 E97 A97 S98 H95 G99 W99 
14 14 0	..VC....VCDE..AADESHHHDESB.G...B.GWW B96 V96 C99 D98 E98 A97 S98 H95 G99 W99 
14 14 0	..VC....VCD...AADESHHHDESB.G.E.B.GWW B96 V96 C99 D98 E97 A97 S98 H95 G99 W99 
14 14 0	..VC....VC.E..AADESHHHDESB.GD..B.GWW B96 V96 C99 D97 E98 A97 S98 H95 G99 W99 
14 14 0	..VC....VC....AADESHHHDESB.GDE.B.GWW B96 V96 C99 D97 E97 A97 S98 H95 G99 W99 
14 14 0	.B.C...BVCDEAAV.DEHHHGDES..G..S..WW. S97 C99 D98 E98 A99 H94 G98 V97 W98 
14 14 0	.B.C...BVCDEAAV.DEHHHGDES..G..S.WW.. S97 C99 D98 E98 A99 H94 G98 V97 W97 
14 14 0	.B.C...BVCDEAAV.DEHHHGDES..G..SWW... S97 C99 D98 E98 A99 H94 G98 V97 W96 
