12 0 12	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
18 6 12	VVBCD...BCD.AABCFEH...FEHJNNFI.JKK.I D99 E97 J99 F99 K99 
18 9 9	.VV.DE..BCDEAABCF..JBCFIHJNNFIH..KK. V99 B99 C99 D99 E99 H99 F99 I99 K98 
18 6 12	.VVC....BCD.AABCDEHJB.FEHJNNFI.KK.FI V99 B99 D98 E97 
18 6 12	VV.CDE..BCDEAABCFIHJB.FIHJNNF.KK.... B99 D99 E99 F99 I98 K99 
18 9 9	.VV..E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V99 B99 C99 D98 E99 J99 I99 K99 
18 6 12	VV.CD...BCD.AABCFEHJB.FEHJNNFIKK...I B99 D99 E97 F99 K99 
18 9 9	VV..D...BCDEAABC.E..BCFIHJNNFIHJKKF. B99 C99 D99 E98 H99 J99 I99 K99 
18 6 12	VVB.D...BCD.AABCFEHJ.CFEHJNNFIKK...I C99 D99 E97 F99 K99 
18 6 12	VVBCDE..BCDEAABCFIH...FIHJNNF..JKK.. D99 E99 J99 F99 I98 K99 
18 6 12	VV.CDE..BCDEAABCFI.JB.FIHJNNF.HKK... B99 D99 E99 H99 F99 I98 
18 6 12	...CVV..BCDEAABCDEH.B.F.HJNNFI.JKKFI V96 B99 C98 J99 K99 
18 6 12	..B.VV..BCDEAABCDE.J.CFIHJNNFIHKK.F. V96 B98 C99 H99 I99 
18 9 9	.VV..E..BCDEAABCD..JBCFIHJNNFIH.KKF. V99 B99 C99 D98 E99 H99 I99 K99 
18 9 9	..VVD...BCDEAABC.E.JBCFIHJNNFIH.KKF. V98 B99 C99 D99 E98 H99 I99 K99 
18 6 12	..VV....BCDEAABCDEH.BCFIHJNNFI.JKKF. V98 B99 C99 J99 I99 K99 
18 9 9	..VV.E..BCDEAABCD..JBCFIHJNNFIH.KKF. V98 B99 C99 D98 E99 H99 I99 K99 
18 6 12	VV.CD...BCD.AABCFEHJB.FEHJNNFI...KKI B99 D99 E97 F99 K98 
18 6 12	VV.CD...BCDEAABCFEHJB.F.HJNNFI...KKI B99 D99 E98 F99 K98 
18 6 12	VVBCDE..BCDEAABCFI.J..FIHJNNF.H.KK.. D99 E99 H99 F99 I98 K99 
18 6 12	.VVCD...BCD.AABCFEHJB.FEHJNNFI.KK..I V99 B99 D99 E97 F99 
18 9 9	..VVDE..BCDEAABCF.H.BCFIHJNNFI.J..KK V98 B99 C99 D99 E99 J99 F99 I99 K97 
18 6 12	...CVV..BCDEAABCDEHJB.FIHJNNFI..KKF. V96 B99 C98 I99 K99 
18 6 12	.VVCD...BCDEAABCFEHJB.F.HJNNFI.KK..I V99 B99 D99 E98 F99 
18 9 9	..VVDE..BCDEAABCF...BCF.HJNNFIHJKK.I V98 B99 C99 D99 E99 H99 J99 F99 K99 
18 9 9	..VVD...BCD.AABC.E..BCFEHJNNFIHJKKFI V98 B99 C99 D99 E97 H99 J99 K99 
18 9 9	..VVD...BCDEAABC.E..BCF.HJNNFIHJKKFI V98 B99 C99 D99 E98 H99 J99 K99 
18 9 9	..VV.E..BCDEAABCD...BCF.HJNNFIHJKKFI V98 B99 C99 D98 E99 H99 J99 K99 
18 6 12	....VV..BCDEAABCDEH.BCFIHJNNFI.JKKF. V96 B99 C99 J99 I99 K99 
18 9 9	.VV.D...BCDEAABC.E..BCF.HJNNFIHJKKFI V99 B99 C99 D99 E98 H99 J99 K99 
18 6 12	VV.C.E..BCDEAABCDIHJB.FIHJNNF.KK..F. B99 D98 E99 I98 K99 
18 9 9	.VV..E..BCDEAABCD...BCF.HJNNFIHJKKFI V99 B99 C99 D98 E99 H99 J99 K99 
18 6 12	VVB.D...BCDEAABCFE.J.CF.HJNNFIHKK..I C99 D99 E98 H99 F99 
18 6 12	VVBCD...BCDEAABCFE.J..FIHJNNFIHKK... D99 E98 H99 F99 I99 
18 6 12	VV.C....BCD.AABCDEHJB.FEHJNNFIKK..FI B99 D98 E97 K99 
18 6 12	..B.VV..BCDEAABCDEH..CF.HJNNFI.JKKFI V96 B98 C99 J99 K99 
18 6 12	VVB..E..BCDEAABCDIHJ.CFIHJNNF.KK..F. C99 D98 E99 I98 K99 
18 9 9	.VVCD...BCDEAABC.E..B.FIHJNNFIHJKKF. V99 B99 D99 E98 H99 J99 I99 K99 
18 9 9	.VVC.E..BCDEAABCD...B.FIHJNNFIHJKKF. V99 B99 D98 E99 H99 J99 I99 K99 
18 6 12	VVBCD...BCDEAABCFEH...F.HJNNFI.JKK.I D99 E98 J99 F99 K99 
18 6 12	VVBC....BCD.AABCDE.J..FEHJNNFIH.KKFI D98 E97 H99 K99 
18 6 12	VVBCD...BCD.AABCFE.J..FEHJNNFIH..KKI D99 E97 H99 F99 K98 
18 6 12	VVBCD...BCDEAABCFE.J..F.HJNNFIH..KKI D99 E98 H99 F99 K98 
18 9 9	..VV.E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V98 B99 C99 D98 E99 J99 I99 K99 
18 6 12	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.KK.... C99 D99 E99 F99 I98 K99 
18 6 12	VVB.D...BCD.AABCFEHJ.CFEHJNNFI...KKI C99 D99 E97 F99 K98 
18 6 12	VVB.D...BCDEAABCFEHJ.CF.HJNNFI...KKI C99 D99 E98 F99 K98 
18 6 12	VVBC.E..BCDEAABCDI.J..FIHJNNF.H.KKF. D98 E99 H99 I98 K99 
18 6 12	VVBCD...BCD.AABCFEH...FEHJNNFI.J.KKI D99 E97 J99 F99 K98 
18 6 12	VVBCD...BCDEAABCFEH...F.HJNNFI.J.KKI D99 E98 J99 F99 K98 
18 6 12	VVB.....BCD.AABCDEHJ.CFEHJNNFI..KKFI C99 D98 E97 K99 
18 6 12	VVB.D...BCDEAABCFEHJ.CFIHJNNFI.KK... C99 D99 E98 F99 I99 
18 6 12	VVBCD...BCDEAABCFE.J..F.HJNNFIH.KK.I D99 E98 H99 F99 K99 
18 9 9	..BVVE..BCDEAABCD..J.CF.HJNNFIH.KKFI V97 B98 C99 D98 E99 H99 K99 
18 6 12	VV.C.E..BCDEAABCDI.JB.FIHJNNF.HKK.F. B99 D98 E99 H99 I98 
18 6 12	VVB.D...BCDEAABCFEHJ.CF.HJNNFI..KK.I C99 D99 E98 F99 K99 
18 6 12	VVB..E..BCDEAABCDIHJ.CFIHJNNF...KKF. C99 D98 E99 I98 K99 
18 6 12	VVBCD...BCD.AABCFE.J..FEHJNNFIH.KK.I D99 E97 H99 F99 K99 
18 9 9	...VVE..BCDEAABCD...BCF.HJNNFIHJKKFI V97 B99 C99 D98 E99 H99 J99 K99 
18 6 12	VVBCD...BCDEAABCFEHJ..FIHJNNFI..KK.. D99 E98 F99 I99 K99 
18 6 12	VV..D...BCDEAABCFEHJBCF.HJNNFI.KK..I B99 C99 D99 E98 F99 
18 9 9	VV...E..BCDEAABCD...BCFIHJNNFIHJKKF. B99 C99 D98 E99 H99 J99 I99 K99 
18 6 12	..B.VV..BCDEAABCDEHJ.CFIHJNNFI..KKF. V96 B98 C99 I99 K99 
18 9 9	.VVCDE..BCDEAABCF...B.FIHJNNFIHJ..KK V99 B99 D99 E99 H99 J99 F99 I99 K97 
18 6 12	...VV...BCD.AABCDE.JBCFEHJNNFIH.KKFI V97 B99 C99 E99 H99 K99 
18 6 12	VV.C.E..BCDEAABCDIHJB.FIHJNNF...KKF. B99 D98 E99 I98 K99 
18 6 12	...CVV..BCDEAABCDEHJB.FIHJNNFIKK..F. V96 B99 C98 I99 K99 
18 9 9	VV..DE..BCDEAABCF...BCFIHJNNFIHJ..KK B99 C99 D99 E99 H99 J99 F99 I99 K97 
18 6 12	VVB.D...BCDEAABCFEHJ.CF.HJNNFIKK...I C99 D99 E98 F99 K99 
18 6 12	..B.VV..BCDEAABCDEHJ.CFIHJNNFIKK..F. V96 B98 C99 I99 K99 
18 6 12	VVB..E..BCDEAABCDI.J.CFIHJNNF.HKK.F. C99 D98 E99 H99 I98 
18 9 9	.VVCDE..BCDEAABCF...B.FIHJNNFIHJKK.. V99 B99 D99 E99 H99 J99 F99 I99 K99 
18 9 9	..BVVE..BCDEAABCD.HJ.CFIHJNNFI..KKF. V97 B98 C99 D98 E99 I99 K99 
18 6 12	..BVV...BCD.AABCDEHJ.CFEHJNNFIKK..FI V97 B98 C99 E99 K99 
18 6 12	VVBCDE..BCDEAABCFIH...FIHJNNF..J.KK. D99 E99 J99 F99 I98 K98 
18 6 12	VVB.....BCD.AABCDEHJ.CFEHJNNFIKK..FI C99 D98 E97 K99 
18 6 12	VVB.DE..BCDEAABCFI.J.CFIHJNNF.HKK... C99 D99 E99 H99 F99 I98 
18 6 12	VVB.DE..BCDEAABCFIHJ.CFIHJNNF....KK. C99 D99 E99 F99 I98 K98 
18 9 9	.VV.DE..BCDEAABCF.H.BCFIHJNNFI.J.KK. V99 B99 C99 D99 E99 J99 F99 I99 K98 
18 6 12	..B.VV..BCD.AABCDEHJ.CFEHJNNFI..KKFI V96 B98 C99 E99 K99 
18 6 12	VVBCDE..BCDEAABCFI.J..FIHJNNF.H..KK. D99 E99 H99 F99 I98 K98 
18 6 12	..B.VV..BCD.AABCDEHJ.CFEHJNNFIKK..FI V96 B98 C99 E99 K99 
18 6 12	VVBCD...BCDEAABCFEHJ..FIHJNNFIKK.... D99 E98 F99 I99 K99 
18 9 9	.VV.DE..BCDEAABCF...BCF.HJNNFIHJKK.I V99 B99 C99 D99 E99 H99 J99 F99 K99 
18 6 12	....VV..BCD.AABCDEH.BCFEHJNNFI.JKKFI V96 B99 C99 E99 J99 K99 
18 9 9	..BVVE..BCDEAABCD..J.CFIHJNNFIHKK.F. V97 B98 C99 D98 E99 H99 I99 
18 6 12	VVB.D...BCD.AABCFE.J.CFEHJNNFIHKK..I C99 D99 E97 H99 F99 
18 6 12	VV..D...BCD.AABCFEHJBCFEHJNNFI.KK..I B99 C99 D99 E97 F99 
18 6 12	VVB.....BCD.AABCDE.J.CFEHJNNFIHKK.FI C99 D98 E97 H99 
18 9 9	.VV.DE..BCDEAABC.I..BCFIHJNNF.HJKKF. V99 B99 C99 D99 E99 H99 J99 I98 K99 
18 9 9	.VV.D...BCD.AABC.E..BCFEHJNNFIHJKKFI V99 B99 C99 D99 E97 H99 J99 K99 
18 6 12	VV.CDE..BCDEAABCFIHJB.FIHJNNF....KK. B99 D99 E99 F99 I98 K98 
18 6 12	...VV...BCD.AABCDEH.BCFEHJNNFI.JKKFI V97 B99 C99 E99 J99 K99 
18 9 9	..VVDE..BCDEAABC.I..BCFIHJNNF.HJKKF. V98 B99 C99 D99 E99 H99 J99 I98 K99 
18 9 9	..BVVE..BCDEAABCD.H..CF.HJNNFI.JKKFI V97 B98 C99 D98 E99 J99 K99 
18 6 12	.VVCDE..BCDEAABCFIHJB.FIHJNNF..KK... V99 B99 D99 E99 F99 I98 
18 6 12	....VV..BCD.AABCDE.JBCFEHJNNFIH.KKFI V96 B99 C99 E99 H99 K99 
18 6 12	..VV....BCD.AABCDEH.BCFEHJNNFI.JKKFI V98 B99 C99 E99 J99 K99 
18 6 12	....VV..BCDEAABCDE..BCF.HJNNFIHJKKFI V96 B99 C99 H99 J99 K99 
18 6 12	VVBC.E..BCDEAABCDIH...FIHJNNF..JKKF. D98 E99 J99 I98 K99 
18 6 12	VVBC....BCD.AABCDEH...FEHJNNFI.JKKFI D98 E97 J99 K99 
18 6 12	VVBCDE..BCDEAABCFIHJ..FIHJNNF.....KK D99 E99 F99 I98 K97 
18 6 12	..BVV...BCDEAABCDEHJ.CFIHJNNFI..KKF. V97 B98 C99 I99 K99 
18 6 12	.VV.....BCDEAABCDEH.BCFIHJNNFI.JKKF. V99 B99 C99 J99 I99 K99 
18 9 9	.VV.DE..BCDEAABCF..JBCFIHJNNFIH.KK.. V99 B99 C99 D99 E99 H99 F99 I99 K99 
18 6 12	VV...E..BCDEAABCDIHJBCFIHJNNF..KK.F. B99 C99 D98 E99 I98 
18 6 12	.VV.....BCD.AABCDE.JBCFEHJNNFIH.KKFI V99 B99 C99 E99 H99 K99 
18 9 9	..VVDE..BCDEAABCF..JBCFIHJNNFIH.KK.. V98 B99 C99 D99 E99 H99 F99 I99 K99 
18 9 9	..VVDE..BCDEAABCF.H.BCFIHJNNFI.JKK.. V98 B99 C99 D99 E99 J99 F99 I99 K99 
18 9 9	VV..DE..BCDEAABCF...BCFIHJNNFIHJKK.. B99 C99 D99 E99 H99 J99 F99 I99 K99 
18 6 12	VV..DE..BCDEAABCFIHJBCFIHJNNF..KK... B99 C99 D99 E99 F99 I98 
18 9 9	.VV.DE..BCDEAABCF.H.BCFIHJNNFI.JKK.. V99 B99 C99 D99 E99 J99 F99 I99 K99 
18 6 12	VVBCD...BCDEAABCFEHJ..FIHJNNFI....KK D99 E98 F99 I99 K97 
18 6 12	.VV.....BCD.AABCDEH.BCFEHJNNFI.JKKFI V99 B99 C99 E99 J99 K99 
18 6 12	VV.CD...BCDEAABCFE.JB.F.HJNNFIHKK..I B99 D99 E98 H99 F99 
18 9 9	.VV.DE..BCDEAABCF.H.BCFIHJNNFI.J..KK V99 B99 C99 D99 E99 J99 F99 I99 K97 
18 6 12	VV.CD...BCDEAABCFEHJB.F.HJNNFIKK...I B99 D99 E98 F99 K99 
18 9 9	.VV.D...BCDEAABC.EH.BCFIHJNNFI.JKKF. V99 B99 C99 D99 E98 J99 I99 K99 
18 6 12	...CVV..BCD.AABCDEHJB.FEHJNNFIKK..FI V96 B99 C98 E99 K99 
18 6 12	VV.CD...BCD.AABCFE.JB.FEHJNNFIHKK..I B99 D99 E97 H99 F99 
18 6 12	VV.CD...BCDEAABCFEHJB.FIHJNNFI.KK... B99 D99 E98 F99 I99 
18 6 12	VV.C....BCD.AABCDEHJB.FEHJNNFI..KKFI B99 D98 E97 K99 
18 6 12	.VVC.E..BCDEAABCDIHJB.FIHJNNF..KK.F. V99 B99 D98 E99 I98 
18 6 12	..BCVV..BCDEAABCDEHJ..F.HJNNFI..KKFI V96 B98 C98 K99 
18 6 12	..BCVV..BCD.AABCDEHJ..FEHJNNFI.KK.FI V96 B98 C98 E99 
18 6 12	VVBCD...BCDEAABCFEHJ..FIHJNNFI...KK. D99 E98 F99 I99 K98 
18 6 12	VV......BCDEAABCDE..BCFIHJNNFIHJKKF. B99 C99 H99 J99 I99 K99 
18 6 12	..VV....BCDEAABCDE..BCF.HJNNFIHJKKFI V98 B99 C99 H99 J99 K99 
18 9 9	..BVVE..BCDEAABCD.HJ.CFIHJNNFIKK..F. V97 B98 C99 D98 E99 I99 K99 
18 6 12	.VV.....BCDEAABCDE.JBCFIHJNNFIH.KKF. V99 B99 C99 H99 I99 K99 
18 6 12	.VV.....BCDEAABCDE..BCF.HJNNFIHJKKFI V99 B99 C99 H99 J99 K99 
18 9 9	.VV.D...BCDEAABC.E.JBCFIHJNNFIH.KKF. V99 B99 C99 D99 E98 H99 I99 K99 
18 6 12	..BVV...BCDEAABCDEHJ.CFIHJNNFIKK..F. V97 B98 C99 I99 K99 
18 9 9	.VVCDE..BCDEAABCF...B.FIHJNNFIHJ.KK. V99 B99 D99 E99 H99 J99 F99 I99 K98 
18 6 12	....VV..BCDEAABCDE.JBCFIHJNNFIH.KKF. V96 B99 C99 H99 I99 K99 
18 6 12	VV.CD...BCD.AABCFEHJB.FEHJNNFI..KK.I B99 D99 E97 F99 K99 
19 7 12	..B.VV..BCDEAABCDE.J.CFIHJNNFIH.KKF. V96 B98 C99 H99 I99 K99 
19 7 12	.VV.....BCDEAABCDE..BCFIHJNNFIHJKKF. V99 B99 C99 H99 J99 I99 K99 
19 7 12	..BVV...BCD.AABCDE.J.CFEHJNNFIH.KKFI V97 B98 C99 E99 H99 K99 
19 10 9	..VVDE..BCDEAABCF...BCFIHJNNFIHJ..KK V98 B99 C99 D99 E99 H99 J99 F99 I99 K97 
19 7 12	...VV...BCD.AABCDE..BCFEHJNNFIHJKKFI V97 B99 C99 E99 H99 J99 K99 
19 10 9	.VV.DE..BCDEAABCF...BCFIHJNNFIHJ..KK V99 B99 C99 D99 E99 H99 J99 F99 I99 K97 
19 10 9	...VVE..BCDEAABCD...BCFIHJNNFIHJKKF. V97 B99 C99 D98 E99 H99 J99 I99 K99 
19 7 12	..BCVV..BCD.AABCDEHJ..FEHJNNFI..KKFI V96 B98 C98 E99 K99 
19 7 12	....VV..BCD.AABCDE..BCFEHJNNFIHJKKFI V96 B99 C99 E99 H99 J99 K99 
19 7 12	..BCVV..BCDEAABCDE.J..FIHJNNFIHKK.F. V96 B98 C98 H99 I99 
19 7 12	.VV.....BCD.AABCDE..BCFEHJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
19 7 12	..BVV...BCDEAABCDE.J.CFIHJNNFIH.KKF. V97 B98 C99 H99 I99 K99 
19 7 12	...VV...BCDEAABCDE..BCFIHJNNFIHJKKF. V97 B99 C99 H99 J99 I99 K99 
19 7 12	..BCVV..BCD.AABCDE.J..FEHJNNFIHKK.FI V96 B98 C98 E99 H99 
19 10 9	.VV.DE..BCDEAABCF...BCFIHJNNFIHJ.KK. V99 B99 C99 D99 E99 H99 J99 F99 I99 K98 
19 10 9	..VVDE..BCDEAABCF...BCFIHJNNFIHJ.KK. V98 B99 C99 D99 E99 H99 J99 F99 I99 K98 
19 7 12	..BCVV..BCDEAABCDEHJ..FIHJNNFIKK..F. V96 B98 C98 I99 K99 
19 7 12	...CVV..BCDEAABCDE..B.F.HJNNFIHJKKFI V96 B99 C98 H99 J99 K99 
19 7 12	..B.VV..BCDEAABCDE...CF.HJNNFIHJKKFI V96 B98 C99 H99 J99 K99 
19 7 12	..BCVV..BCD.AABCDEHJ..FEHJNNFIKK..FI V96 B98 C98 E99 K99 
19 10 9	..BVVE..BCDEAABCD.H..CFIHJNNFI.JKKF. V97 B98 C99 D98 E99 J99 I99 K99 
19 7 12	..VV....BCDEAABCDE..BCFIHJNNFIHJKKF. V98 B99 C99 H99 J99 I99 K99 
19 7 12	...CVV..BCDEAABCDE.JB.FIHJNNFIH.KKF. V96 B99 C98 H99 I99 K99 
19 7 12	..BVV...BCDEAABCDEH..CFIHJNNFI.JKKF. V97 B98 C99 J99 I99 K99 
19 7 12	...CVV..BCD.AABCDE.JB.FEHJNNFIH.KKFI V96 B99 C98 E99 H99 K99 
19 7 12	..BVV...BCDEAABCDE...CF.HJNNFIHJKKFI V97 B98 C99 H99 J99 K99 
19 7 12	VVBCDE..BCDEAABCFI.J..FIHJNNF.H...KK D99 E99 H99 F99 I98 K97 
19 7 12	..B.VV..BCDEAABCDEH..CFIHJNNFI.JKKF. V96 B98 C99 J99 I99 K99 
19 7 12	....VV..BCDEAABCDE..BCFIHJNNFIHJKKF. V96 B99 C99 H99 J99 I99 K99 
19 10 9	..BVVE..BCDEAABCD..J.CFIHJNNFIH.KKF. V97 B98 C99 D98 E99 H99 I99 K99 
19 7 12	..VV....BCD.AABCDE..BCFEHJNNFIHJKKFI V98 B99 C99 E99 H99 J99 K99 
19 7 12	..BCVV..BCDEAABCDEHJ..FIHJNNFI..KKF. V96 B98 C98 I99 K99 
19 10 9	.VV.D...BCDEAABC.E..BCFIHJNNFIHJKKF. V99 B99 C99 D99 E98 H99 J99 I99 K99 
19 10 9	.VV..E..BCDEAABCD...BCFIHJNNFIHJKKF. V99 B99 C99 D98 E99 H99 J99 I99 K99 
19 7 12	..VVDE..BCDEAABCFIHJBCFIHJNNF..KK... V98 B99 C99 D99 E99 F99 I98 
19 7 12	..VVD...BCD.AABCFEHJBCFEHJNNFI.KK..I V98 B99 C99 D99 E97 F99 
19 7 12	..VVD...BCDEAABCFEHJBCF.HJNNFI.KK..I V98 B99 C99 D99 E98 F99 
19 7 12	VVB.D...BCDEAABCFE.J.CF.HJNNFIH..KKI C99 D99 E98 H99 F99 K98 
19 10 9	..VV.E..BCDEAABCD...BCFIHJNNFIHJKKF. V98 B99 C99 D98 E99 H99 J99 I99 K99 
19 7 12	VV.CD...BCD.AABCFE.JB.FEHJNNFIH.KK.I B99 D99 E97 H99 F99 K99 
19 7 12	VV.CD...BCDEAABCFEHJB.FIHJNNFI...KK. B99 D99 E98 F99 I99 K98 
19 7 12	.VVCDE..BCDEAABCFIHJB.FIHJNNF....KK. V99 B99 D99 E99 F99 I98 K98 
19 7 12	VVBCD...BCDEAABCFEH...FIHJNNFI.J..KK D99 E98 J99 F99 I99 K97 
19 7 12	.VVC.E..BCDEAABCDIHJB.FIHJNNF.KK..F. V99 B99 D98 E99 I98 K99 
19 7 12	VV......BCD.AABCDE.JBCFEHJNNFIHKK.FI B99 C99 D98 E97 H99 
19 7 12	VVBCD...BCDEAABCFE.J..FIHJNNFIH.KK.. D99 E98 H99 F99 I99 K99 
19 7 12	.VVCD...BCD.AABCFEHJB.FEHJNNFI..KK.I V99 B99 D99 E97 F99 K99 
19 7 12	.VVCDE..BCDEAABCFIHJB.FIHJNNF...KK.. V99 B99 D99 E99 F99 I98 K99 
19 7 12	VV..DE..BCDEAABCFI.JBCFIHJNNF.HKK... B99 C99 D99 E99 H99 F99 I98 
19 7 12	VV...E..BCDEAABCDI.JBCFIHJNNF.HKK.F. B99 C99 D98 E99 H99 I98 
19 7 12	VVBCD...BCDEAABCFEH...FIHJNNFI.J.KK. D99 E98 J99 F99 I99 K98 
19 7 12	VV..D...BCDEAABCFE.JBCF.HJNNFIHKK..I B99 C99 D99 E98 H99 F99 
19 7 12	.VVC....BCD.AABCDEHJB.FEHJNNFI..KKFI V99 B99 D98 E97 K99 
19 7 12	VVB.D...BCDEAABCFE.J.CFIHJNNFIHKK... C99 D99 E98 H99 F99 I99 
19 7 12	..BCVV..BCDEAABCDEH...F.HJNNFI.JKKFI V96 B98 C98 J99 K99 
19 7 12	.VVCD...BCDEAABCFEHJB.F.HJNNFI..KK.I V99 B99 D99 E98 F99 K99 
19 7 12	VVBCDE..BCDEAABCFIH...FIHJNNF..J..KK D99 E99 J99 F99 I98 K97 
19 7 12	.VVC.E..BCDEAABCDIHJB.FIHJNNF...KKF. V99 B99 D98 E99 I98 K99 
19 7 12	..B.VV..BCD.AABCDE.J.CFEHJNNFIH.KKFI V96 B98 C99 E99 H99 K99 
19 7 12	.VVCDE..BCDEAABCFIHJB.FIHJNNF.KK.... V99 B99 D99 E99 F99 I98 K99 
19 7 12	..BCVV..BCDEAABCDE.J..F.HJNNFIH.KKFI V96 B98 C98 H99 K99 
19 7 12	..BVV...BCD.AABCDEH..CFEHJNNFI.JKKFI V97 B98 C99 E99 J99 K99 
19 7 12	...CVV..BCD.AABCDEH.B.FEHJNNFI.JKKFI V96 B99 C98 E99 J99 K99 
19 7 12	VV.CDE..BCDEAABCFI.JB.FIHJNNF.H.KK.. B99 D99 E99 H99 F99 I98 K99 
19 10 9	..VVDE..BCDEAABCF...BCFIHJNNFIHJKK.. V98 B99 C99 D99 E99 H99 J99 F99 I99 K99 
19 7 12	VV.C.E..BCDEAABCDI.JB.FIHJNNF.H.KKF. B99 D98 E99 H99 I98 K99 
19 7 12	VV.CDE..BCDEAABCFI.JB.FIHJNNF.H..KK. B99 D99 E99 H99 F99 I98 K98 
19 7 12	VV.CD...BCDEAABCFEHJB.FIHJNNFIKK.... B99 D99 E98 F99 I99 K99 
19 7 12	VV.CD...BCDEAABCFE.JB.F.HJNNFIH.KK.I B99 D99 E98 H99 F99 K99 
19 7 12	VVBCD...BCDEAABCFEH...FIHJNNFI.JKK.. D99 E98 J99 F99 I99 K99 
19 7 12	VVB.D...BCDEAABCFEHJ.CFIHJNNFI..KK.. C99 D99 E98 F99 I99 K99 
19 7 12	..B.VV..BCD.AABCDEH..CFEHJNNFI.JKKFI V96 B98 C99 E99 J99 K99 
19 10 9	.VV.DE..BCDEAABCF...BCFIHJNNFIHJKK.. V99 B99 C99 D99 E99 H99 J99 F99 I99 K99 
19 7 12	VV.CDE..BCDEAABCFIH.B.FIHJNNF..JKK.. B99 D99 E99 J99 F99 I98 K99 
19 7 12	VV.C.E..BCDEAABCDIH.B.FIHJNNF..JKKF. B99 D98 E99 J99 I98 K99 
19 7 12	VVB.DE..BCDEAABCFI.J.CFIHJNNF.H..KK. C99 D99 E99 H99 F99 I98 K98 
19 7 12	..VV.E..BCDEAABCDIHJBCFIHJNNF..KK.F. V98 B99 C99 D98 E99 I98 
19 7 12	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 E98 F99 I99 K99 
19 7 12	VVBCDE..BCDEAABCFI....FIHJNNF.HJKK.. D99 E99 H99 J99 F99 I98 K99 
19 7 12	VV.CDE..BCDEAABCFIH.B.FIHJNNF..J.KK. B99 D99 E99 J99 F99 I98 K98 
19 7 12	VVBC.E..BCDEAABCDI....FIHJNNF.HJKKF. D98 E99 H99 J99 I98 K99 
19 7 12	VVBCD...BCDEAABCFE.J..FIHJNNFIH..KK. D99 E98 H99 F99 I99 K98 
19 7 12	VVBCD...BCD.AABCFE....FEHJNNFIHJ.KKI D99 E97 H99 J99 F99 K98 
19 7 12	VVBCDE..BCDEAABCFI....FIHJNNF.HJ.KK. D99 E99 H99 J99 F99 I98 K98 
19 7 12	VV..DE..BCDEAABCFIHJBCFIHJNNF...KK.. B99 C99 D99 E99 F99 I98 K99 
19 7 12	VVB.DE..BCDEAABCFIH..CFIHJNNF..J.KK. C99 D99 E99 J99 F99 I98 K98 
19 7 12	VVB.D...BCD.AABCFE.J.CFEHJNNFIH.KK.I C99 D99 E97 H99 F99 K99 
19 7 12	VV...E..BCDEAABCDIHJBCFIHJNNF...KKF. B99 C99 D98 E99 I98 K99 
19 7 12	VVBCD...BCDEAABCFE.J..FIHJNNFIH...KK D99 E98 H99 F99 I99 K97 
19 7 12	.VVCDE..BCDEAABCFI.JB.FIHJNNF.HKK... V99 B99 D99 E99 H99 F99 I98 
19 7 12	VV.CD...BCDEAABCFE.JB.F.HJNNFIH..KKI B99 D99 E98 H99 F99 K98 
19 7 12	VV..DE..BCDEAABCFIHJBCFIHJNNF.KK.... B99 C99 D99 E99 F99 I98 K99 
19 7 12	VVB.DE..BCDEAABCFI.J.CFIHJNNF.H.KK.. C99 D99 E99 H99 F99 I98 K99 
19 7 12	VV...E..BCDEAABCDIHJBCFIHJNNF.KK..F. B99 C99 D98 E99 I98 K99 
19 7 12	VV..D...BCD.AABCFE.JBCFEHJNNFIHKK..I B99 C99 D99 E97 H99 F99 
19 7 12	VV..D...BCD.AABCFEHJBCFEHJNNFIKK...I B99 C99 D99 E97 F99 K99 
19 7 12	VVB.DE..BCDEAABCFIHJ.CFIHJNNF.....KK C99 D99 E99 F99 I98 K97 
19 7 12	VVB..E..BCDEAABCDIH..CFIHJNNF..JKKF. C99 D98 E99 J99 I98 K99 
19 7 12	VV..D...BCDEAABCFEHJBCF.HJNNFIKK...I B99 C99 D99 E98 F99 K99 
19 7 12	VVB.D...BCDEAABCFEHJ.CFIHJNNFI...KK. C99 D99 E98 F99 I99 K98 
19 7 12	VVB.DE..BCDEAABCFIH..CFIHJNNF..JKK.. C99 D99 E99 J99 F99 I98 K99 
19 7 12	VVB.D...BCDEAABCFE.J.CF.HJNNFIH.KK.I C99 D99 E98 H99 F99 K99 
19 7 12	VV..D...BCDEAABCFEHJBCFIHJNNFI.KK... B99 C99 D99 E98 F99 I99 
19 7 12	...CVV..BCDEAABCDEH.B.FIHJNNFI.JKKF. V96 B99 C98 J99 I99 K99 
19 7 12	VV.C....BCD.AABCDE.JB.FEHJNNFIH.KKFI B99 D98 E97 H99 K99 
19 7 12	VV.CD...BCDEAABCFE.JB.FIHJNNFIHKK... B99 D99 E98 H99 F99 I99 
19 7 12	.VVCD...BCDEAABCFE.JB.F.HJNNFIHKK..I V99 B99 D99 E98 H99 F99 
